frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id81,id90,id92,id93,id96,id99,id100,id101,id107,id112,id113,id117,id120,id125,id129,id139,id144,id148,id154,id156,id161,id164,id166,id170,id176,id178,id185,id186,id189,id192,id203,id206,id221,id227,id229,id235,id238,id239,id253,id257,id258,id261,id264,id266,id269,id270,id271,id281,id283,id286,id292,id301,id302,id313,id315,id317,id318
49,"(539.80, 250.40)",,"(564.66, 198.92)",,"(192.33, 170.58)",,"(423.16, 173.00)","(469.05, 207.11)","(333.81, 293.58)","(687.62, 195.37)","(191.64, 395.81)","(420.77, 226.12)","(270.55, 261.51)",,"(207.51, 233.50)",,"(668.95, 78.61)","(204.77, 188.33)","(401.48, 140.82)",,,"(331.10, 394.82)",,"(469.56, 390.32)",,"(532.45, 394.34)",,,"(73.05, 374.68)",,,,,,,"(63.04, 88.28)",,,,,,,,"(447.65, 303.65)",,,"(293.96, 140.92)",,,,,,,,,,,,"(177.21, 214.58)","(733.39, 271.15)","(415.01, 301.21)",,"(313.66, 198.10)",,,,,,,,"(305.85, 330.40)",,,,,,,,,"(547.69, 294.09)",,,"(677.14, 266.21)","(80.14, 288.59)",,,,"(548.49, 264.62)","(664.12, 323.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"(539.93, 248.83)",,"(565.16, 195.96)",,"(192.28, 168.47)",,"(423.43, 170.22)","(469.17, 203.61)","(334.23, 292.11)","(688.02, 191.90)","(191.67, 395.83)","(420.54, 223.96)","(270.54, 258.75)",,"(208.33, 230.41)",,"(669.26, 75.29)","(204.78, 184.59)","(401.34, 136.92)",,,"(330.04, 394.98)",,"(470.90, 390.48)",,"(532.94, 393.97)",,,"(74.34, 370.82)",,,,,,,"(63.32, 84.87)",,,,"(183.85, 397.42)",,,,"(447.91, 300.99)",,,"(292.33, 137.96)",,,,,,,,,,,,"(175.57, 211.00)","(733.11, 270.36)","(417.05, 297.99)",,"(312.66, 195.10)",,,,,,,,"(306.40, 327.86)",,,,,,,,,"(546.95, 291.59)",,,"(677.11, 265.02)","(80.62, 285.97)",,,,"(549.12, 260.94)","(664.24, 320.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"(539.91, 246.42)",,"(565.91, 192.66)",,"(192.24, 166.01)",,"(424.15, 167.26)","(469.76, 200.61)","(334.52, 290.78)","(688.67, 188.77)","(191.76, 395.82)","(420.51, 222.71)","(271.53, 255.40)",,"(207.94, 227.89)",,"(669.12, 72.15)","(205.83, 182.15)","(401.52, 134.04)",,,"(329.46, 394.97)",,"(472.15, 391.02)",,"(533.85, 395.20)",,,"(75.09, 367.34)",,,,,,,"(63.27, 81.61)",,,,"(183.94, 397.48)",,,,"(447.37, 297.95)",,,"(291.72, 134.34)",,,,,,,,,,,,"(174.15, 206.83)","(733.06, 268.81)","(417.30, 294.82)",,"(312.66, 191.74)",,,,,,,,"(307.21, 325.18)",,,,,,,,,"(545.90, 289.33)","(290.73, 396.28)",,"(676.81, 263.98)","(81.08, 283.36)",,,,"(550.17, 256.48)","(664.39, 316.82)",,,"(562.90, 342.25)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"(539.77, 245.35)",,"(566.30, 189.77)",,"(192.25, 164.09)",,"(424.58, 164.63)","(470.02, 197.97)","(334.75, 289.02)","(688.41, 185.48)","(191.87, 395.95)","(420.38, 222.16)","(271.41, 253.14)",,"(208.50, 224.79)",,"(669.12, 68.87)","(205.97, 178.61)","(401.18, 130.88)",,,"(329.39, 395.25)",,"(472.80, 390.93)",,"(534.00, 394.73)","(31.44, 395.46)",,"(75.71, 364.22)",,,,,,,"(63.33, 77.91)",,,,"(184.30, 397.24)",,,,"(447.09, 294.73)",,,"(289.90, 130.53)",,,,,,,,,,,,"(172.87, 203.50)","(732.94, 266.65)","(418.79, 291.55)",,"(311.90, 188.78)",,,,,,,,"(307.99, 322.36)",,,,,,,,,"(545.14, 287.04)","(290.59, 396.29)",,"(676.62, 262.24)","(81.45, 281.17)",,,,"(551.41, 251.68)","(664.50, 312.82)",,,"(566.25, 341.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"(539.94, 243.64)",,"(566.59, 186.23)",,"(192.15, 161.54)",,"(425.26, 161.55)","(470.42, 195.31)","(335.02, 287.66)","(689.37, 182.31)","(192.01, 395.76)","(419.95, 221.01)","(272.08, 249.95)",,"(208.91, 221.53)",,"(668.66, 65.02)","(206.48, 174.92)","(401.25, 128.27)",,,"(328.99, 395.66)",,"(473.20, 391.33)",,"(534.45, 394.41)",,,"(76.27, 361.23)",,,,,,,"(63.30, 75.16)",,,,,,,,"(446.26, 291.39)",,,"(289.50, 126.84)",,,,,,,,,,,,"(171.44, 199.62)","(732.94, 264.85)","(419.98, 288.25)",,"(311.78, 185.58)",,,,,,,,"(308.55, 319.19)",,,,,,,,,"(544.05, 284.26)","(289.97, 396.40)",,"(676.54, 260.52)","(80.71, 278.26)",,,,"(552.17, 248.17)","(665.25, 311.84)",,,"(569.37, 340.52)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"(540.02, 242.55)",,"(567.04, 183.43)",,"(192.19, 158.71)",,"(425.78, 158.80)","(470.55, 193.39)","(335.17, 286.06)","(689.60, 179.14)","(191.60, 395.34)","(419.80, 219.41)","(272.68, 246.56)",,"(208.37, 217.95)",,"(668.70, 62.00)","(206.57, 171.31)","(401.79, 126.01)",,,"(328.43, 395.86)",,"(473.17, 391.31)",,"(534.67, 396.70)",,,"(77.21, 357.89)",,,,,,,"(63.61, 71.63)",,,,,,,,"(446.28, 287.58)",,,"(287.86, 122.80)",,,,,,,,,,,,"(170.36, 196.37)","(733.05, 262.12)","(420.78, 285.31)",,"(310.83, 182.14)",,,,,,,,"(308.44, 315.91)",,,,,,,,,"(543.34, 281.67)","(288.74, 396.46)",,"(676.45, 258.62)","(80.62, 276.14)",,,,"(553.52, 244.60)","(665.49, 308.45)",,,"(572.21, 339.98)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"(540.02, 241.39)",,"(567.36, 179.26)",,"(192.14, 156.24)",,"(425.86, 155.96)","(470.46, 191.70)","(335.67, 284.21)","(690.51, 175.98)","(191.75, 395.22)","(419.28, 217.72)","(273.14, 243.01)",,"(208.28, 215.05)",,"(667.73, 58.29)","(207.11, 168.02)","(402.20, 124.05)",,,"(327.53, 396.48)",,"(473.21, 391.52)",,"(534.80, 395.79)",,,"(77.56, 354.57)",,,,,,,"(63.80, 68.20)",,,,,,,,"(445.69, 284.36)",,,"(287.09, 118.46)",,,,,,,,,,,,"(169.66, 192.57)","(732.87, 259.91)","(421.64, 282.14)",,"(311.15, 178.77)",,,,,,,,"(308.27, 312.94)",,,,,,,,,"(542.34, 279.49)","(286.76, 396.71)",,"(676.46, 256.68)","(80.13, 273.60)",,,,"(554.37, 240.95)","(665.42, 306.90)",,,"(575.05, 338.79)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"(540.29, 240.60)",,"(567.82, 176.08)",,"(192.35, 153.69)",,"(426.50, 153.06)","(470.29, 188.94)","(336.01, 282.22)","(691.31, 172.97)","(191.70, 395.21)","(419.16, 215.71)","(273.40, 240.17)",,"(207.97, 211.34)",,"(667.35, 55.37)","(207.14, 164.39)","(403.00, 121.47)",,,"(327.40, 396.53)",,"(473.20, 391.88)",,"(535.22, 394.99)",,,"(77.98, 351.54)",,,,,,,"(64.15, 64.61)",,,,,,,,"(445.56, 280.78)",,,"(286.29, 113.97)",,,,,,,,,,,,"(168.63, 188.91)","(732.92, 257.74)","(421.99, 278.97)",,"(310.73, 176.03)",,,,,,,,"(308.64, 310.11)",,,,,,,,,"(541.85, 277.53)","(285.40, 397.00)",,"(676.51, 254.73)","(80.02, 271.16)",,,,"(555.84, 237.18)","(666.32, 304.40)",,,"(577.36, 338.13)","(733.11, 242.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"(540.14, 239.10)",,"(567.97, 172.40)",,"(192.17, 151.21)",,"(426.36, 150.47)","(470.01, 185.56)","(335.83, 279.71)","(693.00, 169.19)","(191.58, 395.38)","(419.13, 212.72)","(274.36, 237.06)",,"(207.97, 207.73)",,"(666.57, 52.57)","(207.40, 161.59)","(403.59, 119.34)",,,"(328.98, 396.43)",,"(472.50, 392.24)",,"(536.11, 394.20)",,,"(78.61, 348.67)",,,,,,,"(64.45, 60.89)",,,,,,,,"(445.12, 277.01)",,,"(286.19, 109.52)",,,,,,,,,,,,"(167.93, 185.29)","(732.90, 255.45)","(421.57, 275.48)",,"(311.11, 173.38)",,,,,,,,"(308.85, 306.27)",,,,,,,,,"(540.72, 275.09)","(285.29, 397.19)",,"(675.77, 252.50)","(79.48, 268.65)",,,,"(557.82, 233.28)","(666.74, 302.54)",,,"(580.57, 336.62)","(732.96, 239.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"(540.20, 236.93)",,"(567.60, 169.43)",,"(192.10, 148.09)",,"(426.86, 147.56)","(469.46, 182.44)","(336.37, 276.95)","(693.59, 165.63)","(191.52, 395.40)","(418.12, 210.06)","(275.60, 234.28)",,"(207.63, 204.12)",,"(666.47, 49.58)","(207.63, 160.22)","(403.42, 116.68)",,,"(329.31, 396.45)",,"(471.62, 392.39)",,"(537.03, 393.45)",,,"(79.26, 345.93)",,,,,,,"(64.71, 57.56)",,,,,,,,"(445.19, 272.90)",,,"(285.65, 105.08)",,,,,,,,,,,,"(167.19, 182.05)","(732.56, 253.45)","(420.62, 273.12)",,"(310.98, 170.73)",,,,,,,,"(309.70, 302.70)",,,,,,,,,"(539.69, 272.65)","(284.76, 397.25)",,"(675.71, 249.71)","(78.90, 266.64)",,,,"(558.57, 229.49)","(666.92, 299.66)",,,"(583.40, 335.41)","(732.71, 237.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"(540.42, 235.02)",,"(567.95, 165.92)",,"(191.60, 144.97)",,"(427.03, 144.84)","(469.15, 179.68)","(336.46, 274.44)","(694.69, 162.60)","(192.42, 390.80)","(417.22, 207.70)","(276.75, 231.26)",,"(207.31, 200.85)",,"(665.29, 46.00)","(208.04, 159.32)","(403.28, 113.83)",,,"(329.69, 396.38)",,"(470.64, 393.09)",,"(538.41, 392.66)",,,"(79.54, 342.82)",,,,,,,"(64.85, 54.63)",,,,,,,,"(445.16, 269.34)",,,"(285.83, 100.85)",,,,,,,,,,,,"(167.04, 179.29)","(732.56, 251.48)","(419.27, 270.41)",,"(311.46, 167.66)",,,,,,,,"(309.89, 299.09)",,,,,,,,,"(538.77, 269.83)","(284.34, 397.23)",,"(675.59, 247.06)","(78.30, 264.82)",,,,"(560.07, 225.65)","(667.60, 296.41)",,,"(585.96, 333.28)","(732.26, 234.88)","(670.20, 277.66)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"(540.54, 232.05)",,"(567.92, 162.99)",,"(191.47, 141.86)",,"(427.08, 141.79)","(468.75, 176.73)","(336.74, 271.55)","(695.69, 159.27)","(193.80, 395.48)","(415.95, 205.18)","(277.94, 228.15)",,"(207.13, 197.50)",,"(664.46, 43.52)","(208.23, 158.84)","(402.43, 110.92)",,,"(330.50, 396.56)",,"(470.04, 395.33)",,"(540.15, 391.53)",,,"(79.80, 339.82)",,,,,,,"(65.10, 51.47)",,,,,,,,"(445.19, 265.34)",,,"(285.64, 96.22)",,,,,,,,,,,,"(166.36, 176.12)","(732.23, 249.77)","(418.04, 267.42)",,"(311.51, 164.68)",,,,,,,,"(311.02, 295.36)",,,,,,,,,"(538.14, 267.68)","(284.59, 396.91)",,"(675.55, 243.86)","(77.87, 263.00)",,,,"(561.50, 221.27)","(668.41, 293.04)",,,"(588.35, 331.36)","(732.33, 232.85)","(670.59, 277.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"(540.58, 229.40)",,"(568.23, 159.95)",,"(191.10, 139.66)",,"(427.54, 139.20)","(468.14, 173.33)","(337.46, 268.45)","(696.88, 156.11)",,"(414.78, 202.26)","(279.21, 224.50)",,"(206.91, 193.98)",,"(664.20, 41.28)","(208.22, 159.05)","(402.20, 108.03)",,,"(330.48, 396.67)",,"(469.96, 397.22)",,"(541.91, 390.77)",,,"(80.46, 336.95)",,,,,,,"(65.02, 48.73)",,,,,,,,"(445.09, 261.75)",,,"(285.51, 92.17)",,,,,,,,,,,,"(165.86, 172.33)","(732.43, 248.39)","(416.51, 265.00)",,"(311.49, 162.36)",,,,,,,,"(311.00, 292.68)",,,,,,,,,"(537.53, 265.52)","(284.91, 396.65)",,"(674.60, 240.39)","(76.32, 261.28)",,,,"(562.66, 217.88)","(668.54, 289.81)",,,"(590.71, 329.35)","(731.73, 231.52)","(672.28, 277.09)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"(540.86, 226.35)",,"(568.14, 157.17)",,"(190.80, 136.76)",,"(427.88, 136.21)","(467.82, 169.99)","(337.80, 265.18)","(696.82, 152.56)",,"(413.68, 200.18)","(280.20, 221.20)",,"(206.93, 190.66)",,"(663.33, 39.72)","(208.34, 159.03)","(401.96, 105.24)",,,"(330.46, 396.70)",,"(470.81, 397.47)",,"(543.82, 389.29)",,,"(80.62, 333.89)",,,,,,,"(65.55, 46.00)",,"(203.55, 396.49)",,,,,,"(445.21, 258.17)",,,"(285.67, 88.85)",,,,,,,,,,,,"(164.79, 168.80)","(730.62, 247.31)","(415.59, 262.40)",,"(312.10, 159.30)",,,,,,,,"(311.90, 289.45)",,,,,,,,,"(536.66, 263.59)","(284.86, 396.69)",,"(674.13, 237.35)","(75.45, 258.86)",,,,"(563.72, 214.15)","(668.92, 286.36)",,,"(592.36, 326.69)","(731.72, 229.77)","(673.92, 277.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"(540.68, 223.21)",,"(568.51, 154.35)",,"(190.45, 133.91)",,"(428.44, 133.29)","(467.42, 166.63)","(337.98, 261.82)","(697.66, 149.41)",,"(412.70, 197.91)","(281.81, 217.93)",,"(206.74, 187.48)",,"(662.43, 35.83)","(208.22, 158.95)","(401.44, 102.31)",,,"(330.50, 396.72)",,"(470.88, 397.29)",,"(546.17, 388.28)",,,"(80.75, 330.89)",,,,,,,"(65.75, 43.28)",,"(203.61, 396.43)",,,,,,"(444.43, 254.76)",,,"(285.44, 85.74)",,,,,,,,,,,,"(164.34, 165.39)","(729.79, 246.69)","(414.01, 259.35)",,"(311.80, 156.44)",,,,,,,,"(312.14, 286.69)",,,,,,,,,"(535.97, 260.76)","(284.55, 396.60)",,"(673.99, 234.24)","(74.45, 256.59)",,,,"(565.27, 210.62)","(668.80, 282.53)",,,"(594.07, 324.37)","(731.70, 228.57)","(676.60, 276.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"(541.01, 220.12)",,"(568.63, 151.17)",,"(190.13, 132.02)",,"(428.82, 130.17)","(467.18, 163.19)","(338.52, 258.81)","(697.16, 146.11)",,"(411.74, 195.13)","(282.69, 215.21)",,"(206.60, 184.91)",,,"(208.50, 157.71)","(401.35, 99.80)",,,"(331.57, 396.77)",,"(471.01, 396.86)",,"(548.41, 386.80)",,,"(80.84, 327.46)",,,,,,,"(66.14, 40.62)",,"(203.70, 396.29)",,,,,,"(444.61, 250.74)",,,"(285.29, 82.03)",,,,,,,,,,,,"(163.08, 164.82)","(729.07, 245.06)","(412.54, 256.30)",,"(312.48, 153.76)",,,,,,,,"(312.95, 283.16)",,,,,,,,,"(535.33, 258.96)","(284.46, 396.54)",,"(674.00, 231.23)","(73.67, 252.79)",,,,"(566.81, 207.30)","(668.76, 280.82)",,,"(595.48, 320.86)","(731.76, 227.10)","(678.92, 276.09)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"(541.14, 217.00)",,"(568.99, 148.26)",,"(189.67, 128.97)",,"(429.03, 127.08)","(466.78, 159.80)","(338.61, 256.05)","(697.23, 142.65)",,"(410.44, 192.10)","(283.61, 211.95)",,"(206.20, 181.20)",,,"(208.17, 154.56)","(401.04, 97.81)",,,"(333.39, 397.12)",,"(470.27, 396.49)",,"(551.25, 385.62)",,,"(80.84, 324.59)",,,,,,,"(66.17, 38.27)",,"(203.87, 396.32)",,,,,,"(443.96, 247.45)",,,"(286.01, 77.98)",,,,,,,,,,,,"(163.13, 162.70)","(728.73, 244.17)","(410.59, 253.85)",,"(312.19, 151.01)",,,,,,,,"(312.66, 279.78)",,,,,,,,,"(534.96, 256.50)","(284.48, 396.50)",,"(673.73, 228.52)","(73.36, 249.75)",,,,"(568.30, 204.97)","(668.29, 275.99)",,,"(597.20, 317.99)","(731.80, 226.31)","(681.84, 274.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"(541.17, 214.82)",,"(569.38, 145.71)",,"(189.01, 127.09)",,"(429.53, 124.78)","(466.58, 156.83)","(338.45, 253.56)","(696.62, 139.41)",,"(409.96, 189.24)","(284.88, 209.54)",,"(205.65, 178.58)",,,"(208.17, 152.29)","(401.20, 95.99)",,,"(333.81, 396.81)",,"(470.01, 395.64)",,"(554.30, 384.43)",,,"(81.00, 320.59)",,,,,,,"(66.43, 36.58)",,,,,,,,"(443.95, 243.85)",,,"(286.62, 74.64)",,,,,,,,,,,,"(163.28, 160.11)","(728.22, 243.29)","(409.08, 251.67)",,"(312.65, 147.94)",,,,,,,,"(313.42, 276.57)",,,,,,,,,"(534.41, 254.05)","(284.53, 396.54)",,"(673.27, 225.44)","(73.32, 246.76)",,,,"(569.87, 203.06)","(668.58, 272.70)",,,"(597.94, 315.01)","(731.81, 225.94)","(685.02, 273.48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"(541.01, 212.62)",,"(569.04, 143.36)",,"(188.19, 124.79)",,"(429.70, 121.95)","(466.41, 153.73)","(338.62, 251.20)","(696.26, 135.78)",,"(408.90, 187.02)","(286.01, 206.94)",,"(204.94, 175.34)",,,"(208.28, 148.86)","(401.53, 94.43)",,,"(333.97, 396.08)",,"(468.61, 396.22)",,"(557.16, 382.97)",,,"(81.08, 317.90)",,,,,,,"(66.36, 35.31)",,,,,,,,"(443.84, 240.17)",,,"(287.55, 71.74)",,,,,,,,,,,,"(162.54, 156.61)","(727.61, 241.94)","(407.69, 249.63)",,"(312.67, 145.24)",,,,,,,,"(313.66, 274.05)",,,,,,,,,"(533.72, 251.96)","(284.55, 396.60)",,"(673.08, 222.74)","(73.15, 243.90)",,,,"(571.70, 200.38)","(667.40, 268.76)",,,"(599.12, 312.21)","(731.83, 225.83)","(687.44, 272.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"(541.40, 210.10)",,"(568.99, 141.59)",,"(187.73, 122.19)",,"(429.99, 119.49)","(466.38, 150.28)","(339.03, 248.80)","(695.73, 132.84)",,"(407.96, 184.10)","(286.69, 204.26)",,"(204.65, 172.59)",,,"(208.59, 145.45)","(402.26, 92.85)",,,"(335.23, 396.20)",,"(466.81, 396.21)",,"(559.55, 381.24)",,,"(80.85, 314.57)",,,,,,,,,,,,,,,"(443.72, 236.23)",,,"(288.15, 69.29)",,,,,,,,,,,,"(161.98, 153.83)","(726.67, 240.70)","(406.22, 247.88)",,"(313.18, 142.72)",,,,,,,,"(314.03, 270.64)",,,,,,,,,"(533.13, 249.12)",,,"(672.77, 219.71)","(73.19, 240.41)",,,,"(573.69, 196.77)","(667.23, 265.75)",,,"(600.17, 309.25)","(731.74, 225.76)","(689.23, 271.48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"(541.31, 207.02)",,"(569.35, 139.63)",,"(187.16, 119.59)",,"(429.99, 116.38)","(466.18, 146.67)","(339.20, 246.83)","(694.54, 129.52)",,"(407.45, 181.33)","(287.91, 201.73)",,"(204.42, 170.98)",,,"(208.54, 141.74)","(403.13, 92.11)",,,"(335.31, 395.85)",,"(465.07, 396.67)",,"(562.21, 379.56)",,,"(80.80, 311.61)",,,,,,,,,,,,,,,"(444.31, 232.91)",,,"(288.63, 68.15)",,,,,,,,,,,,"(161.82, 149.91)","(726.69, 240.08)","(405.35, 245.34)",,"(313.77, 139.78)",,,,,,,,"(314.99, 267.26)",,,,,,,,,"(532.88, 246.71)",,,"(672.55, 217.10)","(72.62, 236.26)",,,,"(575.59, 192.91)","(666.62, 262.29)",,,"(601.18, 306.03)","(731.71, 225.75)","(691.31, 270.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"(541.51, 205.21)",,"(569.15, 137.05)",,"(186.62, 117.16)",,"(430.27, 113.91)","(466.14, 143.54)","(339.23, 244.79)","(693.81, 126.08)",,"(407.05, 179.08)","(288.73, 200.08)",,"(204.16, 170.00)",,,"(208.41, 139.13)","(403.97, 90.95)",,,"(335.35, 395.58)",,"(463.09, 397.76)",,"(564.77, 377.67)",,,"(80.88, 307.90)",,,,,,,,,,,"(182.85, 396.47)",,,,"(444.81, 229.05)",,,"(288.85, 67.41)",,,,,,,,,,,,"(160.96, 147.67)","(726.25, 239.25)","(404.21, 243.19)",,"(313.84, 137.36)",,,,,,,,"(315.12, 263.78)",,,,,,,,,"(532.72, 244.21)",,,"(671.84, 213.91)","(73.01, 232.49)",,,,"(577.52, 189.60)","(666.24, 259.40)",,,"(601.51, 303.98)","(731.84, 224.43)","(694.37, 270.06)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"(541.71, 203.69)",,"(568.94, 133.89)",,"(186.10, 115.40)",,"(430.51, 110.83)","(466.23, 140.43)","(339.62, 242.87)","(692.95, 123.58)",,"(406.17, 176.04)","(289.47, 199.02)",,"(203.98, 169.87)",,,"(208.49, 135.58)","(405.03, 90.19)",,,"(336.23, 395.21)",,"(461.33, 398.27)",,"(567.49, 375.75)",,,"(80.90, 304.89)",,,,,,,,,,,"(182.82, 396.46)",,,,"(445.57, 225.21)",,,"(289.03, 66.52)",,,,,,,,,,,,"(160.55, 145.14)","(725.94, 237.92)","(403.49, 241.50)",,"(314.49, 135.26)",,,,,,,,"(315.73, 260.91)",,,,,,,,,"(532.52, 241.82)",,,"(671.26, 211.91)","(72.94, 228.29)",,,,"(579.65, 186.51)","(665.72, 255.42)",,,"(601.93, 301.98)","(731.80, 222.78)","(697.44, 268.54)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"(541.80, 202.03)",,"(568.12, 131.92)",,"(185.66, 113.29)",,"(431.09, 108.30)","(466.14, 136.77)","(339.57, 241.16)","(691.95, 120.10)",,"(405.08, 173.70)","(289.87, 197.84)",,"(204.29, 170.04)",,,"(208.59, 132.56)","(406.81, 89.06)",,,"(336.76, 395.11)",,"(460.20, 398.48)",,"(569.26, 373.69)",,,"(80.63, 301.95)",,,,,,,,,,,"(186.55, 395.95)",,,,"(446.95, 222.02)",,,"(289.07, 65.70)",,,,,,,,,,,,"(159.55, 142.79)","(725.77, 237.80)","(402.65, 240.91)",,"(314.98, 132.85)",,,,,,,,"(316.36, 257.54)",,,,,,,,,"(532.42, 239.79)",,,"(671.01, 209.73)","(73.01, 224.22)",,,,"(581.58, 183.14)","(665.44, 251.81)","(26.61, 308.56)",,"(602.44, 299.73)","(732.08, 221.86)","(699.68, 267.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"(541.63, 199.53)",,"(567.26, 128.98)",,"(185.25, 110.38)",,"(431.57, 105.54)","(466.21, 133.31)","(339.53, 239.62)","(689.93, 116.92)",,"(404.63, 171.23)","(290.30, 197.08)",,"(204.38, 170.21)",,,"(209.46, 129.55)","(408.45, 88.26)",,,"(336.54, 394.97)",,"(460.13, 398.38)",,"(570.34, 372.31)",,,"(80.64, 299.00)",,,,,,,,,,,,,,,"(449.05, 219.63)",,,"(289.14, 64.85)",,,,,,,,,,,,"(158.92, 139.67)","(726.07, 236.36)","(402.18, 240.52)",,"(315.66, 130.06)",,,,,,,,"(316.57, 254.50)",,,,,,,,,"(532.34, 237.42)",,,"(670.70, 207.78)","(72.99, 220.30)",,,,"(583.59, 180.39)","(665.52, 248.49)","(26.61, 308.34)",,"(602.85, 297.52)","(732.25, 220.43)","(702.42, 264.98)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"(541.68, 196.75)",,"(566.23, 126.08)",,"(184.69, 107.53)",,"(431.82, 102.37)","(466.02, 129.76)","(339.75, 237.92)","(689.21, 113.61)",,"(404.27, 169.00)","(290.57, 196.32)",,"(204.24, 170.21)",,,"(207.86, 125.98)","(410.18, 87.04)",,,"(336.92, 394.88)",,"(460.15, 398.44)",,"(572.51, 370.85)",,,"(80.47, 296.11)",,,,,,,,,,,,,,,"(450.67, 217.01)",,,"(289.00, 63.52)",,,,,,,,,,,,"(157.84, 136.25)","(726.07, 234.40)","(402.11, 240.21)",,"(315.71, 127.14)",,,,,,,,"(315.93, 250.98)",,,,,,,,,"(531.92, 234.95)",,,"(670.35, 205.69)","(73.49, 216.19)",,,,"(585.43, 177.86)","(664.41, 244.93)","(27.15, 306.95)",,"(603.72, 294.94)","(732.21, 218.50)","(705.15, 262.59)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,"(541.08, 194.14)",,"(565.25, 123.49)",,"(184.36, 105.11)",,"(432.49, 99.40)","(466.14, 126.40)","(339.75, 236.86)","(687.39, 109.94)",,"(403.94, 166.91)","(290.72, 196.18)",,"(204.26, 170.20)",,,"(208.16, 121.98)","(411.80, 86.57)",,,"(337.29, 394.83)",,"(460.08, 398.46)",,"(574.04, 368.44)",,,"(80.77, 293.33)",,,,,,,,,,,,,,,"(452.76, 214.85)",,,"(288.58, 61.39)",,,,,,,,,,,,"(157.59, 133.34)","(726.62, 233.39)","(402.09, 239.54)",,"(315.63, 124.48)",,,,,,,,"(316.18, 248.17)",,,,,,,,,"(531.75, 232.13)",,,"(670.03, 204.11)","(73.26, 212.01)",,,,"(587.06, 175.79)","(664.26, 240.48)","(27.98, 304.86)",,"(603.55, 292.59)","(732.64, 216.61)","(707.61, 259.82)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
