frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id22,id24,id26,id31,id34,id37,id38,id39,id45,id48,id49,id50,id51,id52,id53,id54,id55,id57,id59,id60,id61,id62,id65,id68,id69,id71,id72,id73,id74,id75
452,,,,"(408.92, 301.98)",,,,,,,,"(506.38, 450.38)",,,"(495.20, 318.61)",,,,,,,"(186.96, 64.23)","(288.34, 45.57)",,,"(174.74, 192.67)",,,,"(408.85, 450.12)","(163.06, 449.70)",,"(291.28, 358.77)",,,"(52.65, 177.58)","(425.64, 340.71)",,"(282.04, 446.87)","(528.32, 449.96)",,,,,,,,,,
453,,,,"(408.90, 302.04)",,,,,,,,"(506.38, 450.34)",,,"(495.18, 317.08)",,,,,,,"(185.78, 61.82)","(288.21, 45.58)",,,"(173.62, 190.89)",,,,"(408.85, 450.08)","(163.23, 448.95)",,"(290.10, 357.90)",,,"(53.31, 177.07)","(424.68, 337.86)",,"(282.13, 446.67)","(528.28, 449.95)",,,,,,,,,,
454,,,,"(408.77, 302.12)",,,,,,,,"(506.38, 450.33)",,,"(495.17, 315.45)",,,,,,,"(185.30, 59.65)","(288.02, 45.38)",,,"(172.79, 188.84)",,,,"(408.82, 450.05)","(163.20, 447.89)",,"(289.05, 357.88)",,,"(54.06, 176.39)","(423.12, 335.23)",,"(282.14, 446.65)","(528.26, 449.93)",,,,,,,,,,
455,,,,"(408.77, 302.16)",,,,,,,,"(506.37, 450.38)",,,"(495.16, 313.88)",,,,,,,"(184.86, 57.76)","(287.53, 45.11)",,,"(171.76, 187.41)",,,,"(408.83, 450.08)","(163.37, 447.21)",,"(287.48, 357.83)",,,"(55.04, 175.33)","(422.04, 332.25)",,"(282.16, 446.60)","(528.21, 449.95)",,,,,,,,,,
456,,,,"(409.14, 302.07)",,,,,,,,"(506.48, 450.39)",,,"(495.23, 312.11)",,,,,,,"(184.12, 56.21)","(286.96, 44.75)",,,"(171.18, 185.57)",,,,"(408.78, 450.13)","(163.60, 446.58)",,"(286.49, 357.08)",,,"(55.61, 174.26)","(421.21, 330.24)",,"(282.13, 446.63)","(528.14, 449.92)",,,,,,,,,,
457,,,,"(409.16, 302.07)",,,,,,,,"(506.51, 450.45)",,,"(495.15, 310.93)",,,,,,,"(184.18, 54.45)","(286.07, 44.57)",,,"(171.20, 183.50)",,,,"(408.75, 450.11)","(163.62, 446.47)",,"(284.77, 356.19)",,,"(56.29, 173.52)","(420.77, 328.48)",,"(282.04, 446.64)","(527.83, 450.13)",,,,,,,,,,
458,,,,"(409.05, 302.11)",,,,,,,,"(506.57, 450.53)",,,"(495.16, 309.55)",,,,,,,"(183.06, 52.77)","(284.97, 44.09)",,,"(171.38, 181.98)",,,,"(408.73, 450.12)","(163.68, 446.33)",,"(283.50, 355.60)",,,"(56.75, 172.39)","(420.65, 327.46)",,"(281.91, 446.54)","(527.37, 450.46)",,,,,,,,,,
459,,,,"(408.93, 302.22)",,,,,,,,"(506.57, 450.52)",,,"(495.16, 308.06)",,,,,,,"(182.79, 50.84)","(284.01, 43.53)",,,"(171.48, 179.92)",,,,"(408.74, 450.10)","(163.53, 445.85)",,"(282.34, 354.42)",,,"(57.02, 171.58)","(420.31, 326.47)",,"(281.91, 446.63)","(527.37, 450.42)",,,,,,,,,,
460,,,,"(408.73, 302.29)",,,,,,,,"(506.56, 450.57)",,,"(495.14, 306.65)",,,,,,,"(182.22, 48.83)","(283.48, 43.59)",,,"(171.69, 178.30)",,,,"(408.72, 450.09)","(163.84, 445.74)",,"(281.22, 353.74)",,,"(57.42, 170.18)","(420.04, 325.52)",,"(281.95, 446.80)","(527.52, 450.42)",,,,,,,,,,
461,,,,"(408.69, 302.28)",,,,,,,,"(506.53, 450.57)",,,"(495.16, 304.59)",,,,,,,"(181.42, 47.31)","(282.92, 43.80)",,,"(171.48, 176.22)",,,,"(408.71, 450.13)","(164.23, 445.35)",,"(280.28, 352.85)",,,"(57.88, 169.36)","(419.89, 324.73)",,"(281.96, 446.82)","(527.21, 450.50)",,,,,,,,,,
462,,,,"(408.75, 302.07)",,,,,,,,"(506.51, 450.55)",,,"(495.53, 302.50)",,,,,,,"(180.89, 45.50)","(282.19, 44.19)",,,"(171.35, 174.52)",,,,"(408.70, 450.13)","(164.75, 445.10)",,"(279.66, 351.69)",,,"(58.36, 167.86)","(419.77, 324.06)",,"(281.92, 446.51)","(527.06, 450.53)",,,,,,,,,,
463,,,,"(408.64, 301.96)",,,,,,,,"(506.48, 450.50)",,,"(495.32, 300.35)",,,,,,,"(180.51, 43.81)","(281.35, 44.50)",,,"(171.65, 172.43)",,,,"(408.73, 450.09)","(165.03, 445.45)",,"(279.30, 350.94)",,,"(59.06, 166.60)","(419.58, 323.55)",,"(282.08, 446.76)","(526.95, 450.54)",,,,,,,,,,
464,,,,"(408.53, 302.03)",,,,,,,,"(506.44, 450.52)",,,"(494.97, 298.54)",,,,,,,"(179.80, 42.73)","(280.06, 44.75)",,,"(171.15, 170.70)",,,,"(408.75, 450.03)","(165.00, 446.35)",,"(279.05, 349.95)",,,"(59.85, 165.16)","(419.34, 322.91)",,"(282.08, 446.82)","(526.88, 450.65)",,,,,,,,,,
465,,,,"(408.56, 302.09)",,,,,,,,"(506.50, 450.57)",,,"(494.38, 297.15)",,,,,,,"(179.75, 40.98)","(278.85, 45.10)",,,"(170.35, 169.24)",,,,"(408.78, 450.06)","(165.01, 447.40)",,"(279.52, 348.81)",,,"(60.46, 163.54)","(419.19, 322.86)",,"(282.02, 446.92)","(526.46, 450.37)",,,,,,,,,,
466,,,,"(408.62, 302.10)",,,,,,,,"(506.56, 450.58)",,,"(494.33, 295.40)",,,,,,,"(178.86, 39.36)","(277.82, 45.47)",,,"(169.99, 167.78)",,,,"(408.71, 450.07)","(166.25, 448.12)",,"(280.26, 347.58)",,,"(61.12, 161.50)","(419.07, 322.79)",,"(281.94, 446.74)","(525.73, 450.15)",,,,,,,,,,
467,,,,"(408.79, 302.15)",,,,,,,,"(506.50, 450.51)",,,"(494.23, 294.01)",,,,,,,"(178.61, 38.41)","(276.92, 45.87)",,,"(169.32, 166.26)",,,,"(408.69, 450.03)","(166.69, 448.11)",,"(281.41, 346.46)",,,"(61.77, 160.54)","(419.20, 322.73)",,"(281.99, 446.60)","(523.90, 450.18)",,,,,,,,,,
468,,,,"(408.81, 301.93)",,,,,,,,"(506.50, 450.42)",,,"(493.63, 291.91)",,,,,,,"(178.36, 37.61)","(275.81, 46.29)",,,"(168.66, 164.60)",,,,"(408.71, 450.08)","(169.38, 450.36)",,"(282.26, 345.24)",,,"(62.39, 158.87)","(419.35, 322.56)",,"(281.96, 446.67)","(523.14, 450.08)",,,,,,,,,,
469,,,,"(408.80, 301.98)",,,,,,,,"(506.35, 450.39)",,,"(493.21, 290.14)",,,,,,,"(177.79, 37.39)","(274.98, 46.93)",,,"(168.24, 162.73)",,,,"(408.71, 450.06)","(170.32, 450.66)",,"(283.23, 344.19)",,,"(63.43, 157.17)","(419.40, 322.50)",,"(281.92, 446.72)","(521.45, 450.21)",,,,,,,,,,
470,,,,"(408.71, 302.05)",,,,,,,,"(506.41, 450.29)",,,"(493.25, 288.36)",,,,,,,"(177.68, 37.14)","(273.99, 47.02)",,,"(167.52, 160.80)",,,,"(408.72, 450.09)","(171.64, 449.04)",,"(284.27, 342.75)",,,"(64.57, 156.29)","(419.42, 322.48)",,"(281.99, 446.57)","(520.31, 450.81)",,,,,,,,,,
471,,,,"(408.37, 302.52)",,,,,,,,"(506.38, 450.50)",,,"(492.71, 286.33)",,,,,,,"(177.47, 36.64)","(273.42, 47.00)",,,"(167.20, 159.26)",,,,"(408.69, 450.10)","(172.18, 447.65)",,"(285.02, 340.96)",,,"(65.24, 155.12)","(419.37, 322.48)",,"(281.96, 446.58)","(519.73, 451.17)",,,,,,,,,,
472,,,,"(408.68, 302.46)",,,,,,,,"(506.40, 450.46)",,,"(492.49, 284.50)",,,,,,,"(177.20, 36.27)","(271.97, 47.29)",,,"(167.09, 156.97)",,,,"(408.68, 450.08)","(172.56, 450.09)",,"(286.09, 339.85)",,,"(65.72, 154.55)","(419.37, 322.46)",,"(282.00, 446.71)","(519.00, 451.97)",,,,,,,,,,
473,,,,"(408.92, 302.22)",,,,,,,,"(506.45, 450.43)",,,"(492.30, 282.32)",,,,,,,"(176.92, 35.90)","(270.93, 47.41)",,,"(166.50, 154.98)",,,,"(408.68, 450.08)","(172.58, 450.12)",,"(287.09, 338.68)",,,"(66.44, 153.88)","(419.34, 322.43)",,"(282.17, 446.62)","(518.26, 451.78)",,,,,,,,,,
474,,,,"(409.28, 302.20)",,,,,,,,"(506.43, 450.40)",,,"(491.85, 280.18)",,,,,,,"(176.77, 35.48)","(270.18, 47.08)",,,"(166.14, 153.19)",,,,"(408.67, 450.08)","(172.96, 449.81)",,"(288.04, 336.75)",,,"(66.78, 153.03)","(419.31, 322.46)",,"(282.18, 446.59)","(517.82, 451.86)",,,,,,,,,,
475,,,,"(409.29, 301.42)",,,,,,,,"(506.40, 450.34)",,,"(491.75, 277.98)",,,,,,,"(176.28, 34.78)","(269.86, 46.49)",,,"(166.17, 151.19)",,,,"(408.69, 450.07)","(172.99, 449.53)",,"(289.57, 335.16)",,,"(67.55, 151.60)","(419.33, 322.43)",,"(282.14, 446.59)","(517.37, 451.66)",,,,,,,,,,
476,,,,"(409.56, 300.44)",,,,,,,,"(506.39, 450.31)",,,"(491.65, 276.37)",,,,,,,"(175.89, 34.24)","(269.47, 45.84)",,,"(165.64, 149.67)",,,,"(408.69, 450.07)","(173.27, 449.53)",,"(290.49, 333.32)",,,"(68.28, 150.38)","(419.24, 322.36)",,"(282.06, 446.49)","(516.91, 451.49)",,,,,,,,,,
477,,,,"(409.48, 299.94)",,,,,,,,"(506.32, 450.25)",,,"(491.78, 274.28)",,,,,,,"(175.54, 33.72)","(269.10, 44.88)",,,"(165.91, 148.14)",,,,"(408.72, 450.07)","(173.74, 449.60)",,"(291.20, 331.94)",,,"(68.82, 148.93)","(418.97, 322.07)",,"(282.05, 446.43)","(516.23, 451.30)",,,,,,,,,,
478,,,,"(409.27, 299.73)",,,,,,,,"(506.12, 450.17)",,,"(491.83, 272.04)",,,,,,,"(175.08, 32.65)","(268.16, 43.97)",,,"(166.23, 146.53)",,,,"(408.72, 450.10)","(174.12, 449.68)",,"(292.52, 330.68)",,,"(69.43, 147.66)","(418.79, 321.78)",,"(282.22, 446.62)","(515.60, 451.43)",,,,,,,,,,
479,,,,"(409.55, 299.91)",,,,,,,,"(506.11, 450.04)",,,"(491.38, 270.25)",,,,,,,"(174.85, 31.61)","(267.41, 43.95)",,,"(167.34, 145.11)",,,,"(408.72, 450.10)","(174.87, 450.11)",,"(293.49, 329.03)",,,"(69.69, 145.73)","(418.85, 321.84)",,"(282.19, 446.62)","(514.85, 451.49)",,,,,,,,,,
480,,,,"(409.81, 299.78)",,,,,,,,"(505.98, 449.84)",,,"(491.29, 268.25)",,,,,,,"(174.61, 30.38)","(266.92, 43.57)",,,"(168.45, 143.70)",,,,"(408.75, 450.10)","(175.55, 450.31)",,"(294.48, 327.89)",,,"(69.74, 143.75)","(418.42, 321.74)",,"(282.15, 446.55)","(514.04, 451.65)",,,,,,,,,,
481,,,,"(410.37, 298.89)",,,,,,,,"(506.32, 449.87)",,,"(490.97, 265.77)",,,,,,,"(174.36, 28.77)","(266.16, 43.22)",,,"(169.64, 141.96)",,,,"(408.76, 450.08)","(175.92, 449.88)",,"(295.43, 326.18)",,,"(69.64, 141.58)","(418.38, 321.70)",,"(282.16, 446.50)","(513.32, 451.65)",,,,,,,,,,
482,,,,"(411.06, 297.94)",,,,,,,,"(505.77, 449.60)",,,"(490.55, 263.92)",,,,,,,"(174.22, 26.57)","(265.04, 43.56)",,,"(170.75, 139.82)",,,,"(408.72, 450.07)","(175.96, 449.18)",,"(295.98, 324.44)",,,"(69.56, 139.74)","(418.42, 321.71)",,"(282.18, 446.50)","(511.60, 451.59)",,,,,,,,,,
483,,,,"(411.99, 295.99)",,,,,,,,"(507.46, 450.34)",,,"(490.53, 261.37)",,,,,,,"(173.93, 25.60)","(264.42, 44.04)",,,"(171.99, 138.24)",,,,"(408.73, 450.09)","(175.82, 448.87)",,"(296.13, 322.73)",,,"(69.56, 137.87)","(418.41, 321.70)",,"(282.05, 446.54)",,,"(248.55, 73.94)",,,,,,,,
484,,,,"(413.32, 295.28)",,,,,,,,"(506.71, 450.36)",,,"(490.22, 259.45)",,,,,,,"(173.64, 24.73)","(263.64, 44.23)",,,"(172.92, 136.72)",,,,"(408.71, 450.14)","(175.91, 448.82)",,"(296.10, 320.34)",,,"(69.66, 136.35)","(418.41, 321.75)",,"(282.00, 446.55)",,,"(249.01, 72.52)",,,,,,,,
485,,,,"(414.31, 293.80)",,,,,,,,"(506.60, 450.35)",,,"(489.97, 257.17)",,,,,,,"(173.52, 23.54)","(262.46, 44.21)",,,"(173.72, 135.15)",,,,"(408.73, 450.18)","(175.89, 448.35)",,"(296.54, 318.82)",,,"(69.63, 134.42)","(418.34, 321.78)",,"(281.92, 446.64)",,,"(249.25, 70.83)",,,,,,,,
486,,,,"(415.53, 291.92)",,,,,,,,"(506.41, 450.81)",,,"(489.74, 254.81)",,,,,,,"(173.25, 22.08)","(261.10, 44.16)",,,"(174.58, 133.86)",,,,"(408.74, 450.16)","(175.90, 448.13)",,"(296.81, 316.75)",,,"(69.59, 132.36)","(418.27, 321.77)",,"(281.90, 446.64)",,,"(249.50, 68.71)",,,,,,,,
487,,,,"(415.89, 291.57)",,,,,,,,"(505.78, 450.93)",,,"(489.47, 252.97)",,,,,,,"(172.31, 20.25)","(260.07, 43.96)",,,"(175.25, 132.24)",,,,"(408.71, 450.28)","(176.10, 447.93)",,"(296.91, 314.88)",,,"(69.92, 130.46)",,,"(281.95, 446.66)",,,"(250.01, 66.38)",,,,,,,,
488,,,,"(416.37, 290.34)",,,,,,,,"(503.09, 450.64)",,,"(489.26, 250.98)",,,,,,,"(171.90, 18.06)","(259.15, 43.60)",,,"(176.17, 130.17)",,,,"(408.70, 450.14)","(176.55, 446.97)",,"(297.44, 312.99)",,,"(70.21, 128.36)",,,"(282.03, 446.76)",,,"(250.37, 64.09)",,,,,,,,
489,,,,"(417.60, 289.91)",,,,,,,,"(502.44, 452.08)",,,"(488.70, 249.29)",,,,,,,,"(258.40, 42.98)",,,"(177.09, 128.43)",,,,"(408.72, 450.13)","(177.17, 446.46)",,"(297.46, 311.12)",,,"(70.33, 124.64)",,,"(281.99, 446.68)",,,"(251.06, 62.07)",,,,,,,,
490,,,,"(419.49, 289.76)",,,,,,,,"(500.78, 451.71)",,,"(488.80, 247.39)",,,,,,,,"(257.84, 42.48)",,,"(177.71, 126.90)",,,,"(408.73, 450.15)","(177.59, 444.68)",,"(297.98, 309.34)",,,"(70.42, 124.64)",,,"(281.95, 446.52)","(506.54, 449.52)",,"(251.76, 59.84)",,,,,,,,
491,,,,"(420.79, 289.76)",,,,,,,,"(497.84, 452.11)",,,"(488.80, 245.17)",,,,,,,,"(257.45, 42.42)",,,"(178.18, 124.96)",,,,"(408.73, 450.13)","(177.57, 444.61)",,"(298.37, 307.34)",,,"(70.44, 123.40)",,,"(281.95, 446.58)","(506.71, 449.86)",,"(252.39, 57.42)","(374.24, 316.53)",,,,,,,
492,,,,"(421.80, 289.48)",,,,,,,,"(495.67, 452.01)",,,"(488.78, 243.31)",,,,,,,,"(256.70, 42.90)",,,"(178.41, 123.70)",,,,"(408.73, 450.09)","(177.58, 443.49)",,"(298.40, 304.97)",,,,,,"(281.93, 446.59)","(506.67, 449.81)",,"(252.85, 55.14)","(374.26, 316.57)",,,,,,,
493,,,,"(422.97, 289.03)",,,,,,,,"(495.35, 451.91)",,,"(488.93, 241.55)",,,,,,,"(171.37, 11.50)","(255.93, 42.77)",,,"(178.30, 123.09)",,,,"(408.77, 450.10)","(177.27, 442.49)",,"(298.91, 303.25)",,,,,,"(281.96, 446.55)","(506.61, 449.73)",,"(253.76, 53.42)","(374.30, 316.55)",,,,,,,
494,,,,"(423.54, 288.32)",,,,,,,,"(494.73, 451.69)",,,"(489.00, 239.82)",,,,,,,"(170.41, 9.44)","(255.09, 42.66)",,,,,,,"(408.80, 450.09)","(176.57, 441.27)",,"(298.88, 301.10)",,,,,,"(281.92, 446.56)","(506.49, 449.76)",,"(255.09, 51.33)","(374.72, 316.39)",,,,,,,
495,,,,"(424.05, 287.84)",,,,,,,,"(494.79, 451.63)",,,"(489.21, 238.58)",,,,,,,,"(254.55, 42.13)",,,,,,,"(408.77, 450.05)","(176.18, 440.45)",,"(298.99, 299.42)",,,,,,"(281.97, 446.52)","(506.48, 449.75)",,"(255.96, 49.95)","(375.51, 315.15)",,,,,,,
496,,,,"(424.14, 285.91)",,,,,,,,"(495.31, 451.59)",,,"(489.51, 237.11)",,,,,,,,"(253.55, 41.74)",,,,,,,"(408.75, 450.11)","(176.01, 439.59)",,"(299.36, 297.14)",,,,,,"(281.99, 446.48)","(506.66, 449.97)",,"(256.80, 48.73)","(376.55, 312.43)",,,,,,,
497,,,,"(424.64, 284.54)",,,,,,,,"(495.91, 451.64)",,,"(490.05, 235.13)",,,,,,,,"(252.81, 41.51)",,,,,,,"(408.73, 450.12)","(175.54, 439.05)",,"(299.37, 295.01)",,,,,,"(281.99, 446.47)","(506.51, 450.09)",,"(257.75, 46.77)","(377.90, 309.82)",,,,,,,
498,,,,"(424.63, 282.02)",,,,,,,,"(496.92, 451.64)",,,"(490.37, 233.88)",,,,,,,"(169.53, 7.73)","(251.97, 41.15)",,,,,,,"(408.71, 450.12)","(174.65, 438.39)",,"(299.64, 293.14)",,,,,,"(282.01, 446.46)","(506.53, 450.09)",,"(259.30, 45.25)","(378.63, 306.66)",,,,,,,
499,,,,"(424.67, 280.10)",,,,,,,,"(498.11, 451.66)",,,"(490.73, 232.27)",,,,,,,"(169.53, 7.70)","(251.43, 40.95)",,,,,,,"(408.74, 450.13)","(174.48, 437.84)",,"(299.68, 291.19)",,,,,,"(282.09, 446.48)","(506.68, 450.09)",,"(260.77, 43.69)","(379.47, 303.53)",,,,,,,
500,,,,"(424.63, 278.12)",,,,,,,,"(500.57, 452.20)",,,"(491.08, 230.48)",,,,,,,"(169.57, 7.72)","(250.96, 40.81)",,,,,,,"(408.76, 450.14)","(173.49, 437.11)",,"(299.88, 288.63)",,,,,,"(282.07, 446.53)","(506.64, 449.97)",,"(261.64, 43.58)","(380.32, 300.99)",,,,,,,
501,,,,"(424.67, 275.64)",,,,,,,,"(502.05, 452.10)",,,"(491.56, 228.77)",,,,,,,"(169.56, 7.74)","(250.55, 41.11)",,,,,,,"(408.77, 450.13)","(173.00, 436.62)",,"(300.07, 286.64)",,,,,,"(282.05, 446.51)","(506.88, 449.90)",,"(262.16, 43.84)","(381.48, 298.21)",,,,,,,
502,,,,"(424.82, 273.25)",,,,,,,,"(502.91, 451.64)",,,"(492.23, 226.88)",,,,,,,"(169.58, 7.64)","(249.83, 40.95)",,,,,,,"(408.72, 450.11)","(172.12, 435.32)",,"(300.18, 284.70)",,,,,,"(282.10, 446.57)","(507.65, 450.84)",,"(263.54, 44.37)","(382.65, 295.74)",,,,,,,
503,,,,"(424.56, 271.01)",,,,,,,,,,,"(492.51, 225.11)",,,,,,,"(169.61, 7.62)","(249.32, 41.42)",,,,,,,"(408.74, 450.11)","(171.62, 435.01)",,"(300.83, 282.70)",,,,,,"(282.15, 446.60)","(507.28, 450.84)",,"(264.73, 44.80)","(383.63, 293.28)",,,,,,,
504,,,,"(424.41, 268.14)",,,,,,,,,,,"(493.38, 223.15)",,,,,,,"(169.34, 7.28)","(249.03, 41.61)",,,,,,,"(408.75, 450.11)","(170.68, 434.17)",,"(301.23, 281.37)",,,,,,"(282.09, 446.50)","(506.42, 450.46)",,"(265.56, 45.03)","(384.48, 291.52)",,,,,,,
505,,,,"(424.03, 265.53)",,,,,,,,,,,"(493.82, 221.05)",,,,,,,"(169.01, 7.46)","(248.88, 41.50)",,,,,,,"(408.73, 450.14)","(169.70, 433.33)",,"(301.45, 279.54)",,,,,,"(282.13, 446.49)","(507.38, 450.39)",,"(266.99, 45.29)","(385.54, 289.75)",,,,,,,
506,,,,"(423.75, 262.93)",,,,,,,,,,,"(494.18, 219.07)",,,,,,,"(168.27, 7.31)","(248.21, 40.92)",,,,,,,"(408.72, 450.13)","(169.06, 432.46)",,"(301.66, 277.93)",,,,,,"(282.14, 446.53)","(510.51, 451.29)",,"(267.77, 45.32)","(386.62, 287.15)",,,,,,,
507,,,,"(423.36, 260.42)",,,,,,,,,,,"(494.80, 216.54)",,,,,,,,"(247.88, 40.34)",,,,,,,"(408.73, 450.11)","(168.29, 431.36)",,"(302.24, 277.17)",,,,,,"(282.02, 446.63)","(510.50, 451.14)",,"(269.18, 45.23)","(388.03, 283.77)",,,,,,,
508,,,,"(422.98, 258.30)",,,,,,,,"(505.63, 449.24)",,,"(495.01, 214.62)",,,,,,,,"(247.56, 40.26)",,,,,,,"(408.70, 450.15)","(167.50, 429.77)",,"(302.42, 275.35)",,,,,,"(281.89, 446.50)","(510.89, 451.19)",,"(270.56, 45.21)","(389.75, 280.88)",,,,,,,
509,,,,"(421.94, 256.73)",,,,,,,,"(505.75, 449.28)",,,"(495.24, 213.00)",,,,,,,,"(247.48, 40.61)",,,,,,,"(408.73, 450.14)","(166.55, 428.51)",,"(302.59, 273.42)",,,,,,"(281.90, 446.50)","(511.23, 451.17)",,"(271.30, 45.36)","(392.41, 279.25)",,,,,,,
510,,,,"(420.95, 255.94)",,,,,,,,"(505.75, 449.22)",,,"(495.66, 210.51)",,,,,,,,"(247.44, 40.86)",,,,,,,"(408.73, 450.13)","(165.73, 426.82)",,"(303.08, 271.70)",,,,,,"(281.85, 446.59)","(511.16, 450.99)",,"(271.76, 45.28)","(395.67, 278.00)",,,,,,,
511,,,,"(419.60, 255.21)",,,,,,,,"(505.75, 449.18)",,,"(495.79, 208.36)",,,,,,,,"(247.29, 41.39)",,,,,,,"(408.75, 450.11)","(164.79, 425.22)",,"(303.33, 269.93)",,,,,,"(281.97, 446.43)","(511.12, 450.99)",,"(272.40, 45.51)","(398.27, 276.27)",,,,,,,
512,,,,"(417.75, 254.28)",,,,,,,,"(505.66, 449.18)",,,"(496.01, 206.26)",,,,,,,,"(247.03, 41.55)",,,,,,,"(408.77, 450.12)","(163.91, 423.88)",,"(304.18, 268.29)",,,,,,"(282.00, 446.36)","(511.18, 451.02)",,"(273.07, 45.69)","(401.56, 274.55)",,,,,,,
513,,,,"(416.62, 252.75)",,,,,,,,"(505.65, 449.23)",,,"(496.01, 203.86)",,,,,,,,"(246.53, 42.08)",,,,,,,"(408.73, 450.12)","(163.46, 422.78)",,"(304.71, 266.26)",,,,,,"(281.95, 446.45)","(511.21, 451.18)",,"(274.23, 45.66)","(403.86, 272.47)",,,,,,,
514,,,,"(415.48, 251.49)",,,,,,,,"(505.86, 449.27)",,,"(496.29, 201.86)",,,,,,,,"(246.44, 42.42)",,,,,,,"(408.69, 450.13)","(161.99, 421.09)",,"(305.23, 264.61)",,,,,,"(281.93, 446.45)","(511.29, 451.31)",,"(274.76, 45.63)","(404.92, 270.73)",,,,,,,
515,,,,"(415.21, 249.55)",,,,,,,,"(505.78, 449.34)",,,"(496.39, 199.23)",,,,,,,,"(246.65, 42.69)",,,"(183.48, 88.56)",,,,"(408.68, 450.15)","(160.98, 419.56)",,"(305.48, 263.29)",,,,,,"(281.97, 446.37)","(511.33, 451.32)",,"(274.95, 45.33)","(405.29, 268.16)",,,,,,,
516,,,,"(414.99, 247.70)",,,,,,,,"(505.47, 449.42)",,,"(496.27, 196.98)",,,,,,,,"(246.76, 43.44)",,,"(183.48, 87.74)",,,,"(408.69, 450.23)","(160.65, 418.30)",,"(306.00, 260.90)",,,,,,"(281.94, 446.43)","(511.21, 451.26)",,"(274.50, 45.44)","(405.32, 265.69)",,,,,,,
517,,,,"(415.04, 245.58)",,,,,,,,"(505.67, 449.32)",,,"(496.27, 195.03)",,,,,,,,"(246.82, 43.74)",,,"(183.83, 86.10)",,,,"(408.66, 450.22)","(160.69, 418.14)",,"(306.70, 259.61)",,,,,,"(282.00, 446.58)","(511.23, 451.32)",,"(273.78, 45.37)","(405.44, 263.39)",,,,,,,
518,,,,"(414.93, 242.80)",,,,,,,,"(505.73, 449.40)",,,"(495.86, 193.01)",,,,,,,,"(246.99, 44.51)",,,"(183.55, 83.71)",,,,"(408.69, 450.19)","(160.77, 418.09)",,"(306.95, 258.48)",,,,,,"(281.94, 446.66)","(511.34, 451.39)",,"(273.77, 44.93)","(406.00, 261.20)",,,,,,,
519,,,,"(414.96, 239.70)",,,,,,,,"(505.76, 449.43)",,,"(495.71, 190.89)",,,,,,,,"(247.08, 45.07)",,,"(183.39, 81.83)",,,,"(408.73, 450.20)","(160.64, 417.46)",,"(307.60, 256.53)",,,,,,"(281.95, 446.65)","(511.35, 451.35)",,"(273.74, 44.42)","(405.91, 257.55)",,,,,,,
520,,,,"(414.84, 237.26)",,,,,,,,"(505.73, 449.45)",,,"(494.85, 188.47)",,,,,,,,"(247.11, 45.80)",,,"(183.34, 79.39)",,,,"(408.71, 450.19)","(160.06, 416.57)",,"(307.67, 255.07)",,,,,"(146.08, 451.63)","(281.91, 446.59)","(511.25, 451.33)",,"(273.71, 44.92)","(406.82, 254.10)",,,,,,,
521,,,,"(414.84, 234.92)",,,,,,,,"(505.78, 449.48)",,,"(494.46, 187.07)",,,,,,,,"(247.26, 46.55)",,,"(183.46, 77.83)",,,,"(408.71, 450.21)","(158.94, 416.30)",,"(307.89, 253.26)",,,,,"(146.04, 451.63)","(281.88, 446.59)","(511.39, 451.41)",,"(273.77, 45.03)","(407.32, 250.44)",,,,,,,
522,,,,"(414.80, 232.32)",,,,,,,,"(505.80, 449.47)",,,"(494.27, 184.80)",,,,,,,,"(247.63, 47.54)",,,"(183.50, 75.66)",,,,"(408.71, 450.20)","(157.46, 415.45)",,"(308.44, 251.18)",,,,,"(145.97, 451.60)","(281.85, 446.57)","(511.55, 451.30)",,"(273.86, 44.27)","(408.54, 246.87)",,,,,,,
523,,,,"(414.56, 229.62)",,,,,,,,"(505.90, 449.55)",,,"(493.52, 183.13)",,,,,,,,"(247.75, 48.62)",,,"(183.66, 73.90)",,,,"(408.71, 450.21)","(155.95, 414.67)",,"(308.44, 249.47)",,,,,"(145.98, 451.64)","(281.92, 446.62)","(511.85, 451.06)",,"(274.00, 43.80)","(409.22, 244.14)",,,,,,,
524,,,,"(414.12, 228.05)",,,,,,,,"(506.07, 449.58)",,,"(493.13, 181.13)",,,,,,,,"(247.99, 49.83)",,,"(183.77, 72.05)",,,,"(408.68, 450.18)","(154.49, 413.96)",,"(308.41, 247.46)",,,,,"(145.90, 451.63)","(281.93, 446.60)","(512.54, 450.93)",,"(273.94, 43.56)","(410.68, 241.23)",,,,,,,
525,,,,"(413.55, 227.51)",,,,,,,,"(506.14, 449.52)",,,"(493.02, 178.83)",,,,,,,,"(248.16, 50.69)",,,"(183.44, 69.74)",,,,"(408.70, 450.14)","(153.13, 413.32)",,"(308.53, 245.90)",,,,,"(145.94, 451.66)","(281.93, 446.60)","(513.72, 450.62)",,"(273.91, 42.59)","(412.48, 238.34)",,,,,,,
526,,,,"(413.26, 227.14)",,,,,,,,"(506.03, 449.72)",,,"(492.89, 177.01)",,,,,,,,"(248.94, 51.32)",,,"(183.52, 67.78)",,,,"(408.70, 450.17)","(152.46, 411.84)",,"(308.59, 244.14)",,,,,"(146.07, 451.77)","(281.92, 446.61)","(515.36, 450.51)",,"(274.05, 41.90)","(414.25, 235.92)",,,,,,,
