frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id22,id24,id26,id31,id34,id37,id38,id39,id45,id48,id49,id50,id51,id52,id53,id54,id55,id57,id59,id60,id61,id62,id65,id68,id69,id71,id72,id73,id74,id75
379,,,,"(369.44, 332.46)",,,,,,,,"(509.97, 445.52)",,,"(526.86, 398.66)",,,,,,,"(180.65, 177.08)","(288.29, 126.61)",,,"(188.27, 260.37)",,,,"(409.31, 450.15)","(188.41, 450.35)","(291.48, 184.04)","(308.91, 424.93)",,"(401.60, 452.38)","(37.77, 187.12)",,,"(282.60, 448.34)","(528.00, 450.11)",,,,,,,,,,
380,,,,"(369.67, 330.08)",,,,,,,,"(510.03, 445.50)",,,"(526.44, 396.62)",,,,,,,"(181.25, 175.21)","(288.57, 125.89)",,,"(188.31, 260.40)",,,,"(409.29, 450.14)","(187.02, 450.11)","(291.48, 184.06)","(308.95, 424.91)",,"(401.59, 452.36)","(38.11, 186.26)",,,"(282.77, 448.17)","(528.00, 450.07)",,,,,,,,,,
381,,,,"(370.60, 327.60)",,,,,,,,"(510.33, 445.94)",,,"(525.81, 394.90)",,,,,,,"(181.36, 173.55)","(288.74, 125.09)",,,"(188.50, 260.71)",,,,"(409.34, 450.16)","(185.53, 450.17)","(291.52, 184.18)","(308.96, 424.88)",,"(401.59, 452.35)","(38.34, 185.86)",,,"(282.72, 448.15)","(528.00, 450.08)",,,,,,,,,,
382,,,,"(370.77, 325.95)",,,,,,,,"(510.62, 446.28)",,,"(525.29, 392.83)",,,,,,,"(181.38, 171.52)","(288.80, 124.11)",,,"(188.63, 261.03)",,,,"(409.33, 450.17)","(185.11, 450.16)","(291.49, 184.20)","(308.96, 424.86)",,"(401.57, 452.42)","(38.39, 185.76)",,,"(282.87, 448.11)","(528.00, 450.03)",,,,,,,,,,
383,,,,"(371.87, 324.43)",,,,,,,,"(509.62, 448.00)",,,"(524.26, 390.92)",,,,,,,"(181.92, 170.04)","(288.88, 123.81)",,,"(188.66, 261.15)",,,,"(409.33, 450.20)","(185.11, 450.18)","(291.48, 184.19)","(308.96, 424.90)",,"(401.56, 452.42)","(38.41, 185.72)",,,"(282.61, 447.88)","(528.03, 450.06)",,,,,,,,,,
384,,,,"(372.80, 323.95)",,,,,,,,"(508.74, 449.86)",,,"(524.07, 389.42)",,,,,,,"(182.06, 168.37)","(289.12, 123.01)",,,"(188.63, 260.77)",,,,"(409.32, 450.22)","(185.12, 450.17)","(291.51, 184.14)","(308.97, 424.93)",,"(401.65, 452.43)","(38.43, 185.70)",,,"(282.65, 447.88)","(528.16, 450.03)",,,,,,,,,,
385,,,,"(373.98, 323.26)",,,,,,,,"(508.59, 449.82)",,,"(523.00, 387.18)",,,,,,,"(182.43, 166.35)","(289.33, 122.88)",,,"(188.60, 260.40)",,,,"(409.34, 450.21)","(185.10, 450.18)","(291.49, 184.13)","(308.95, 424.93)",,"(401.64, 452.41)","(38.40, 185.72)",,,"(282.63, 447.88)","(527.96, 450.05)",,,,,,,,,,
386,,,,"(375.15, 322.58)",,,,,,,,"(508.74, 450.11)",,,"(522.08, 385.58)",,,,,,,"(182.97, 165.19)",,,,"(188.61, 260.73)",,,,"(409.30, 450.21)","(185.10, 450.14)","(291.50, 184.03)","(308.99, 424.94)",,"(401.69, 452.41)","(38.35, 185.71)",,,"(282.63, 447.90)","(528.13, 450.07)",,,,,,,,,,
387,,,,"(376.81, 321.50)",,,,,,,,"(508.49, 450.41)",,,"(522.01, 384.26)",,,,,,,"(183.77, 163.67)",,,,"(188.60, 260.94)",,,,"(409.33, 450.23)","(185.11, 450.14)","(291.50, 184.03)","(309.01, 424.93)",,"(401.82, 452.39)","(38.35, 185.72)",,,"(282.62, 447.90)","(528.22, 450.03)",,,,,,,,,,
388,,,,"(378.25, 320.97)",,,,,,,,"(508.15, 450.66)",,,"(521.79, 382.89)",,,,,,,"(184.68, 162.68)",,,,"(188.59, 260.64)",,,,"(409.32, 450.25)","(185.03, 450.05)","(291.49, 184.01)","(308.99, 424.92)",,"(401.90, 452.37)","(38.34, 185.72)",,,"(282.61, 447.91)","(528.23, 450.01)",,,,,,,,,,
389,,,,"(379.31, 320.15)",,,,,,,,"(507.73, 450.60)",,,"(521.92, 381.89)",,,,,,,"(185.50, 161.22)",,,,"(188.70, 260.65)",,,,"(409.30, 450.29)","(184.66, 449.90)","(291.61, 184.26)","(308.94, 424.95)",,"(401.90, 452.38)","(38.34, 185.73)",,,"(282.60, 447.91)","(528.30, 449.95)",,,,,,,,,,
390,,,,"(381.19, 319.42)",,,,,,,,"(507.32, 450.51)",,,"(522.18, 380.51)",,,,,,,"(186.58, 159.41)",,,,"(188.66, 260.67)",,,,"(409.27, 450.26)","(184.71, 449.88)","(291.73, 183.99)","(308.82, 424.94)",,"(402.01, 452.38)","(38.31, 185.72)",,,"(282.58, 447.87)","(528.25, 449.85)",,,,,,,,,,
391,,,,"(382.96, 319.29)",,,,,,,,"(506.92, 450.43)",,,"(522.09, 379.38)",,,,,,,"(186.95, 158.40)",,,,"(188.64, 261.11)",,,,"(409.34, 450.22)","(184.65, 449.90)","(292.10, 183.30)","(308.87, 424.98)",,"(402.06, 452.37)","(38.35, 185.60)",,,"(282.41, 447.73)","(528.23, 449.83)",,,,,,,,,,
392,,,,"(384.80, 319.36)",,,,,,,,"(506.91, 450.38)",,,"(521.94, 378.78)",,,,,,,"(187.54, 156.65)",,,,"(188.61, 260.72)",,,,"(409.32, 450.23)","(184.63, 449.87)","(292.06, 182.41)","(308.89, 424.91)",,"(402.02, 452.40)","(38.33, 185.47)",,,"(282.48, 447.49)","(528.31, 449.99)",,,,,,,,,,
393,,,,"(386.79, 320.12)",,,,,,,,"(506.66, 450.28)",,,"(521.49, 378.40)",,,,,,,"(188.04, 155.42)",,,,"(188.60, 260.74)",,,,"(409.24, 450.23)","(184.48, 449.82)","(292.04, 181.43)","(309.12, 425.05)",,"(402.23, 452.26)","(38.58, 185.30)",,,"(282.48, 447.48)","(528.30, 449.99)",,,,,,,,,,
394,,,,"(389.37, 320.77)",,,,,,,,"(506.44, 450.13)",,,"(520.39, 377.81)",,,,,,,"(188.54, 153.97)",,,,"(188.61, 260.72)",,,,"(409.17, 450.24)","(184.36, 449.76)","(291.99, 180.10)","(309.38, 425.32)",,"(402.34, 452.29)","(39.08, 185.04)",,,"(282.48, 447.50)","(528.30, 449.92)",,,,,,,,,,
395,,,,"(391.05, 321.27)",,,,,,,,"(506.32, 450.11)",,,"(519.42, 376.98)",,,,,,,"(188.91, 152.24)",,,,"(188.63, 260.87)",,,,"(408.98, 450.20)","(184.47, 449.74)","(291.67, 178.78)","(309.39, 425.13)",,"(402.48, 452.21)","(40.07, 185.04)",,,"(282.46, 447.48)","(528.24, 449.83)",,,,,,,,,,
396,,,,"(392.90, 320.64)",,,,,,,,"(506.25, 450.19)",,,"(519.12, 376.50)",,,,,,,"(189.25, 150.12)",,,,"(188.82, 261.14)",,,,"(409.06, 450.19)","(184.85, 449.19)","(291.37, 176.93)","(309.51, 424.29)",,"(402.52, 452.24)","(42.93, 187.15)",,,"(282.37, 447.42)","(528.07, 449.69)",,,,,,,,,,
397,,,,"(394.10, 319.73)",,,,,,,,"(506.16, 450.22)",,,"(518.70, 375.83)",,,,,,,"(189.40, 148.66)",,,,"(188.92, 261.16)",,,,"(409.08, 450.20)","(185.09, 449.03)","(290.91, 174.88)","(309.70, 423.28)",,"(402.48, 452.28)","(43.96, 188.10)",,,"(282.40, 447.44)","(528.26, 449.77)",,,,,,,,,,
398,,,,"(394.66, 318.04)",,,,,,,,"(506.06, 450.29)",,,"(517.66, 374.39)",,,,,,,"(189.67, 146.34)",,,,"(189.06, 261.06)",,,,"(409.08, 450.25)","(185.09, 449.02)","(289.99, 172.75)","(309.78, 422.29)",,"(402.55, 452.33)","(44.62, 187.22)",,,"(282.47, 447.45)","(528.28, 449.65)",,,,,,,,,,
399,,,,"(396.31, 316.20)",,,,,,,,"(506.10, 450.24)",,,"(517.25, 373.35)",,,,,,,"(190.04, 145.42)",,,,"(189.03, 260.72)",,,,"(409.15, 450.24)","(185.13, 448.98)","(289.61, 170.32)","(309.64, 421.69)",,"(402.71, 452.33)","(45.09, 186.20)",,,"(282.51, 447.46)","(528.17, 449.90)",,,,,,,,,,
400,,,,"(397.28, 315.52)",,,,,,,,"(506.09, 450.22)",,,"(516.52, 371.41)",,,,,,,"(190.26, 144.38)",,,,"(189.09, 260.57)",,,,"(409.09, 450.25)","(184.70, 448.60)","(288.41, 168.50)","(309.37, 420.61)",,"(402.86, 452.36)","(45.71, 185.70)",,,"(282.55, 447.42)","(528.19, 449.88)",,,,,,,,,,
401,,,,"(398.08, 313.95)",,,,,,,,"(506.10, 450.20)",,,"(516.10, 370.02)",,,,,,,"(190.68, 143.61)",,,,"(189.02, 260.62)",,,,"(408.96, 450.34)","(184.46, 448.49)","(286.77, 166.27)","(309.30, 419.07)",,"(403.18, 452.47)","(46.38, 184.93)",,,"(282.52, 447.43)","(528.08, 449.89)",,,,,,,,,,
402,,,,"(399.26, 312.34)",,,,,,,,"(506.07, 450.14)",,,"(515.71, 368.43)",,,,,,,"(191.06, 142.72)",,,,"(188.96, 260.68)",,,,"(408.94, 450.31)","(184.29, 448.48)","(285.52, 164.20)","(309.29, 417.81)",,"(403.18, 452.51)","(47.14, 184.28)",,,"(282.56, 447.44)","(528.04, 449.92)",,,,,,,,,,
403,,,,"(400.28, 310.66)",,,,,,,,"(506.04, 450.16)",,,"(515.54, 366.62)",,,,,,,"(191.56, 142.14)",,,,"(188.91, 260.67)",,,,"(408.94, 450.31)","(183.77, 448.54)","(284.44, 162.76)","(309.28, 416.91)",,"(403.15, 452.49)","(47.48, 183.58)",,,"(282.61, 447.37)","(528.04, 449.92)",,,,,,,,,,
404,,,,"(402.19, 308.72)",,,,,,,,"(506.09, 450.17)",,,"(515.37, 364.93)",,,,,,,"(191.98, 141.62)",,,,"(188.84, 260.68)",,,,"(408.79, 450.34)","(183.02, 448.71)","(283.39, 160.63)","(308.97, 416.08)",,"(403.20, 452.57)","(48.27, 182.64)",,,"(282.62, 447.36)","(528.03, 449.92)",,,,,,,,,,
405,,,,"(403.22, 306.94)",,,,,,,,"(506.02, 450.16)",,,"(515.21, 363.19)",,,,,,,"(192.13, 141.18)",,,,"(188.88, 260.69)",,,,"(408.79, 450.39)","(182.52, 448.66)","(282.34, 158.31)","(308.88, 414.97)",,"(403.22, 452.58)","(48.77, 182.05)",,,"(282.60, 447.36)","(528.17, 449.89)",,,,,,,,,,
406,,,,"(404.88, 305.07)",,,,,,,,"(506.12, 450.20)",,,"(515.26, 360.91)",,,,,,,"(192.24, 140.80)",,,,"(188.85, 260.66)",,,,"(408.77, 450.40)","(181.54, 448.55)","(280.83, 155.33)","(308.75, 414.49)",,"(403.20, 452.63)","(49.13, 181.47)",,,"(282.58, 447.37)","(528.26, 449.84)",,,,,,,,,,
407,,,,"(405.57, 304.52)",,,,,,,,"(506.15, 450.19)",,,"(514.92, 359.10)",,,,,,,"(192.16, 140.45)",,,,"(188.87, 260.67)",,,,"(408.82, 450.36)","(180.78, 448.54)","(279.35, 153.08)","(308.51, 414.37)",,"(403.13, 452.59)","(49.14, 181.49)",,,"(282.58, 447.35)","(528.35, 449.87)",,,,,,,,,,
408,,,,"(406.07, 303.90)",,,,,,,,"(506.22, 450.20)",,,"(514.68, 357.53)",,,,,,,"(192.13, 139.97)",,,,"(188.72, 260.57)",,,,"(408.88, 450.38)","(179.15, 448.47)","(277.43, 150.72)","(308.58, 414.12)",,"(403.08, 452.54)","(49.45, 181.43)",,,"(282.42, 447.38)","(528.29, 449.78)",,,,,,,,,,
409,,,,"(406.16, 303.33)",,,,,,,,"(506.23, 450.20)",,,"(514.67, 355.84)",,,,,,,"(192.01, 139.79)",,,,"(188.80, 260.52)",,,,"(408.88, 450.37)","(177.83, 448.29)","(276.12, 149.20)","(308.60, 414.10)",,"(403.05, 452.47)","(49.85, 181.25)",,,"(282.44, 447.35)","(528.24, 449.94)",,,,,,,,,,
410,,,,"(406.17, 303.33)",,,,,,,,"(506.22, 450.21)",,,"(514.27, 354.46)",,,,,,,"(191.90, 139.33)",,,,"(188.74, 260.45)",,,,"(408.82, 450.35)","(176.68, 448.10)","(274.59, 147.99)","(308.27, 413.19)",,"(403.13, 452.39)","(49.87, 181.24)",,,"(282.44, 447.31)","(528.24, 449.94)",,,,,,,,,,
411,,,,"(406.19, 303.35)",,,,,,,,"(506.18, 450.08)",,,"(513.88, 352.79)",,,,,,,"(191.48, 138.45)",,,,"(188.82, 259.98)",,,,"(408.87, 450.35)","(174.77, 448.00)","(273.34, 145.72)","(307.68, 412.33)",,"(403.24, 452.36)","(49.85, 181.25)",,,"(282.43, 447.37)","(528.26, 449.86)",,,,,,,,,,
412,,,,"(406.41, 303.20)",,,,,,,,"(506.23, 450.10)",,,"(513.69, 351.26)",,,,,,,"(191.17, 137.73)",,,,"(188.83, 259.22)",,,,"(408.88, 450.32)","(172.85, 447.97)","(271.15, 144.13)","(307.36, 412.47)",,"(403.17, 452.28)","(49.84, 181.28)",,,"(282.45, 447.32)","(528.34, 449.83)",,,,,,,,,,
413,,,,"(406.40, 303.20)",,,,,,,,"(506.17, 450.07)",,,"(513.50, 349.70)",,,,,,,"(190.98, 137.23)",,,,"(188.46, 258.43)",,,,"(408.82, 450.32)","(171.95, 447.93)","(269.42, 142.06)","(306.80, 412.84)",,"(403.18, 452.27)","(49.76, 181.34)",,,"(282.43, 447.33)","(528.26, 449.74)",,,,,,,,,,
414,,,,"(406.77, 303.11)",,,,,,,,"(506.17, 450.28)",,,"(513.47, 347.97)",,,,,,,"(190.65, 136.50)",,,,"(188.50, 257.64)",,,,"(408.76, 450.40)","(170.84, 447.70)","(267.54, 140.59)","(306.13, 412.90)",,"(403.17, 452.31)","(49.77, 181.40)",,,"(282.48, 447.34)","(528.23, 449.67)",,,,,,,,,,
415,,,,"(407.00, 302.76)",,,,,,,,"(506.17, 450.29)",,,"(514.64, 347.37)",,,,,,,"(190.16, 135.50)",,,,"(188.28, 256.60)",,,,"(408.74, 450.34)","(169.94, 447.66)","(265.48, 139.77)","(305.45, 412.95)",,"(403.14, 452.31)","(49.79, 181.38)",,,"(282.50, 447.30)","(528.35, 449.95)",,,,,,,,,,
416,,,,"(407.40, 302.63)",,,,,,,,"(506.23, 450.30)",,,"(515.20, 346.56)",,,,,,,"(189.88, 134.87)",,,,"(188.12, 255.62)",,,,"(408.72, 450.37)","(169.09, 447.50)","(263.98, 138.82)","(304.81, 413.04)",,"(403.17, 452.33)","(49.81, 181.37)",,,"(282.50, 447.20)","(528.33, 449.87)",,,,,,,,,,
417,,,,"(407.78, 302.51)",,,,,,,,"(506.27, 450.31)",,,"(515.81, 345.06)",,,,,,,"(189.57, 133.80)",,,,"(188.31, 254.62)",,,,"(408.76, 450.34)","(167.51, 447.48)","(262.18, 138.12)","(304.53, 412.36)",,"(403.13, 452.28)","(49.95, 181.29)",,,"(282.64, 446.98)","(528.36, 449.89)",,,,,,,,,,
418,,,,"(408.37, 302.53)",,,,,,,,"(506.30, 450.29)",,,"(516.06, 343.39)",,,,,,,"(189.24, 131.88)","(289.37, 87.33)",,,"(188.05, 252.73)",,,,"(408.77, 450.31)","(166.05, 447.53)","(260.16, 137.00)","(304.57, 411.57)",,"(403.11, 452.27)","(49.93, 181.31)",,,"(282.61, 447.02)","(528.37, 449.91)",,,,,,,,,,
419,,,,"(408.69, 302.46)",,,,,,,,"(506.27, 450.25)",,,"(516.51, 341.67)",,,,,,,"(188.78, 130.21)","(289.57, 86.65)",,,"(187.71, 251.16)",,,,"(408.77, 450.29)","(165.13, 448.46)","(259.00, 135.72)","(304.10, 410.26)",,"(403.29, 452.26)","(49.94, 181.30)",,,"(282.57, 447.10)","(528.39, 449.91)",,,,,,,,,,
420,,,,"(408.80, 302.46)",,,,,,,,"(506.15, 450.10)",,,"(516.96, 340.62)",,,,,,,"(188.48, 128.79)","(289.85, 86.20)",,,"(187.70, 248.95)",,,,"(408.69, 450.31)","(164.45, 448.60)","(257.31, 135.12)","(303.81, 409.26)",,"(403.63, 452.42)","(49.95, 181.40)",,,"(282.44, 447.28)","(528.38, 450.00)",,,,,,,,,,
421,,,,"(408.81, 302.47)",,,,,,,,"(506.18, 450.07)",,,"(517.10, 338.79)",,,,,,,,"(289.41, 85.31)",,,"(187.79, 247.15)",,,,"(408.73, 450.31)","(163.41, 448.75)","(256.10, 134.01)","(303.82, 408.39)",,"(403.58, 452.44)","(49.95, 181.41)",,,"(282.51, 447.22)","(528.38, 450.00)",,,,,,,,,,
422,,,,"(409.15, 302.47)",,,,,,,,"(506.18, 450.10)",,,"(517.58, 337.36)",,,,,,,,"(289.63, 85.04)",,,"(187.64, 244.94)",,,,"(408.76, 450.34)","(162.69, 448.50)","(254.88, 133.02)","(303.56, 407.04)",,"(403.64, 452.47)","(49.94, 181.42)",,,"(282.53, 447.16)","(528.40, 450.05)",,,,,,,,,,
423,,,,"(409.09, 302.46)",,,,,,,,"(506.18, 450.07)",,,"(518.47, 335.35)",,,,,,,,"(290.02, 84.71)",,,"(187.58, 242.78)",,,,"(408.81, 450.34)","(162.37, 448.54)","(254.08, 132.21)","(303.39, 405.36)",,"(403.70, 452.43)","(49.95, 181.39)",,,"(282.60, 447.08)","(528.39, 450.07)",,,,,,,,,,
424,,,,"(409.01, 302.49)",,,,,,,,"(506.22, 450.18)",,,"(518.45, 334.24)",,,,,,,"(188.21, 122.40)","(289.97, 84.30)",,,"(187.30, 240.90)",,,,"(408.78, 450.34)","(162.12, 448.55)","(253.37, 130.76)","(302.79, 403.18)",,"(403.70, 452.43)","(49.89, 181.44)",,,"(282.56, 447.10)","(528.38, 450.08)",,,,,,,,,,
425,,,,"(408.98, 302.47)",,,,,,,,"(506.18, 450.21)",,,"(518.66, 332.89)",,,,,,,,"(289.59, 83.48)",,,"(187.12, 238.87)",,,,"(408.66, 450.51)","(162.12, 448.61)","(253.53, 129.73)","(302.72, 401.18)",,"(403.82, 452.22)","(49.90, 181.47)",,,"(282.51, 447.17)","(528.35, 450.07)",,,,,,,,,,
426,,,,"(408.97, 302.48)",,,,,,,,"(506.24, 450.31)",,,"(518.33, 332.13)",,,,,,,,,,,"(186.75, 236.85)",,,,"(408.76, 450.04)","(162.21, 448.35)","(253.96, 128.48)","(302.78, 399.21)",,,"(49.86, 181.47)",,,"(282.53, 447.07)","(528.36, 450.07)",,,,,,,,,,
427,,,,"(408.95, 302.44)",,,,,,,,"(506.25, 450.33)",,,"(517.75, 331.20)",,,,,,,,,,,"(186.12, 235.36)",,,,"(408.76, 450.15)","(162.21, 448.40)","(254.36, 127.31)","(302.49, 396.94)",,,"(49.87, 181.47)",,,"(282.55, 447.01)","(528.35, 450.07)",,,,,,,,,,
428,,,,"(409.04, 302.23)",,,,,,,,"(506.29, 450.37)",,,"(517.18, 329.58)",,,,,,,,,,,"(185.77, 233.16)",,,,"(408.73, 450.12)","(162.20, 448.39)","(253.95, 124.30)","(302.39, 394.65)",,,"(49.87, 181.46)",,,"(282.48, 447.04)","(528.35, 450.09)",,,,,,,,,,
429,,,,"(408.93, 302.24)",,,,,,,,"(506.31, 450.40)",,,"(516.28, 328.16)",,,,,,,,"(290.87, 74.53)",,,"(185.41, 231.74)",,,,"(408.74, 450.13)","(162.25, 448.34)","(254.08, 124.13)","(302.35, 392.76)",,,"(49.89, 181.44)",,,"(282.46, 447.04)","(528.37, 450.19)",,,,,,,,,,
430,,,,"(408.75, 302.26)",,,,,,,,"(506.30, 450.38)",,,"(515.42, 327.06)",,,,,,,,"(290.99, 74.06)",,,"(185.05, 230.53)",,,,"(408.73, 450.11)","(162.24, 448.34)","(254.04, 122.96)","(302.34, 390.71)",,,"(49.87, 181.48)","(428.47, 364.90)",,"(282.47, 447.02)","(528.37, 450.17)",,,,,,,,,,
431,,,,"(408.90, 302.20)",,,,,,,,"(506.29, 450.39)",,,"(514.54, 325.51)",,,,,,,,"(291.12, 73.25)",,,"(184.64, 228.76)",,,,"(408.74, 450.11)","(162.15, 447.78)","(253.86, 123.27)","(302.28, 388.84)",,,"(49.84, 181.49)","(428.44, 364.74)",,"(282.50, 447.05)","(528.39, 450.16)",,,,,,,,,,
432,,,,"(409.03, 302.11)",,,,,,,,"(506.19, 450.41)",,,"(513.47, 324.27)",,,,,,,,"(291.19, 72.02)",,,"(184.22, 226.75)",,,,"(408.73, 450.10)","(161.93, 447.01)",,"(302.05, 386.92)",,,"(49.83, 181.46)","(428.30, 364.16)",,"(282.37, 447.16)","(528.39, 450.22)",,,,,,,,,,
433,,,,"(408.94, 302.03)",,,,,,,,"(506.20, 450.43)",,,"(512.53, 323.72)",,,,,,,,"(291.14, 70.26)",,,"(183.50, 224.91)",,,,"(408.74, 450.13)","(161.68, 446.86)",,"(302.07, 385.15)",,,"(49.83, 181.46)","(428.24, 363.59)",,"(282.35, 447.13)","(528.35, 450.24)",,,,,,,,,,
434,,,,"(408.71, 302.05)",,,,,,,,"(506.22, 450.42)",,,"(511.66, 323.54)",,,,,,,,"(291.21, 69.13)",,,"(183.24, 223.23)",,,,"(408.73, 450.14)","(160.67, 447.98)",,"(301.39, 383.21)",,,"(49.81, 181.46)","(428.25, 363.53)",,"(282.34, 447.05)","(528.30, 450.22)",,,,,,,,,,
435,,,,"(408.67, 302.05)",,,,,,,,"(506.17, 450.46)",,,"(510.15, 323.83)",,,,,,,,"(291.19, 67.81)",,,"(182.84, 221.47)",,,,"(408.71, 450.14)","(158.66, 449.33)",,"(300.98, 381.30)",,,"(49.82, 181.43)","(428.05, 363.19)",,"(282.25, 447.22)","(528.25, 450.20)",,,,,,,,,,
436,,,,"(408.69, 302.09)",,,,,,,,"(506.18, 450.45)",,,"(508.48, 324.21)",,,,,,,,"(291.06, 66.58)",,,"(182.49, 219.83)",,,,"(408.71, 450.12)","(159.31, 449.10)",,"(300.47, 379.44)",,,"(49.83, 181.43)","(428.35, 362.04)",,"(282.27, 447.25)","(528.24, 450.19)",,,,,,,,,,
437,,,,"(408.66, 302.07)",,,,,,,,"(506.16, 450.42)",,,"(506.56, 324.75)",,,,,,,,"(291.10, 64.69)",,,"(182.09, 217.91)",,,,"(408.73, 450.11)","(156.59, 449.67)",,"(300.23, 377.70)",,,"(49.81, 181.44)","(428.56, 360.86)",,"(282.27, 447.05)","(528.23, 450.18)",,,,,,,,,,
438,,,,"(408.54, 301.94)",,,,,,,,"(506.20, 450.43)",,,"(504.91, 325.09)",,,,,,,,"(291.12, 63.79)",,,"(182.30, 215.59)",,,,"(408.74, 450.08)","(155.71, 450.34)",,"(300.18, 375.97)",,,"(49.79, 181.46)","(428.56, 360.43)",,"(282.44, 446.98)","(528.21, 450.17)",,,,,,,,,,
439,,,,"(408.63, 301.97)",,,,,,,,"(506.21, 450.44)",,,"(503.22, 325.46)",,,,,,,,"(291.03, 62.40)",,,"(182.34, 213.80)",,,,"(408.73, 450.11)","(155.11, 450.21)",,"(299.26, 373.96)",,,"(49.79, 181.48)","(428.23, 359.82)",,"(282.44, 447.00)","(528.21, 450.17)",,,,,,,,,,
440,,,,"(408.57, 302.06)",,,,,,,,"(506.23, 450.45)",,,"(502.00, 325.60)",,,,,,,,"(290.82, 60.46)",,,"(182.54, 212.24)",,,,"(408.74, 450.12)","(154.52, 450.39)",,"(299.17, 372.03)",,,"(49.81, 181.49)","(427.86, 359.82)",,"(282.21, 446.88)","(528.24, 450.20)",,,,,,,,,,
441,,,,"(408.63, 302.07)",,,,,,,,"(506.26, 450.50)",,,"(501.04, 325.88)",,,,,,,"(190.07, 87.95)","(290.77, 59.43)",,,"(182.64, 210.61)",,,,"(408.74, 450.12)","(154.33, 450.20)",,"(298.40, 369.80)",,,"(49.81, 181.47)","(427.74, 359.76)",,"(282.18, 447.15)","(528.25, 450.20)",,,,,,,,,,
442,,,,"(408.72, 301.96)",,,,,,,,"(506.31, 450.52)",,,"(499.91, 325.98)",,,,,,,"(190.16, 86.21)","(290.91, 58.32)",,,"(182.33, 208.64)",,,,"(408.74, 450.12)","(154.61, 449.22)",,"(298.14, 368.43)",,,"(49.80, 181.46)","(427.63, 359.80)",,"(282.24, 447.13)","(528.25, 450.20)",,,,,,,,,,
443,,,,"(408.85, 302.01)",,,,,,,,"(506.29, 450.61)",,,"(498.89, 326.33)",,,,,,,"(189.44, 83.87)","(290.52, 56.77)",,,"(182.28, 207.26)",,,,"(408.74, 450.12)","(155.55, 448.50)",,"(297.74, 366.83)",,,"(49.81, 181.47)","(427.43, 359.43)",,"(282.38, 446.78)","(528.22, 450.18)",,,,,,,,,,
444,,,,"(408.79, 302.14)",,,,,,,,"(506.37, 450.47)",,,"(497.87, 326.40)",,,,,,,"(189.36, 81.49)","(290.46, 54.91)",,,"(182.21, 206.11)",,,,"(408.81, 450.12)","(156.24, 448.67)",,"(296.85, 365.42)",,,"(49.81, 181.46)","(427.35, 359.24)",,"(282.44, 446.73)","(528.07, 450.09)",,,,,,,,,,
445,,,,"(408.88, 301.92)",,,,,,,,"(506.35, 450.46)",,,"(497.11, 326.28)",,,,,,,"(189.05, 79.70)","(290.50, 53.72)",,,"(181.29, 204.61)",,,,"(408.83, 450.15)","(156.59, 448.83)",,"(296.63, 364.16)",,,"(49.84, 181.45)","(427.20, 358.33)",,"(282.37, 446.71)","(528.08, 450.11)",,,,,,,,,,
446,,,,"(409.02, 301.97)",,,,,,,,"(506.38, 450.47)",,,"(496.72, 325.91)",,,,,,,"(188.70, 77.42)","(290.12, 52.08)",,,"(180.46, 202.55)",,,,"(408.84, 450.16)","(157.03, 449.79)",,"(295.75, 362.39)",,,"(49.85, 181.46)","(427.18, 356.63)",,"(282.17, 447.07)","(528.05, 450.07)",,,,,,,,,,
447,,,,"(408.72, 302.38)",,,,,,,,"(506.40, 450.47)",,,"(496.25, 325.10)",,,,,,,"(188.62, 75.35)","(289.44, 51.19)",,,"(179.53, 201.17)",,,,"(408.83, 450.18)","(157.31, 449.84)",,"(295.50, 360.81)",,,"(50.08, 180.92)","(426.97, 354.61)",,"(282.18, 447.06)","(528.14, 450.10)",,,,,,,,,,
448,,,,"(408.80, 302.37)",,,,,,,,"(506.37, 450.41)",,,"(495.93, 324.20)",,,,,,,"(187.79, 73.17)","(289.59, 49.66)",,,"(178.65, 199.69)",,,,"(408.82, 450.13)","(158.70, 450.12)",,"(295.14, 359.66)",,,"(50.34, 180.36)","(427.10, 352.16)",,"(282.19, 447.07)","(528.12, 450.02)",,,,,,,,,,
449,,,,"(408.81, 302.37)",,,,,,,,"(506.37, 450.37)",,,"(495.67, 323.19)",,,,,,,"(187.95, 70.61)","(289.34, 48.89)",,,"(177.83, 198.01)",,,,"(408.81, 450.13)","(159.38, 449.89)",,"(294.78, 359.22)",,,"(50.91, 179.73)","(427.01, 350.25)",,"(282.14, 446.74)","(528.19, 449.96)",,,,,,,,,,
450,,,,"(408.86, 302.12)",,,,,,,,"(506.35, 450.37)",,,"(495.34, 321.52)",,,,,,,"(187.70, 68.62)","(288.68, 47.51)",,,"(176.77, 196.35)",,,,"(408.83, 450.07)","(159.94, 450.00)",,"(294.14, 358.76)",,,"(51.71, 179.10)","(426.85, 347.42)",,"(282.10, 446.68)","(528.16, 449.94)",,,,,,,,,,
451,,,,"(408.87, 302.11)",,,,,,,,"(506.36, 450.36)",,,"(495.16, 320.05)",,,,,,,"(187.21, 66.38)","(288.35, 46.25)",,,"(175.84, 194.20)",,,,"(408.83, 450.11)","(161.74, 449.43)",,"(292.86, 358.62)",,,"(52.22, 178.20)","(426.12, 343.80)",,"(282.05, 446.92)","(528.31, 449.96)",,,,,,,,,,
