frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id88,id95,id98,id105,id110,id113,id115,id118,id120,id121,id125,id129,id133,id134,id135,id137,id148,id151,id153,id155,id162,id165,id166,id169,id170,id173,id177,id190,id197,id200,id206,id208,id209,id212,id216,id218,id221,id234,id246,id248,id249,id252,id254,id255,id260,id262,id273,id275,id276,id279,id281,id285,id288,id289,id292,id294,id301,id311,id312,id313
93,,,,"(403.67, 51.05)",,,"(428.19, 70.18)",,,,,"(205.43, 95.24)",,"(182.48, 75.00)",,,"(457.03, 360.25)",,,,,,,,"(201.29, 131.76)","(688.64, 81.67)",,,,,,,,,,"(334.02, 357.15)","(538.42, 163.73)",,,,"(286.95, 159.88)",,,,,"(176.17, 359.02)",,,,,,,,,,,,,,,,,,,,"(336.76, 202.90)",,,,,,"(565.28, 93.78)",,,,,"(313.29, 219.50)",,,,,,,,,,,,,"(463.24, 98.71)","(77.52, 263.76)",,"(399.73, 203.03)","(402.51, 135.98)","(444.10, 183.98)",,"(285.74, 27.68)",,"(722.47, 199.43)","(156.57, 104.47)","(311.87, 94.61)",,"(529.43, 201.67)","(668.01, 171.87)",,"(70.33, 185.90)","(578.60, 145.11)","(23.38, 270.79)","(662.03, 213.79)",,"(599.36, 261.75)","(729.53, 184.35)","(696.89, 229.02)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,"(405.21, 50.22)",,,"(428.71, 67.16)",,,,,"(205.29, 91.68)",,"(182.10, 72.38)",,,"(456.86, 360.29)",,,,,,,,"(201.26, 131.85)","(687.06, 78.79)",,,,,,,,,,"(333.77, 356.91)","(538.62, 161.39)",,,,"(287.21, 159.01)",,,,,"(174.09, 359.07)",,,,,,,,,,,,,,,,,,,,"(336.59, 201.44)",,,,,,"(564.44, 90.79)",,,,,"(313.59, 216.21)",,,,,,,,,,,,,"(463.30, 95.28)","(77.53, 260.73)",,"(399.52, 202.64)","(402.28, 133.33)","(446.18, 181.68)",,"(285.93, 26.87)",,"(723.03, 198.16)","(156.01, 101.20)","(312.32, 91.98)",,"(529.42, 199.30)","(667.74, 169.78)",,"(70.17, 182.06)","(580.55, 142.43)","(23.50, 270.45)","(662.10, 210.01)",,"(599.69, 259.60)","(729.65, 182.47)","(699.19, 226.91)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,"(407.30, 48.94)",,,"(428.87, 64.04)",,,,,"(205.25, 88.27)",,"(181.72, 69.63)",,,"(456.93, 360.23)",,,,,,,,"(201.34, 131.94)","(685.95, 75.28)",,,,,,,,,,"(334.32, 356.43)","(538.60, 158.69)",,,,"(287.61, 158.11)",,,,,"(171.64, 359.29)",,,,,,,,,,,,,,,,,,,,"(336.80, 199.61)",,,,,,"(563.38, 87.85)",,,,,"(313.09, 213.15)",,,,,,,,,,,,,"(463.19, 91.73)","(77.36, 258.18)",,"(399.36, 202.10)","(401.42, 130.98)","(447.83, 178.95)",,"(285.59, 25.48)",,"(723.18, 196.23)","(154.81, 98.10)","(312.68, 88.95)",,"(529.15, 196.80)","(667.48, 167.72)",,"(70.55, 178.20)","(582.43, 139.81)","(24.47, 268.83)","(661.35, 206.68)",,"(600.56, 256.83)","(729.64, 180.75)","(702.14, 224.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,"(408.89, 48.37)",,,"(429.45, 61.33)",,,,,"(205.38, 84.59)",,"(181.45, 67.18)",,,"(456.89, 360.33)",,,,,,,,"(201.48, 132.05)","(684.41, 71.77)",,,,,,,"(571.08, 330.23)",,,"(334.70, 356.57)","(538.28, 156.29)",,,,"(287.77, 157.88)",,,,,"(169.63, 359.45)",,,,,,,,,,,,,,,,,,,,"(336.87, 198.78)",,,,,,"(562.25, 85.64)",,,,,"(313.54, 209.91)",,,,,,,,,,,,,"(463.32, 88.24)","(77.49, 255.33)",,"(399.23, 201.38)","(400.72, 128.76)","(449.80, 176.66)",,"(285.34, 23.44)",,"(723.64, 195.17)","(154.54, 95.19)","(312.88, 86.24)",,"(529.16, 193.99)","(667.23, 166.32)",,"(70.27, 173.76)","(584.23, 137.63)","(25.43, 266.67)","(661.26, 202.62)",,"(600.64, 254.55)","(729.52, 178.66)","(704.51, 221.62)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,"(410.88, 46.85)",,,"(429.70, 58.26)",,,,,"(205.36, 81.12)",,"(181.17, 64.49)",,,"(456.89, 360.32)",,,,,,,,"(201.41, 132.04)","(684.14, 68.30)",,,,,,,"(573.28, 328.08)",,,"(334.69, 356.49)","(538.41, 153.81)",,,,"(287.72, 157.87)",,,,,"(167.32, 359.56)",,,,,,,,,,,,,,,,,,,,"(336.93, 197.33)",,,,,,"(560.82, 82.80)",,,,,"(313.15, 206.87)",,,,,,,,,,,,,"(463.00, 85.37)","(76.84, 252.70)",,"(399.53, 200.17)","(400.53, 126.74)","(451.01, 173.94)",,"(284.82, 21.25)",,"(723.97, 193.30)","(153.47, 92.21)","(313.41, 83.05)",,"(529.07, 191.62)","(666.87, 165.10)",,"(70.44, 169.75)","(585.84, 135.13)","(25.82, 265.31)","(660.53, 198.84)",,"(600.57, 252.12)","(729.48, 176.96)","(705.83, 218.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,"(412.42, 45.75)",,,"(430.08, 55.57)",,,,,"(205.24, 77.18)",,"(181.95, 61.46)",,,"(456.91, 360.27)",,,,,,,,"(201.29, 131.76)","(683.14, 65.24)",,,,,,,"(575.68, 325.57)",,,"(334.94, 356.52)","(538.44, 151.24)",,,,"(287.69, 157.83)",,,,,"(164.72, 359.64)",,,,,,,,,,,,,,,,,,,,"(337.19, 196.17)",,,,,,"(559.38, 80.53)",,,,,"(312.43, 203.85)",,,,,,,,,,,,,"(463.18, 82.33)","(76.69, 249.66)",,"(400.20, 197.97)","(400.01, 125.22)","(452.99, 171.36)",,"(284.17, 19.26)",,"(724.17, 191.49)","(152.49, 88.85)","(313.31, 80.25)",,"(529.18, 188.92)","(666.88, 165.03)",,"(70.52, 165.68)","(588.08, 132.22)","(26.17, 264.43)","(660.46, 194.78)",,"(600.06, 250.32)","(729.32, 175.29)","(706.69, 214.52)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,"(414.58, 43.94)",,,"(430.45, 52.55)",,,,,"(205.38, 73.36)",,"(182.13, 58.38)",,,"(456.87, 360.28)",,,,,,,,"(201.24, 132.08)","(682.68, 61.89)",,,,,,,"(577.72, 323.00)",,,"(335.16, 356.54)","(538.48, 148.99)",,,,"(287.71, 157.86)",,,,,"(162.54, 359.47)",,,,,,,,,,,,,,,,,,,,"(337.18, 195.53)",,,,,,"(558.24, 77.54)",,,,,"(312.09, 201.55)",,,,,,,,,,,,,"(463.01, 79.32)","(76.37, 246.85)",,"(400.89, 195.68)","(399.84, 123.42)","(454.13, 168.43)",,"(283.72, 17.77)",,"(724.15, 190.29)","(151.51, 86.09)","(314.19, 77.22)",,"(529.39, 186.41)","(666.88, 164.90)",,"(70.62, 161.37)","(590.11, 129.64)","(26.62, 263.16)","(659.93, 191.52)",,"(599.89, 247.89)","(730.10, 172.71)","(706.20, 209.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,"(416.41, 41.66)",,,"(430.90, 50.40)",,,,,"(205.79, 69.48)",,"(182.72, 55.66)",,,"(456.93, 359.98)",,,,,,,,"(201.21, 131.95)","(682.48, 58.02)",,,,,,,"(579.01, 319.87)",,,"(335.10, 356.49)","(538.51, 147.52)",,,,"(287.70, 157.81)",,,,,"(159.28, 359.38)",,,,,,,,,,,,,,,,,,,,"(337.13, 194.98)",,,,,,"(557.15, 75.23)",,,,,"(311.46, 198.54)",,,,,,,,,,,,,"(463.26, 76.00)","(75.78, 244.43)",,"(401.73, 193.31)","(399.44, 121.68)","(455.72, 165.78)",,"(282.86, 15.17)",,"(723.98, 188.42)","(150.44, 83.46)","(314.16, 74.76)",,"(529.30, 184.17)","(666.79, 164.91)",,"(70.69, 157.15)","(591.71, 126.81)","(26.85, 262.69)","(659.48, 187.63)",,"(599.51, 245.14)","(730.24, 170.76)","(706.36, 205.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,"(418.48, 39.42)",,,"(431.39, 47.39)",,,,,"(205.41, 65.90)",,"(182.89, 52.85)",,,"(456.89, 358.05)",,,,,,,,"(201.16, 131.95)","(682.67, 54.72)",,,,,,,"(580.33, 317.04)",,,"(335.00, 356.43)","(538.43, 146.26)",,,,"(287.72, 157.82)",,,,,"(156.27, 359.32)",,,,,,,,,,,,,,,,,,,,"(337.14, 194.91)",,,,,,"(556.20, 72.27)",,,,,"(311.29, 195.86)","(285.08, 354.77)",,,,,,,,,,,,"(463.54, 72.98)","(74.97, 241.85)",,"(402.92, 191.07)","(398.83, 120.11)","(456.59, 162.81)",,"(282.03, 12.41)",,"(724.00, 186.12)","(149.20, 80.34)","(314.90, 71.52)",,"(529.00, 182.07)","(666.81, 164.80)",,"(71.16, 153.46)","(593.14, 124.80)","(27.04, 262.28)","(658.97, 183.78)",,"(599.36, 242.55)","(730.33, 169.38)","(705.59, 202.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,"(419.93, 36.76)",,,"(431.89, 44.39)",,,,,"(205.52, 62.35)",,"(182.93, 50.19)",,,"(455.28, 355.57)",,,,,,,,"(201.21, 131.95)","(682.99, 51.23)",,,,,,,"(580.80, 314.83)",,,"(334.71, 356.38)","(538.49, 144.90)",,,,"(287.71, 157.80)",,,,,"(153.99, 359.17)",,,,,,,,,,,,,,,,,,,,"(337.04, 195.11)",,,,,,"(555.18, 69.86)",,,,,"(311.05, 193.20)","(284.08, 355.19)",,,,,,,,,,,,"(464.19, 69.32)","(74.03, 239.06)",,"(403.44, 188.67)","(398.78, 118.94)","(457.62, 159.21)",,"(281.30, 9.72)",,"(723.84, 184.21)","(148.05, 77.70)","(315.23, 68.56)",,"(529.09, 179.64)","(666.84, 164.78)",,"(71.45, 149.50)","(594.85, 121.48)",,"(658.88, 179.94)","(36.83, 210.16)","(599.10, 240.11)","(730.26, 167.74)","(705.61, 197.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,"(421.91, 34.44)",,,"(432.77, 41.03)",,,,,"(206.15, 58.88)",,"(182.90, 47.41)",,,"(453.86, 354.29)",,,,,,,,"(201.26, 131.96)","(683.35, 47.60)",,,,,,,"(581.53, 312.20)",,,"(334.67, 356.29)","(538.47, 143.98)",,,,"(287.66, 157.77)",,,,,"(152.21, 359.36)",,,,,,,,,,,,,,,,,,,,"(337.13, 195.19)",,,,,,"(554.23, 66.77)",,,,,"(311.03, 189.91)","(283.10, 355.28)",,,,,,,,,,,,"(464.63, 66.06)","(73.47, 237.28)",,"(404.33, 186.18)","(398.49, 117.90)","(457.33, 155.55)",,"(280.21, 7.02)",,"(724.17, 181.84)","(147.03, 74.61)","(316.36, 65.45)",,"(529.16, 177.04)","(666.83, 164.99)",,"(71.95, 145.88)","(596.00, 119.73)",,"(658.60, 176.31)","(36.62, 207.56)","(599.09, 237.09)","(729.98, 166.44)","(704.66, 193.31)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,"(422.75, 31.73)",,,"(433.04, 38.28)",,,,,"(205.82, 55.37)",,"(182.40, 46.89)",,,"(452.68, 353.05)",,,,,,,,"(201.22, 131.98)","(684.01, 44.40)",,,,,,,"(582.24, 308.99)",,,"(334.67, 356.27)","(538.40, 143.09)",,,,"(287.64, 157.81)",,,,,"(152.76, 359.72)",,,,,,,,,,,,,,,,,,,,"(337.20, 195.19)",,,,,,"(553.11, 64.40)",,,,,"(311.06, 187.08)","(282.29, 355.60)",,,,,,,,,,,,"(465.59, 62.55)","(73.36, 236.25)",,"(404.86, 182.50)","(398.61, 116.69)","(457.47, 152.06)",,"(279.04, 3.79)",,"(724.13, 179.37)","(145.77, 72.00)","(316.96, 62.45)",,"(529.34, 174.27)","(666.80, 164.38)",,"(71.70, 142.35)","(597.73, 116.95)",,"(658.73, 172.51)","(36.54, 205.49)","(599.01, 233.77)","(729.84, 165.73)","(704.25, 190.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,"(424.46, 29.74)",,,"(433.59, 36.31)",,,,,"(206.19, 52.22)",,"(182.46, 44.40)",,,"(451.35, 352.20)",,,,,,,,"(201.31, 132.08)","(684.06, 41.03)",,,,,,,"(583.21, 306.38)",,,"(334.65, 356.31)","(538.36, 142.48)",,,,"(287.65, 157.78)",,,,,"(153.47, 360.10)",,,,,,,,,,,,,,,,,,,,"(337.18, 194.98)",,,,,,"(552.29, 62.05)",,,,,"(310.74, 183.97)","(281.74, 355.91)",,,,,,,,,,,,"(466.25, 59.10)","(72.64, 235.02)",,"(405.72, 179.31)","(398.77, 115.62)","(457.67, 148.83)",,"(277.94, 1.94)",,"(723.92, 177.76)","(145.13, 68.96)","(317.20, 59.72)",,"(529.19, 171.54)","(666.43, 164.03)",,"(72.11, 138.61)","(598.29, 115.13)",,"(658.84, 169.19)","(36.61, 203.03)","(599.12, 231.43)","(729.42, 165.06)","(703.31, 185.90)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,"(425.71, 27.50)",,,"(434.31, 32.57)",,,,,"(206.33, 49.16)",,"(182.44, 41.68)",,,"(449.35, 351.12)",,,,,,,,"(201.36, 132.18)","(684.29, 37.99)",,,,,,,"(584.68, 303.42)",,,"(334.50, 356.10)","(538.33, 142.44)",,,,"(287.60, 157.72)",,,,,"(153.15, 360.08)",,,,,,,,,,,,,,,,,,,,"(337.14, 194.91)",,,,,,"(551.24, 59.32)",,,,,"(310.74, 180.82)","(281.48, 356.51)",,,,,,,,,,,,"(466.66, 56.17)","(71.74, 232.97)",,"(406.17, 175.36)","(399.09, 114.21)","(458.25, 144.78)",,,,"(723.93, 176.91)","(143.53, 65.94)","(317.80, 56.54)",,"(529.46, 169.14)","(665.20, 163.30)",,"(71.80, 134.31)","(598.86, 113.01)",,"(659.13, 165.53)","(36.49, 201.10)","(599.10, 229.32)","(729.08, 163.55)","(701.80, 182.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,"(427.92, 25.42)",,,"(435.13, 31.10)",,,,,"(206.10, 45.50)",,"(182.68, 39.41)",,,"(447.21, 350.23)",,,,,,,,"(201.34, 132.17)","(683.65, 34.56)",,,,,,,"(585.34, 300.17)",,,"(334.42, 356.05)","(538.33, 142.48)",,,,"(287.59, 157.69)",,,,,"(152.77, 360.31)",,,,,,,,,,,,,,,,,,,,"(337.11, 194.94)",,,,,,"(549.98, 56.69)",,,,,"(310.12, 178.00)","(283.00, 356.54)",,,,,,,,,,,,"(467.22, 53.23)","(70.81, 230.76)",,"(406.37, 172.45)","(399.35, 112.86)","(458.72, 141.15)",,,,"(723.54, 174.82)","(142.76, 62.39)","(317.72, 53.64)",,"(529.63, 166.31)","(664.33, 161.62)",,"(72.29, 130.97)","(599.05, 111.11)",,"(659.39, 162.22)","(37.06, 199.33)","(599.20, 226.47)","(727.64, 162.27)","(700.81, 178.54)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,"(430.01, 22.64)",,,"(435.79, 29.73)",,,,,"(206.29, 41.43)",,"(182.12, 36.71)",,,"(445.11, 348.93)",,,,,,,,"(201.41, 132.21)","(683.80, 31.55)",,,,,,,"(586.58, 297.47)",,,"(334.31, 355.82)","(538.33, 142.51)",,,,"(287.58, 157.78)",,,,,"(152.95, 360.24)",,,,,,,,,,,,,,,,,,,,"(337.08, 194.99)",,,,,,"(549.24, 53.92)",,,,,"(310.32, 175.12)","(284.93, 356.56)",,,,,,,,,,,,"(467.46, 50.08)","(69.62, 228.67)",,"(406.93, 168.95)","(399.55, 111.96)","(459.25, 137.60)",,,,"(723.79, 172.71)","(141.38, 59.47)","(318.56, 50.61)",,"(529.89, 163.65)","(665.40, 160.57)",,"(72.29, 127.09)","(599.56, 109.33)",,"(659.14, 158.66)","(37.36, 196.95)","(599.04, 223.28)","(727.42, 161.65)","(699.23, 174.91)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,"(431.11, 20.15)",,,"(435.92, 28.74)",,,,,"(206.20, 37.66)",,"(181.12, 34.26)",,,"(441.95, 347.91)",,,,,,,,"(201.58, 132.40)","(683.33, 28.32)",,,,,,,"(587.82, 294.51)",,,"(334.28, 355.69)","(538.32, 142.55)",,,,"(287.56, 157.76)",,,,,"(154.15, 359.74)",,,,,,,,,,,,,,,,,,,,"(337.04, 195.05)",,,,,,"(548.28, 51.20)",,,,,"(310.19, 172.32)","(287.15, 356.35)",,,,,,,,,,,,"(468.02, 50.23)","(69.05, 227.35)",,"(407.35, 166.14)","(400.38, 110.80)","(459.69, 134.54)",,,,"(723.49, 170.62)","(140.93, 55.95)","(318.67, 48.16)",,"(530.05, 161.43)","(664.95, 159.82)",,"(73.01, 123.38)","(599.58, 108.17)",,"(658.87, 154.89)","(38.27, 193.90)","(599.53, 220.10)","(726.84, 160.50)","(697.66, 171.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,"(433.04, 17.04)",,,"(436.10, 28.18)",,,,,"(206.20, 34.14)",,"(180.23, 31.41)",,,"(438.73, 347.37)",,,,,,,,"(201.60, 131.98)","(683.07, 25.15)",,,,,,,"(588.71, 291.85)",,,"(334.18, 355.69)","(538.32, 142.23)",,,,"(287.55, 157.74)",,,,,"(155.20, 360.28)",,,,,,,,,,,,,,,,,,,,"(337.05, 194.95)",,,,,,"(547.94, 48.54)",,,,,"(310.21, 169.32)","(289.16, 356.42)",,,,,,,,,,,"(173.03, 357.19)","(468.53, 47.80)","(68.27, 225.78)",,"(408.18, 162.74)","(401.31, 110.10)","(460.10, 130.98)",,,,"(722.40, 169.40)","(140.11, 52.94)","(319.11, 45.57)",,"(530.51, 159.26)","(665.75, 158.97)",,"(73.05, 119.71)","(599.50, 107.44)",,"(659.41, 150.82)","(38.45, 190.90)","(600.01, 217.00)","(726.23, 158.64)","(695.11, 167.47)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,"(434.64, 13.97)",,,"(436.41, 27.07)",,,,,"(206.16, 30.69)",,"(179.17, 28.42)",,,"(435.56, 347.05)",,,,,,,,"(202.04, 130.75)","(682.07, 22.13)",,,,,,,"(589.75, 288.70)",,,"(334.05, 355.66)","(538.20, 141.87)",,,,"(287.54, 157.83)",,,,,"(155.76, 360.28)",,,,,,,,,,,,,,,,,,,,"(337.04, 194.97)",,,,,,"(546.97, 45.63)",,,,,"(310.27, 166.71)","(290.24, 356.46)",,,,,,,,,,,"(172.96, 356.95)","(468.52, 45.97)","(67.28, 224.18)",,"(408.65, 159.73)","(402.26, 110.03)","(460.41, 127.27)",,,,"(722.44, 166.87)","(139.43, 49.47)","(319.77, 43.29)",,"(530.83, 157.73)","(665.44, 157.34)",,"(73.75, 115.95)","(599.31, 106.51)",,"(659.23, 147.10)","(39.13, 187.13)","(600.06, 214.74)","(725.25, 157.32)","(693.62, 163.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,"(436.12, 10.84)",,,"(437.02, 25.75)",,,,,"(206.16, 27.44)",,"(178.39, 25.71)",,,"(432.38, 346.42)",,,,,,,,"(202.90, 130.21)","(681.66, 18.97)",,,,,,,"(591.35, 285.71)",,,"(334.02, 355.60)","(538.40, 141.77)",,,,"(287.65, 157.82)",,,,,"(156.04, 360.26)",,,,,,,,,,,,,,,,,,,,"(337.05, 194.92)",,,,,,"(546.93, 43.02)",,,,,"(309.92, 163.72)","(291.50, 356.44)",,,,,,,,,,,"(173.26, 356.55)","(468.92, 43.39)","(67.01, 223.43)",,"(410.34, 157.20)","(403.83, 109.56)","(460.61, 123.60)",,,,"(721.85, 164.05)","(138.99, 46.80)","(319.86, 41.19)",,"(531.33, 155.83)","(665.08, 155.08)",,"(73.98, 111.54)","(599.25, 105.52)",,"(659.39, 143.16)","(39.20, 184.22)","(600.23, 212.57)","(724.48, 156.49)","(692.03, 160.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,"(436.86, 8.31)",,,"(437.85, 24.24)",,,,,"(206.16, 23.96)",,"(177.17, 22.53)",,,"(428.58, 345.90)",,,,,,,,"(203.16, 129.86)","(680.97, 16.00)",,,,,,,"(592.16, 283.21)",,,"(333.98, 355.56)","(538.36, 141.58)",,,,"(287.64, 157.86)",,,,,"(156.15, 360.03)",,,,,,,,,,,,,,,,,,,,"(336.97, 194.40)",,,,,,"(546.88, 39.84)",,,,,"(309.88, 160.76)","(292.41, 356.58)",,,,,,,,,,,"(174.41, 356.31)","(469.05, 40.95)","(67.00, 223.45)",,"(412.40, 155.03)","(405.12, 109.49)","(461.09, 119.96)",,,,"(721.63, 162.05)","(138.51, 43.10)","(320.42, 39.10)",,"(531.93, 153.90)","(665.46, 152.98)",,"(74.51, 108.21)","(598.99, 104.57)",,"(659.46, 139.51)","(39.40, 183.86)","(600.17, 209.50)","(723.65, 154.78)","(690.42, 156.83)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,"(438.68, 4.77)",,,"(438.08, 22.39)",,,,,"(206.01, 21.50)",,"(176.58, 19.53)",,,"(424.97, 345.32)",,,,,,,,"(203.21, 129.92)","(679.64, 13.56)",,,,,,,"(593.31, 280.49)",,,,"(538.60, 141.32)",,,,"(287.58, 157.88)",,,,,"(156.52, 360.20)",,,,,,,,,,,,,,,,,,,,"(337.03, 193.92)",,,,,,"(546.50, 37.08)",,,,,"(309.40, 157.17)","(293.12, 356.88)",,,,,,,,,,,"(176.27, 356.35)","(468.97, 38.44)","(67.35, 223.56)",,"(414.61, 152.72)","(406.83, 108.96)","(460.93, 116.52)",,,,"(721.54, 160.81)","(138.39, 40.54)","(320.79, 36.37)",,"(532.49, 152.23)","(664.93, 150.31)",,"(74.57, 104.09)","(599.00, 103.86)",,"(659.75, 135.55)",,"(600.08, 206.88)","(723.31, 153.40)","(689.61, 154.01)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,"(438.64, 2.75)",,,"(438.59, 20.59)",,,,,"(206.36, 18.00)",,"(175.69, 17.02)",,,"(421.36, 345.01)",,,,,,,,"(203.26, 129.92)","(679.06, 10.83)",,,,,,,"(594.75, 277.56)",,,,"(538.87, 141.45)",,,,"(287.56, 157.92)",,,,,"(157.35, 359.94)",,,,,,,,,,,,,,,,,,,,"(337.04, 193.36)",,,,,,"(546.48, 34.09)",,,,,"(309.77, 153.72)","(293.22, 356.83)",,,,,,,,,,,"(177.40, 356.51)","(468.86, 35.03)","(67.11, 223.52)",,"(416.67, 150.18)","(408.43, 108.41)","(461.23, 114.32)",,,,"(720.80, 160.46)","(138.31, 36.95)","(320.78, 34.07)",,"(533.32, 150.71)","(664.37, 149.13)",,"(74.88, 101.00)","(598.64, 103.83)",,"(660.12, 132.48)",,"(599.92, 203.60)","(722.63, 151.10)","(689.16, 152.26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,"(439.65, 1.58)",,,"(438.89, 18.59)",,,,,"(206.26, 15.29)",,"(174.90, 14.23)",,,"(417.83, 345.49)",,,,,,,,"(203.36, 129.60)","(677.81, 7.96)",,,,,,,"(595.81, 274.77)",,,,"(538.70, 141.26)",,,,"(287.48, 157.89)",,,,,"(157.64, 359.35)",,,,,,,,,,,,,,,,,,,,"(336.97, 191.96)",,,,,,"(546.31, 31.31)",,,,,"(309.22, 150.51)","(293.23, 356.84)",,,,,,,,,,,"(178.84, 356.08)","(468.76, 31.86)","(67.33, 223.48)",,"(418.76, 147.96)","(409.83, 107.59)","(461.23, 110.92)",,,,"(720.38, 160.14)","(138.34, 33.34)","(321.17, 31.50)",,"(533.39, 149.06)","(663.56, 147.01)",,"(74.97, 97.29)","(597.35, 104.40)",,"(660.09, 127.76)",,"(599.69, 201.48)","(722.16, 148.12)","(687.83, 150.67)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,"(439.25, 16.59)",,,,,"(206.10, 12.76)",,"(174.01, 11.04)",,,"(414.60, 345.83)",,,,,,,,"(203.06, 129.57)","(677.03, 5.27)",,,,,,,"(597.32, 272.45)",,,,"(538.53, 141.14)",,,,"(287.44, 157.88)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.81, 190.23)",,,,,,"(546.67, 28.80)",,,,,"(308.84, 147.24)","(293.43, 356.81)",,,,,,,,,,,"(179.59, 356.41)","(468.81, 28.67)","(67.12, 223.35)",,"(420.68, 145.35)","(411.71, 106.63)","(461.58, 107.79)",,,,"(720.24, 160.01)","(138.19, 30.06)","(321.20, 29.85)",,"(534.15, 147.84)","(663.42, 146.11)",,"(75.15, 94.34)","(595.80, 104.93)",,"(660.53, 124.35)",,"(599.18, 198.18)","(721.97, 145.17)","(686.99, 148.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,"(440.21, 14.44)",,,,,"(206.30, 10.69)",,"(173.66, 7.95)",,,"(411.99, 347.21)",,,,,,,,"(203.25, 129.52)","(676.28, 3.50)",,,,,,,"(598.37, 270.07)",,,,"(538.19, 142.21)",,,,"(287.46, 157.92)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.50, 188.06)",,,,,,"(546.69, 25.92)",,,,,"(308.24, 144.16)","(293.23, 356.80)",,,,,,,,,,,"(181.11, 356.31)","(468.73, 25.56)","(67.22, 223.41)",,"(423.09, 142.73)","(413.65, 105.82)","(461.60, 104.57)",,,,"(720.21, 160.05)","(138.15, 26.69)","(321.62, 27.68)",,"(534.32, 146.91)","(663.46, 145.90)",,"(75.12, 90.97)","(594.34, 105.79)",,"(660.50, 120.72)",,"(598.87, 195.77)","(721.49, 142.62)","(685.40, 146.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,"(441.05, 12.35)",,,,,"(206.45, 8.64)",,"(172.80, 5.48)",,,"(409.84, 348.86)",,,,,,,,"(203.36, 129.23)","(675.64, 2.10)",,,,,,,"(599.14, 267.68)",,,,,,,,"(287.53, 157.89)",,,,,,,,,,,,,,,,,,,,,,,,,"(336.63, 185.63)",,,,,,"(546.83, 23.08)",,,,,"(308.05, 140.65)","(293.31, 356.91)",,,,,,,,,,,"(182.09, 356.36)","(468.77, 22.74)","(67.19, 223.35)",,"(425.35, 140.03)","(415.61, 104.45)","(462.02, 101.45)",,,,"(720.15, 160.10)","(137.95, 23.50)","(322.43, 25.22)",,"(537.13, 144.83)","(663.54, 145.67)",,"(75.55, 88.17)","(592.63, 106.14)",,"(660.52, 117.07)",,"(598.37, 192.56)","(721.72, 140.31)","(684.48, 145.17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
