frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id88,id95,id98,id105,id110,id113,id115,id118,id120,id121,id125,id129,id133,id134,id135,id137,id148,id151,id153,id155,id162,id165,id166,id169,id170,id173,id177,id190,id197,id200,id206,id208,id209,id212,id216,id218,id221,id234,id246,id248,id249,id252,id254,id255,id260,id262,id273,id275,id276,id279,id281,id285,id288,id289,id292,id294,id301,id311,id312,id313
187,,,,,,,,,"(306.07, 354.32)",,,,,,,,"(468.97, 255.99)",,,,,,,,"(159.47, 47.43)",,,,,,,,"(560.57, 94.71)",,,"(327.29, 356.27)",,,,,,,,,,"(162.89, 284.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(398.75, 12.42)",,,,,,"(659.43, 103.32)",,,,"(552.77, 9.54)",,,,,,"(723.70, 3.18)",,"(588.88, 68.21)","(680.24, 70.54)",,,,,"(598.86, 30.32)",,,"(267.42, 142.80)","(337.25, 111.38)",,"(528.76, 29.83)",,,,"(154.26, 356.15)","(273.85, 127.05)","(72.75, 218.28)","(74.54, 241.55)",,,,,,,,,,,,,,,,
188,,,,,,,,,"(308.67, 354.37)",,,,,,,,"(468.25, 253.89)",,,,,,,,"(158.38, 44.92)",,,,,,,,"(560.98, 91.42)",,,"(327.77, 355.96)",,,,,,,,,,"(162.99, 282.26)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(399.29, 13.48)",,,,,,"(660.18, 102.90)",,,,"(552.34, 9.32)",,,,,,"(723.74, 2.90)",,"(588.47, 68.53)","(680.24, 70.47)",,,,,"(598.93, 29.75)",,,"(267.46, 139.24)","(337.25, 110.19)",,"(529.06, 30.03)",,,,"(151.55, 355.60)","(274.02, 127.22)",,"(75.36, 240.05)",,,,,,,,,,,,,,,,
189,,,,,,,,,"(310.09, 355.25)",,,,,,,,"(467.78, 252.41)",,,,,,,,"(157.18, 41.56)",,,,,,,,"(561.43, 88.42)",,,"(327.83, 356.59)",,,,,,,,,,"(162.81, 281.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(400.51, 14.07)",,,,,,"(660.56, 102.13)",,,,"(551.66, 8.55)",,,,,,"(724.01, 2.07)",,"(588.33, 70.59)","(679.94, 69.97)",,,,"(327.05, 361.98)","(598.97, 29.32)",,,"(267.27, 135.98)","(337.57, 107.87)",,"(529.41, 30.19)",,,,,"(273.93, 126.95)",,"(75.57, 238.85)",,,,,,,,,,,,,,,,
190,,,,,,,,,"(311.80, 355.86)",,,,,,,,"(467.00, 251.02)",,,,,,,,"(155.75, 38.70)",,,,,,,,"(562.15, 85.88)",,,"(327.79, 356.80)",,,,,,,,,,"(163.42, 280.47)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(401.84, 14.87)",,,,,,"(661.18, 102.06)",,,,"(551.40, 7.73)",,,,,,"(723.65, 1.92)",,"(588.79, 70.34)","(678.97, 69.45)",,,,,"(599.15, 28.85)",,,"(266.94, 133.50)","(337.22, 105.16)",,"(529.47, 30.19)",,,,,"(273.58, 127.00)",,"(76.59, 237.27)",,,,,,,,,,,,,,,,
191,,,,,,,,,"(312.12, 355.78)",,,,,,,,"(466.47, 249.29)",,,,,,,,"(154.50, 36.15)",,,,,,,,"(562.64, 83.67)",,,"(327.84, 356.75)",,,,,,,,,,"(163.91, 279.12)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(403.22, 15.66)",,,,,,"(661.39, 102.04)",,,,"(550.91, 6.97)",,,,,,"(723.73, 1.57)",,"(590.05, 69.23)",,,,,,"(599.12, 28.44)",,,"(267.57, 130.77)","(337.16, 102.44)",,"(529.47, 30.46)",,,,,"(273.58, 127.06)",,"(77.01, 235.73)",,,,,,,,,,,,,,,,
192,,,,,,,,,"(313.48, 355.94)",,,,,,,,"(465.99, 246.15)",,,,,,,,"(152.61, 33.64)",,,,,,,,"(563.31, 80.92)",,,"(327.82, 357.40)",,,,,,,,,,"(164.44, 277.50)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(404.36, 15.64)",,,,,,"(661.59, 101.79)",,,,"(550.59, 6.72)",,,,,,,,"(590.72, 67.79)",,,,,,"(599.05, 27.21)",,,"(267.72, 127.69)","(336.94, 99.62)",,"(529.55, 30.42)",,,,,"(273.36, 127.66)",,"(77.49, 233.38)",,,,,,,,,,,,,,,,
193,,,,,,,,,"(315.78, 355.57)",,,,,,,,"(466.17, 242.71)",,,,,,,,"(150.93, 30.51)",,,,,,,,"(563.74, 77.75)",,,"(327.96, 356.39)",,,,,,,,,,"(165.19, 276.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(406.22, 14.79)",,,,,,"(661.55, 101.64)",,,,"(550.42, 6.35)",,,,,,,,"(590.83, 67.07)",,,,,,"(598.99, 25.64)",,,"(267.83, 124.10)","(336.67, 97.41)",,"(529.52, 30.57)",,,,,"(273.34, 127.17)",,"(77.94, 230.91)",,,,,,,,,,,,,,,,
194,,,,,,,,,"(318.12, 355.47)",,,,,,,,"(466.02, 239.28)",,,,,,,,"(149.52, 28.59)",,,,,,,,"(564.36, 74.68)",,,"(327.77, 356.20)",,,,,,,,,,"(166.66, 273.93)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(408.18, 14.17)",,,,,,"(661.67, 101.63)",,,,"(550.51, 6.23)",,,,,,,,"(591.00, 65.17)",,,,,,"(599.08, 24.11)",,,"(267.45, 120.07)","(336.66, 95.39)",,"(529.33, 30.83)",,,,,"(273.80, 127.02)",,"(77.85, 229.03)","(674.34, 2.84)",,,,,,,,,,,,,,,
195,,,,,,,,,"(319.64, 355.23)",,,,,,,,"(465.96, 236.22)",,,,,,,,"(147.99, 26.21)",,,,,,,,"(564.88, 71.47)",,,"(327.76, 356.15)",,,,,,,,,,"(167.28, 273.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(409.68, 12.71)",,,,,,"(661.64, 101.60)",,,,"(550.51, 5.96)",,,,,,,,"(591.03, 64.19)",,,,,,"(599.04, 22.47)",,,"(267.75, 115.78)","(336.30, 93.99)",,"(529.12, 31.12)",,,,,"(273.56, 126.61)",,"(77.77, 227.75)","(674.28, 2.52)",,,,,,,,,,,,,,,
196,,,,,,,,,"(320.62, 355.50)",,,,,,,,"(466.06, 232.93)",,,,,,,,"(146.37, 24.26)",,,,,,,,"(564.79, 68.67)",,,,,,,,,,,,,"(167.76, 272.58)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(411.35, 11.38)",,,,,,"(661.60, 101.60)",,,,"(550.74, 5.70)",,,,,,,,"(590.83, 63.04)",,,,,,"(598.98, 21.00)",,,"(267.70, 111.93)","(336.32, 93.40)",,"(529.11, 31.39)",,,,,"(273.03, 126.41)",,"(77.82, 226.81)","(673.97, 2.30)",,,,,,,,,,,,,,,
197,,,,,,,,,"(322.96, 355.79)",,,,,,,,"(465.99, 229.73)",,,,,,,,"(145.24, 21.86)",,,,,,,,"(565.38, 65.59)",,,,,,,,,,,,,"(168.79, 271.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(413.26, 9.66)",,,,,,"(661.55, 101.60)",,,,"(550.82, 5.32)",,,,,,,,"(591.07, 62.00)",,,,,,"(599.06, 19.35)",,,"(267.73, 108.40)","(336.37, 92.61)",,"(529.13, 31.40)",,,,,"(272.89, 126.29)",,"(77.60, 224.75)","(674.33, 2.03)",,,,,,,,,,,,,,,
198,,,,,,,,,"(325.16, 357.30)",,,,,,,,"(466.05, 226.48)",,,,,,,,"(144.25, 19.38)",,,,,,,,"(565.67, 62.41)",,,,,,,,,,,,,"(170.68, 269.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(414.72, 7.93)",,,,,,"(661.58, 101.60)",,,,"(551.24, 5.11)",,,,,,,,"(591.31, 60.36)",,,,,,"(598.97, 17.61)",,,"(267.69, 105.21)","(336.13, 91.61)",,"(529.10, 31.36)",,,,,"(272.90, 126.15)",,"(77.29, 222.83)","(674.39, 1.62)",,,,,,,,,,,,,,,
199,,,,,,,,,"(325.86, 356.92)",,,,,,,,"(466.25, 223.15)",,,,,,,,"(143.46, 16.85)",,,,,,,,"(565.03, 59.46)",,,,,,,,,,,,,"(171.38, 268.57)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(416.40, 6.09)",,,,,,"(661.57, 101.60)",,,,"(551.83, 4.82)",,,,,,,,"(591.46, 58.33)",,,"(70.07, 199.42)",,,"(599.13, 15.58)",,,"(267.82, 102.59)","(335.86, 90.93)",,"(529.15, 31.57)",,,,,"(273.04, 125.43)",,"(76.99, 220.88)","(673.51, 1.39)",,,,,,,,,,,,,,,
200,,,,,,,,,"(326.98, 356.79)",,,,,,,,"(466.68, 219.99)",,,,,,,,"(142.42, 14.71)",,,,,,,,"(564.35, 56.57)",,,,,,,,,,,,,"(172.19, 267.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(417.61, 4.26)",,,,,,"(661.62, 101.61)",,,,"(552.23, 4.18)",,,,,,,,"(591.80, 55.62)",,,"(70.08, 199.36)",,,"(599.17, 14.03)",,,"(268.05, 99.62)","(335.82, 90.81)",,"(529.27, 31.66)",,,,,"(273.02, 125.25)",,"(76.29, 219.36)","(673.58, 0.99)",,,,,,,,,,,,,,,
201,,,,,,,,,"(328.78, 356.42)",,,,,,,,"(467.10, 216.59)",,,,,,,,"(141.87, 12.45)",,,,,,,,"(563.29, 54.24)",,,,,,,,,,,,,"(172.98, 266.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(418.24, 3.07)",,,,,,"(661.95, 101.76)",,,,"(552.58, 3.66)",,,,,,,,"(591.86, 53.96)",,,"(70.13, 199.35)",,,"(599.27, 12.67)",,,"(268.15, 95.08)","(335.88, 90.66)",,"(529.19, 31.64)",,,,,"(272.93, 124.90)",,"(75.64, 218.04)",,"(658.83, 55.80)",,,,,,,,,,,,,,
202,,,,,,,,,"(329.92, 356.65)",,,,,,,,"(467.36, 213.12)",,,,,,,,"(141.02, 10.80)",,,,,,,,"(562.59, 50.89)",,,,,,,,,,,,,"(173.49, 264.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(419.40, 2.03)",,,,,,"(662.33, 101.54)",,,,"(553.05, 3.10)",,,,,,,,"(591.64, 52.82)",,,"(70.19, 198.85)",,,"(599.29, 12.47)",,,"(268.18, 90.99)","(335.61, 90.08)",,"(529.21, 31.76)",,"(138.03, 342.21)",,,"(272.84, 124.72)",,"(75.01, 216.81)",,"(658.88, 54.12)",,,,,,,,,,,,,,
203,,,,,,,,,"(330.96, 356.75)",,,,,,,,"(467.91, 209.88)",,,,,,,,"(140.29, 9.49)",,,,,,,,"(561.82, 47.84)",,,,,,,,,,,,,"(173.95, 262.84)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(419.22, 1.74)",,,,,,"(663.09, 100.48)",,,,"(553.75, 2.68)",,,,,,,,"(591.73, 51.94)",,,"(70.63, 198.36)",,,"(599.11, 12.40)",,,"(268.33, 87.03)","(335.53, 89.47)",,"(529.14, 31.66)",,"(138.19, 340.30)",,,"(272.81, 124.63)",,"(73.66, 215.00)",,"(659.10, 52.71)",,,,,,,,,,,,,,
204,,,,,,,,,"(332.02, 356.59)",,,,,,,,"(468.31, 206.24)",,,,,,,,"(139.74, 8.04)",,,,,,,,"(561.78, 45.31)",,,,,,,,,,,,,"(174.99, 261.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(663.79, 100.15)",,,,"(554.09, 1.98)",,,,,,,,"(591.83, 49.84)",,,"(71.29, 198.20)",,,"(599.12, 12.42)",,,"(268.34, 83.69)","(335.48, 88.62)",,"(528.94, 31.90)",,"(138.23, 338.85)",,,"(273.04, 124.85)",,,,"(659.38, 51.20)",,,,,,,,,,,,,,
205,,,,,,,,,"(333.84, 356.43)",,,,,,,,"(468.38, 202.65)",,,,,,,,"(139.30, 7.57)",,,,,,,,"(560.96, 42.76)",,,,,,,,,,,,,"(176.78, 259.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(664.27, 99.76)",,,,"(554.31, 1.80)",,,,,,,,"(591.99, 47.25)",,,"(71.80, 197.85)",,,"(599.14, 12.53)",,,"(268.39, 80.10)","(335.16, 87.80)",,"(528.72, 31.96)",,"(138.17, 337.34)",,,"(272.97, 124.87)",,,,"(659.70, 49.51)",,,,,,,,,,,,,,
206,,,,,,,,,"(334.27, 356.51)",,,,,,,,"(468.84, 199.17)",,,,,,,,"(138.62, 7.94)",,,,,,,,"(560.65, 39.69)",,,,,,,,,,,,,"(177.71, 257.38)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(665.30, 98.86)",,,,"(554.76, 1.62)",,,,,,,,"(592.00, 44.55)",,,"(72.02, 197.78)",,,"(599.23, 12.57)",,,"(268.62, 76.89)","(334.74, 86.62)",,"(528.64, 32.17)",,"(138.13, 336.16)",,,"(273.02, 124.84)",,,,"(659.87, 47.72)",,,,,,,,,,,,,,
207,,,,,,,,,"(334.26, 356.46)",,,,,,,,"(468.94, 196.06)",,,,,,,,"(137.93, 8.05)",,,,,,,,"(560.24, 36.59)",,,,,,,,,,,,,"(178.58, 255.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(665.91, 98.68)",,,,"(554.82, 1.50)",,,,,,,,"(591.69, 41.49)",,,,,,"(599.19, 12.55)",,,"(268.94, 73.75)","(334.18, 84.94)",,"(528.73, 32.15)",,"(138.12, 335.67)",,,"(273.18, 124.94)",,,,"(660.32, 46.20)",,,,,,,,,,,,,,
208,,,,,,,,,"(333.92, 356.31)",,,,,,,,"(468.90, 192.91)",,,,,,,,"(137.21, 8.38)",,,,,,,,"(560.35, 33.86)",,,,,,,,,,,,,"(179.52, 254.22)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(666.82, 98.26)",,,,"(554.94, 1.06)",,,,,,,,"(591.70, 38.46)",,,,,,"(599.14, 12.49)",,,"(269.26, 70.17)","(333.64, 83.27)",,"(528.72, 32.34)",,"(138.15, 335.65)",,,"(273.27, 125.11)",,,,"(661.32, 45.44)",,,,,,,,,,,,,,
209,,,,,,,,,"(333.90, 356.27)",,,,,,,,"(469.10, 189.49)",,,,,,,,"(137.13, 9.00)",,,,,,,,"(560.17, 30.91)",,,,,,,,,,,,,"(180.29, 251.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(667.88, 97.34)",,,,"(555.07, 0.92)",,,,,,,,"(591.37, 35.75)",,,,,,"(598.98, 12.44)",,,"(269.10, 67.15)","(333.30, 81.82)",,"(528.60, 32.86)",,"(138.16, 335.64)",,,"(273.13, 125.03)",,,,"(661.96, 44.95)",,,,,,,,,,,,,,
210,,,,,,,,,"(332.66, 355.25)",,,,,,,,"(469.14, 185.87)",,,,,,,,"(137.27, 9.69)",,,,,,,,"(560.71, 27.25)",,,,,,,,,,,,,"(181.16, 250.40)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(668.80, 97.23)",,,,,,,,,,,,"(591.11, 32.67)",,,,,,"(599.08, 12.43)",,,"(268.95, 63.68)","(332.69, 80.20)",,"(528.57, 33.18)",,"(138.11, 335.66)",,,"(273.19, 124.65)",,,,"(662.23, 43.88)",,,,,,,,,,,,,,
211,,,,,,,,,"(331.80, 355.30)",,,,,,,,"(469.14, 182.61)",,,,,,,,"(137.33, 10.06)",,,,,,,,"(561.41, 24.20)",,,,,,,,,,,,,"(181.99, 249.66)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(669.79, 96.50)",,,,,,,,,,,,"(590.49, 29.27)",,,,,,"(599.13, 12.27)",,,"(269.30, 60.07)","(331.95, 77.80)",,"(528.39, 37.48)",,"(138.04, 335.17)",,,"(273.15, 124.66)",,,,"(663.11, 42.58)",,,,,,,,,,,,,,
212,,,,,,,,,"(330.84, 355.50)",,,,,,,,"(468.97, 179.28)",,,,,,,,"(137.82, 10.63)",,,,,,,,"(561.57, 21.65)",,,,,,,,,,,,,"(182.52, 247.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(671.90, 97.12)",,,,,,,,,,,,"(590.70, 25.69)",,,,,,"(599.35, 12.35)",,,"(269.42, 56.51)","(330.99, 74.74)",,,,"(138.10, 335.97)",,,"(273.38, 124.58)",,,,"(663.80, 41.69)",,,,,,,,,,,,,,
213,,,,,,,,,"(330.48, 355.57)",,,,,,,,"(469.12, 175.83)",,,,,,,,"(138.26, 10.72)",,,,,,,,"(562.19, 19.18)",,,,,,,,,,,,,"(183.22, 246.17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(673.70, 97.66)",,,,,,,,,,,,"(590.37, 22.69)",,,,,,"(599.58, 12.03)",,,"(269.84, 53.00)","(330.24, 72.13)",,,,"(138.15, 336.41)",,,"(273.40, 124.57)","(70.24, 206.08)",,,"(664.27, 41.26)",,,,,,,,,,,,,,
214,,,,,,,,,"(329.94, 355.98)",,,,,,,,"(469.03, 172.46)",,,,,,,,"(139.14, 10.86)",,,,,,,,"(562.98, 16.28)",,,,,,,,,,,,,"(183.97, 244.60)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(675.31, 98.01)",,,,,,,,,,,,"(590.13, 19.47)",,,,,,"(599.70, 11.73)",,,"(269.84, 49.91)","(329.76, 69.97)",,,,"(138.17, 336.76)",,,"(273.51, 124.49)","(69.51, 205.19)",,,"(664.83, 40.70)","(673.74, 22.73)",,,,,,,,,,,,,
215,,,,,,,,,"(329.94, 356.32)",,,,,,,,"(468.94, 169.37)",,,,,,,,"(140.57, 10.94)",,,,,,,,"(563.95, 12.78)",,,,,,,,,,,,,"(185.06, 242.72)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(676.68, 98.04)",,,,,,,,,,,,"(589.34, 15.98)",,,,,,"(599.53, 11.23)",,,"(270.05, 46.46)","(328.77, 67.11)",,,,"(138.16, 336.82)",,,"(273.59, 124.34)","(68.37, 204.37)",,,"(664.81, 40.61)","(671.89, 25.43)",,,,,,,,,,,,,
216,,,,,,,,,"(329.57, 356.74)",,,,,,,,"(468.55, 165.62)",,,,,,,,"(142.21, 11.17)",,,,,,,,"(564.52, 9.80)",,,,,,,,,,,,,"(185.44, 241.35)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(676.95, 98.04)",,,,,,,,,,,,"(589.13, 12.74)",,,,,,"(598.91, 10.69)",,,"(269.94, 43.35)","(327.85, 65.33)",,,,"(138.08, 336.88)",,,"(273.61, 124.53)","(66.94, 203.37)",,,"(665.04, 40.53)","(670.14, 27.33)","(288.79, 309.85)",,,,,,,,,,,,
217,,,,,,,,,"(330.09, 356.79)",,,,,,,,"(468.48, 162.15)",,,,,,,,"(143.30, 11.19)",,,,,,,,"(565.45, 7.29)",,,,,,,,,,,,,"(185.92, 240.03)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(676.89, 98.01)",,,,,,,,,,,,"(589.00, 10.03)",,,,,,"(598.68, 9.58)",,,"(270.29, 40.12)","(327.18, 65.00)",,,,"(138.03, 336.90)",,,"(273.58, 124.59)","(65.64, 202.58)",,,"(665.21, 40.46)","(668.76, 29.17)","(289.39, 308.89)",,,,,,,,,,,,
218,,,,,,,,,"(331.32, 356.62)",,,,,,,,"(467.86, 158.16)",,,,,,,,"(144.66, 11.10)",,,,,,,,"(566.28, 4.68)",,,,,,,,,,,,,"(186.69, 238.17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(677.31, 97.99)",,,,,,,,,,,,"(588.22, 7.14)",,,,,,"(598.98, 8.87)",,,"(270.42, 36.50)","(326.94, 64.23)",,,,"(138.13, 337.09)",,,"(273.67, 124.63)","(65.63, 202.32)",,,"(665.34, 40.32)","(667.30, 30.63)","(290.53, 307.76)",,,,,,,,,,,,
219,,,,,,,,,"(333.74, 357.46)",,,,,,,,"(467.82, 155.17)",,,,,,,,"(145.76, 10.94)",,,,,,,,"(566.94, 3.23)",,,,,,,,,,,,,"(187.41, 237.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(678.28, 97.80)",,,,,,,,,,,,"(587.65, 4.51)",,,,,,"(599.16, 7.75)",,,"(270.67, 32.85)","(326.74, 63.60)",,,,"(138.15, 337.17)",,,"(273.57, 124.63)","(65.03, 201.42)",,,"(665.30, 40.32)","(666.38, 31.68)","(291.75, 306.78)",,,,,,,,,,,,
220,,,,,,,,,"(333.73, 357.45)",,,,,,,,"(467.35, 151.80)",,,,,,,,"(147.49, 10.77)",,,,,,,,"(567.38, 2.90)",,,,,,,,,,,,,"(188.07, 234.99)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(679.33, 97.59)",,,,,,,,,,,,"(587.48, 3.55)",,,,,,"(598.97, 5.93)",,,"(270.85, 28.92)","(326.53, 62.84)",,,,"(138.21, 337.23)",,,"(273.62, 124.65)","(64.23, 200.47)",,,"(665.55, 40.09)","(664.77, 32.70)","(292.76, 305.41)","(7.06, 235.56)",,,,,,,,,,,
221,,,,,,,,,"(333.37, 357.93)",,,,,,,,"(466.83, 148.56)",,,,,,,,"(148.84, 10.31)",,,,,,,,"(567.98, 1.91)",,,,,,,,,,,,,"(188.44, 233.79)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(680.64, 96.96)",,,,,,,,,,,,"(587.60, 2.92)",,,,,,"(598.89, 4.45)",,,"(271.01, 25.43)","(326.26, 62.31)",,,,"(138.23, 337.25)",,,"(273.69, 124.74)","(62.63, 199.48)",,,"(665.18, 40.28)","(663.36, 31.90)","(293.06, 304.49)","(7.19, 233.95)",,,,,,,,,,,
222,,,,,,,,,"(332.66, 357.78)",,,,,,,,"(466.53, 145.05)",,,,,,,,"(150.95, 9.21)",,,,,,,,"(568.29, 1.73)",,,,,,,,,,,,,"(189.13, 232.16)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(681.31, 96.10)",,,,,,,,,,,,"(587.44, 2.64)",,,,,,"(599.08, 3.48)",,,"(270.74, 22.16)","(325.81, 61.61)",,,,"(138.28, 337.26)",,,"(273.66, 124.72)","(60.54, 197.94)",,,"(665.14, 40.30)","(662.30, 30.72)","(293.83, 303.26)","(7.15, 232.75)",,,,,,,,,,,
223,,,,,,,,,"(332.02, 357.84)",,,,,,,,"(466.16, 142.04)",,,,,,,,"(153.01, 8.39)",,,,,,,,,,,,,,,,,,,,,"(189.23, 230.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(682.37, 94.60)",,,,,,,,,,,,"(587.16, 2.21)",,,,,,"(599.05, 2.58)",,,"(271.38, 18.98)","(325.43, 61.04)",,,,"(138.31, 337.26)",,,"(273.70, 124.76)","(58.42, 196.22)",,,"(665.14, 40.32)","(661.47, 28.82)","(294.53, 302.27)","(7.02, 231.43)",,,,,,,,,,,
224,,,,,,,,,"(330.49, 357.63)",,,,,,,,"(465.76, 138.43)",,,,,,,,"(155.25, 6.98)",,,,,,,,,,,,,,,,,,,,,"(189.37, 228.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(683.31, 93.36)",,,,,,,,,,,,"(586.95, 2.12)",,,,,,"(599.16, 2.30)",,,"(271.37, 15.58)","(324.41, 59.91)",,,,"(138.33, 337.29)",,,"(273.75, 124.67)","(55.94, 194.06)",,,"(665.12, 40.30)","(661.07, 27.33)","(294.65, 301.21)","(6.96, 229.91)","(557.60, 140.31)",,,,,,,,,,
225,,,,,,,,,"(329.17, 357.93)",,,,,,,,"(465.42, 134.86)",,,,,,,,"(157.76, 5.43)",,,,,,,,,,,,,,,,,,,,,"(190.14, 226.76)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(684.23, 92.51)",,,,,,,,,,,,"(586.84, 2.11)",,,,,,"(599.28, 1.96)",,,"(271.33, 12.36)","(323.67, 58.51)",,,,"(138.33, 337.30)",,,"(273.82, 124.65)","(53.50, 192.25)",,,"(665.13, 40.30)","(660.18, 25.69)","(295.38, 299.05)","(7.03, 228.62)","(557.63, 140.27)","(75.83, 5.83)",,,,,,,,,
226,,,,,,,,,"(327.90, 357.91)",,,,,,,,"(465.03, 131.37)",,,,,,,,"(160.48, 3.98)",,,,,,,,,,,,,,,,,,,,,"(190.56, 225.21)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(685.56, 90.71)",,,,,,,,,,,,"(586.85, 2.09)",,,,,,"(599.59, 1.50)",,,"(270.88, 9.17)","(322.99, 56.43)",,,,"(138.35, 337.29)",,,"(273.90, 124.83)","(51.59, 191.01)",,,"(665.28, 40.30)","(659.51, 23.97)","(295.97, 296.58)","(7.42, 226.06)","(557.63, 140.20)","(76.16, 4.06)",,,,,,,,,
227,,,,,,,,,"(327.04, 358.21)",,,,,,,,"(464.78, 128.04)",,,,,,,,"(162.58, 3.19)",,,,,,,,,,,,,,,,,,,,,"(191.09, 223.43)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(687.22, 89.12)",,,,,,,,,,,,"(586.88, 2.09)",,,,,,"(599.65, 1.46)",,,"(270.35, 7.16)","(321.50, 54.11)",,,,"(139.10, 338.93)",,,"(273.80, 124.79)","(49.06, 189.98)",,,"(665.25, 40.31)","(659.58, 22.43)","(295.50, 294.50)","(7.38, 223.56)","(557.91, 140.21)","(76.25, 3.35)",,,,,,,,,
