frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id27,id29,id30,id31,id32,id33,id34,id35,id36,id37,id39,id41,id42,id44,id45,id47,id49,id50,id51
261,"(237.64, 219.26)",,,"(49.74, 43.59)",,"(167.02, 21.05)","(358.56, 29.85)","(61.55, 26.94)",,,,,,"(38.66, 127.00)",,"(353.98, 117.71)","(53.98, 20.60)","(133.97, 27.95)","(45.45, 69.46)","(297.19, 70.95)","(393.30, 411.27)","(28.61, 396.34)",,"(8.89, 20.54)","(140.34, 20.81)",,,"(245.60, 295.95)",,,"(126.88, 43.70)","(120.76, 133.20)",,,"(130.70, 24.94)","(293.02, 31.53)",,,,,,,,
262,"(237.77, 218.59)",,,"(51.99, 42.54)",,"(166.81, 22.10)","(359.36, 30.29)","(61.81, 26.46)",,,,,,"(37.57, 125.75)",,"(353.93, 117.93)","(53.43, 20.89)",,"(44.82, 69.21)","(297.19, 70.96)","(393.30, 411.28)","(28.30, 395.67)",,"(8.88, 20.63)","(140.19, 20.79)",,,"(245.60, 296.07)",,,"(126.74, 43.62)","(120.79, 132.70)",,,"(130.61, 25.39)","(293.00, 31.60)",,,,,,,,
263,"(237.79, 218.47)",,,"(52.54, 42.17)",,"(166.17, 21.83)","(359.89, 30.01)","(62.62, 26.30)",,,,,,"(36.54, 124.09)",,"(353.90, 117.99)","(52.93, 20.65)",,"(43.27, 67.60)","(297.23, 70.98)","(393.30, 411.26)","(28.29, 395.22)",,"(9.04, 20.74)","(140.05, 20.78)",,,"(245.69, 295.89)",,,"(126.61, 43.64)","(120.76, 132.06)",,,"(130.49, 25.24)","(293.02, 31.59)",,,,,,,,
264,"(238.06, 218.38)",,,"(53.93, 41.34)",,"(166.03, 21.86)","(360.20, 29.68)","(62.99, 26.58)",,,,,,"(34.84, 122.50)",,"(353.83, 118.07)","(51.30, 20.68)",,"(41.95, 66.88)","(297.20, 71.07)","(393.31, 411.28)","(28.27, 395.06)",,"(9.28, 20.86)","(140.02, 21.07)",,,"(245.79, 295.92)",,,"(126.62, 43.68)","(120.80, 131.18)",,,"(130.25, 25.39)","(293.01, 31.61)",,,,,,,,
265,"(238.05, 217.84)",,,"(55.36, 41.12)",,"(165.45, 21.64)","(361.55, 29.30)","(63.36, 26.90)",,,,,,"(33.53, 120.49)",,"(353.82, 118.07)","(50.41, 20.84)",,"(40.82, 66.05)","(297.23, 71.05)","(393.31, 411.28)","(28.27, 395.05)",,"(9.31, 20.99)","(139.87, 21.21)",,,"(245.77, 295.84)",,,"(126.59, 43.62)","(120.77, 129.55)",,,"(129.75, 26.12)","(293.02, 31.61)",,,,,,,,
266,"(238.07, 216.90)",,,"(56.10, 40.91)",,"(164.26, 21.09)","(363.56, 29.10)","(63.69, 27.01)",,,,,,"(32.26, 119.08)",,"(353.79, 118.10)","(49.73, 20.68)",,"(40.49, 65.30)","(297.20, 71.05)","(393.31, 411.17)","(28.26, 395.08)",,"(9.35, 21.36)","(139.92, 21.39)",,,"(245.75, 295.86)",,,"(126.57, 43.60)","(120.87, 128.53)",,,"(128.64, 26.98)","(292.99, 31.62)",,,,,,,,
267,"(238.08, 215.92)",,,"(56.96, 40.47)",,"(162.82, 20.93)","(364.60, 30.12)","(64.05, 26.75)",,,,,,"(30.90, 117.22)",,"(353.81, 118.13)","(48.51, 19.92)",,"(39.56, 64.25)","(297.18, 71.04)","(393.30, 411.17)","(28.26, 395.07)",,"(9.69, 21.41)","(140.07, 21.45)",,,"(245.76, 295.94)",,,"(126.58, 43.46)","(121.01, 127.16)",,,"(127.46, 27.62)","(293.00, 31.58)",,,,,,,,
268,"(238.36, 214.95)",,,"(57.23, 40.41)",,"(161.68, 20.71)","(365.51, 30.27)","(64.56, 26.82)",,,,,,"(29.82, 115.42)",,"(353.78, 118.14)","(47.66, 19.65)","(132.50, 30.64)","(38.82, 62.96)","(297.23, 71.06)","(393.30, 411.18)","(28.25, 395.06)",,"(9.94, 21.58)","(139.50, 22.19)",,,"(245.76, 295.96)",,,"(126.56, 43.53)","(121.00, 125.37)",,,"(126.22, 27.34)","(292.95, 31.55)",,,,,,,,
269,"(238.40, 213.91)",,,"(57.26, 40.28)",,"(160.63, 20.64)","(366.61, 30.36)","(65.05, 26.78)",,,,,,"(28.73, 113.48)",,"(353.79, 118.13)","(46.12, 19.56)","(133.34, 31.60)","(37.55, 61.17)","(297.25, 71.08)","(393.32, 411.25)","(28.25, 395.04)",,"(10.20, 21.83)","(138.87, 23.08)",,,"(245.78, 295.94)",,,"(126.50, 43.53)","(121.04, 123.00)",,,"(125.33, 26.58)","(292.94, 31.53)",,,,,,,,
270,"(238.55, 212.74)",,,"(57.34, 40.33)",,"(159.77, 20.65)","(367.22, 30.67)","(65.44, 26.91)",,,,,,"(28.33, 111.88)",,"(353.80, 118.18)","(44.66, 19.59)","(134.20, 32.37)","(36.14, 59.48)","(297.28, 71.10)","(393.31, 411.25)","(28.24, 395.06)",,"(10.41, 22.13)","(138.19, 23.83)",,,"(245.78, 295.91)",,,"(126.45, 43.54)","(120.97, 121.44)",,,"(124.74, 26.45)","(292.90, 31.59)",,,,,,,,
271,"(238.52, 211.75)",,,"(57.35, 40.26)",,"(159.40, 20.70)","(367.65, 30.66)","(66.00, 27.02)",,,,,,"(28.02, 110.18)",,"(353.80, 118.17)","(43.64, 20.33)","(134.65, 32.74)","(35.13, 57.63)","(297.28, 71.10)","(393.32, 411.24)","(28.24, 395.04)",,"(10.76, 22.49)","(138.23, 24.07)",,,"(245.77, 295.89)",,,"(126.45, 43.70)","(120.96, 119.91)",,,"(124.14, 26.63)","(292.94, 31.58)",,,,,,,,
272,"(238.61, 210.60)",,,"(57.44, 40.29)",,"(159.25, 20.63)","(368.26, 30.64)","(66.37, 27.09)",,,,,,"(27.26, 108.85)",,"(353.84, 118.17)","(42.06, 21.32)","(134.75, 33.02)","(34.61, 55.99)","(297.28, 71.12)","(393.32, 411.22)","(28.24, 395.03)",,"(10.93, 22.82)","(138.07, 24.19)",,,"(245.91, 295.84)",,,"(126.75, 43.59)","(121.12, 118.77)",,,"(123.13, 26.05)","(292.95, 31.59)",,,,,,,,
273,"(238.62, 209.35)",,,"(57.51, 40.30)",,"(159.43, 20.59)","(369.20, 30.20)","(66.58, 27.03)",,,,,,"(26.92, 107.74)",,"(353.84, 118.18)","(41.03, 21.58)","(134.66, 33.10)","(34.28, 54.16)","(297.29, 71.13)","(393.32, 411.22)","(28.21, 395.05)",,"(10.62, 23.13)","(137.74, 24.65)",,,"(245.90, 295.92)",,,"(126.89, 43.22)","(121.35, 117.70)",,,"(122.81, 25.29)","(292.97, 31.54)",,,,,,,,
274,"(239.00, 207.43)",,,"(57.55, 40.29)",,"(159.08, 20.56)","(371.98, 29.61)","(66.69, 26.82)",,,,,,"(26.16, 106.31)",,"(353.86, 118.16)","(40.00, 22.24)","(134.59, 33.05)","(34.17, 52.54)","(297.33, 71.13)","(393.31, 411.23)","(28.21, 395.04)",,"(10.73, 23.10)","(137.51, 24.81)",,,"(245.82, 295.85)",,,"(126.84, 43.25)","(121.62, 115.76)",,,"(122.56, 24.64)","(293.01, 31.52)",,,,,,,,
275,"(239.24, 206.19)",,"(180.14, 21.60)","(57.99, 39.68)",,"(158.91, 20.62)","(373.05, 29.13)","(66.90, 26.32)",,,,,,"(25.57, 105.93)",,"(353.88, 118.17)","(38.67, 22.21)","(135.22, 33.98)","(33.87, 50.85)","(297.30, 71.16)","(393.31, 411.30)","(28.22, 395.09)",,"(10.71, 23.25)","(137.47, 24.71)",,,"(245.83, 296.16)",,,"(126.81, 42.82)","(121.54, 115.04)",,,"(121.90, 24.28)","(292.94, 31.53)",,,,,,,,
276,"(239.14, 205.09)",,"(180.11, 21.57)","(58.89, 38.61)",,"(158.27, 20.56)","(374.42, 29.92)","(67.27, 25.30)",,,,,,,,"(353.88, 118.28)","(36.91, 22.06)","(136.79, 34.10)","(33.88, 49.15)","(297.23, 71.12)","(393.30, 411.34)","(28.26, 395.08)",,"(10.72, 23.60)","(136.81, 24.89)",,,"(245.83, 296.21)",,,"(126.55, 42.55)","(121.56, 114.20)",,,"(121.61, 24.89)","(293.04, 31.56)",,,,,,,,
277,"(239.31, 203.82)",,"(180.10, 21.56)","(59.58, 37.92)",,"(157.96, 20.76)","(375.76, 29.57)","(67.56, 24.69)",,,,,,,,"(353.88, 118.34)","(35.53, 21.93)","(139.66, 34.37)","(33.81, 47.73)","(297.21, 71.14)","(393.28, 411.36)","(28.27, 395.09)",,"(10.77, 23.85)","(137.46, 25.09)",,,"(245.74, 296.07)",,,"(126.76, 41.96)","(121.43, 112.95)",,,"(121.89, 25.98)","(293.08, 31.61)",,,,,,,,
278,"(239.46, 202.58)",,"(179.25, 21.06)","(60.67, 37.33)",,"(157.95, 20.88)","(377.61, 29.20)","(67.59, 24.46)",,,,,,,,"(353.90, 118.30)","(33.12, 21.58)","(142.63, 34.52)","(33.48, 46.49)","(297.19, 71.20)","(393.31, 411.36)","(28.31, 395.31)",,"(11.03, 24.00)","(137.06, 25.92)",,,"(245.67, 296.06)",,,"(126.52, 40.25)","(121.67, 111.77)",,,"(122.38, 26.73)","(293.07, 31.58)",,,,,,,,
279,"(239.91, 200.43)",,"(179.30, 21.13)","(61.91, 36.05)",,"(157.93, 20.80)","(380.06, 28.61)","(67.13, 24.92)",,,,,,,,"(353.88, 118.20)","(31.65, 21.21)","(144.99, 35.09)","(33.12, 45.22)","(297.27, 71.19)","(393.28, 411.34)","(28.26, 395.10)",,"(10.95, 24.34)","(137.06, 25.51)",,,"(245.69, 296.25)",,"(121.58, 104.85)","(125.65, 36.91)","(121.72, 111.38)",,,"(122.30, 26.21)","(292.94, 31.60)",,,,,,,,
280,"(240.20, 198.68)",,"(179.38, 21.90)","(62.90, 34.83)",,"(157.90, 20.89)","(381.85, 28.91)","(66.75, 24.58)",,,,,,,,"(353.86, 118.08)","(29.88, 21.13)","(145.87, 35.13)","(32.89, 45.23)","(297.23, 71.19)","(393.27, 411.45)","(27.69, 394.57)",,"(11.11, 24.41)","(136.39, 24.95)",,,"(245.72, 296.43)",,"(121.60, 104.87)","(125.27, 34.14)","(121.74, 111.27)",,,"(123.09, 24.90)","(293.00, 31.62)",,,,,,,,
281,"(240.32, 197.06)",,"(179.21, 22.54)","(63.80, 33.62)",,"(157.90, 20.86)","(382.06, 29.41)","(66.15, 24.06)",,,,,,,,"(353.86, 118.07)",,"(146.43, 35.02)","(32.92, 45.31)","(297.27, 71.18)","(393.26, 411.34)","(27.35, 394.09)",,"(10.76, 24.58)","(136.23, 24.82)",,,"(245.74, 296.43)",,"(121.60, 104.87)","(125.09, 31.95)","(121.75, 111.26)",,,"(123.49, 24.37)","(293.03, 31.61)",,,,,,,,
282,"(240.47, 195.95)",,"(178.94, 22.81)","(64.23, 32.40)",,"(157.77, 20.84)","(383.30, 29.70)","(65.94, 23.60)",,,,,,,,"(353.82, 118.19)",,"(147.51, 34.82)","(32.93, 45.31)","(297.32, 71.34)","(393.27, 411.31)","(26.31, 393.44)",,"(10.69, 24.56)","(135.44, 24.85)",,,"(245.72, 296.46)",,"(121.58, 104.85)","(125.23, 30.29)","(121.73, 111.30)",,,"(123.56, 25.14)","(293.05, 31.68)","(357.18, 73.50)",,,,,,,
283,"(240.70, 195.45)",,"(178.50, 22.98)","(64.75, 31.65)",,"(158.03, 20.70)","(384.56, 30.15)","(65.16, 23.05)",,,,,,,,"(353.81, 118.19)",,"(147.58, 34.72)","(32.95, 45.26)","(297.33, 71.41)","(393.26, 411.31)","(25.73, 393.02)",,"(10.70, 24.53)","(135.13, 24.65)",,,"(246.08, 297.86)",,"(121.56, 104.88)","(124.91, 26.89)","(121.72, 111.24)",,,,"(293.04, 31.68)","(357.06, 72.46)",,,,,,,
284,"(240.81, 195.34)",,"(178.02, 23.11)","(65.33, 31.11)",,"(158.55, 20.72)","(384.68, 30.91)","(65.14, 22.43)",,,,,,,,"(353.81, 118.24)",,"(147.53, 34.75)","(32.80, 43.82)","(297.29, 71.56)","(393.25, 411.31)","(25.02, 392.19)",,"(10.69, 24.67)","(134.57, 24.42)",,,"(245.81, 298.45)",,"(121.56, 104.88)","(124.48, 25.51)","(121.70, 111.26)",,,,"(293.03, 31.69)","(357.13, 70.83)",,,,,,,
285,"(240.97, 195.37)",,"(178.00, 23.23)","(65.73, 31.00)",,"(159.08, 20.50)","(384.94, 31.01)","(65.00, 21.93)",,,,,,,,"(353.84, 118.27)","(24.47, 20.57)","(147.56, 34.72)","(32.89, 42.38)","(297.30, 71.61)","(393.24, 411.32)","(24.76, 391.32)",,"(10.62, 24.59)","(133.02, 23.74)",,,"(245.72, 297.97)",,"(121.57, 105.05)","(124.42, 23.40)","(121.69, 111.09)",,,,"(292.98, 31.73)","(357.08, 69.49)",,,,,,,
286,"(240.99, 195.04)",,"(178.03, 23.21)","(65.89, 30.91)",,"(159.19, 20.43)","(386.29, 30.96)","(65.00, 21.89)",,,,,,,,"(353.86, 118.35)","(23.41, 20.96)","(147.51, 34.70)","(32.73, 40.51)","(297.38, 71.63)","(393.25, 411.32)","(24.18, 390.14)",,"(10.41, 23.81)","(132.34, 23.65)",,,"(245.69, 297.89)",,"(121.58, 104.90)","(124.03, 22.15)","(121.68, 111.14)",,,,"(292.97, 31.74)","(357.11, 67.99)",,,,,,,
287,"(241.05, 194.14)",,"(177.97, 23.22)","(65.89, 30.91)",,"(159.05, 20.69)","(387.40, 31.20)","(64.97, 21.87)",,,,,,,,"(353.85, 118.38)","(21.77, 21.45)","(147.54, 34.73)","(32.78, 38.67)","(297.38, 71.63)","(393.26, 411.30)","(23.66, 389.39)",,"(10.60, 23.75)","(131.91, 23.60)",,,"(245.55, 297.51)",,"(121.57, 105.04)","(123.83, 23.41)","(121.75, 111.12)",,,,"(292.94, 31.72)","(356.94, 66.49)",,,,,,,
288,"(241.23, 192.82)",,"(178.04, 23.38)","(66.07, 30.87)",,"(159.10, 20.73)","(388.25, 30.88)","(64.98, 21.79)",,,,,,,,"(353.89, 118.29)","(20.85, 21.48)","(147.67, 34.54)","(32.55, 36.67)","(297.41, 71.69)","(393.27, 411.37)","(23.26, 388.86)",,"(10.77, 23.37)","(131.50, 23.44)",,,"(245.28, 297.13)",,"(121.61, 105.35)","(123.22, 23.08)","(121.75, 111.13)",,,,"(292.99, 31.75)","(356.81, 64.65)",,,,,,,
289,"(241.81, 191.14)",,"(178.44, 23.62)","(66.54, 30.99)",,"(158.89, 20.68)","(389.26, 30.79)","(65.00, 21.83)",,,,,,,,"(353.88, 118.26)",,"(148.07, 33.50)","(32.59, 35.04)","(297.40, 71.66)","(393.26, 411.37)","(23.05, 388.09)",,"(11.32, 23.16)","(130.81, 23.39)",,,"(245.14, 296.87)",,"(121.60, 105.44)","(122.83, 23.78)","(121.75, 111.10)",,,,"(293.00, 31.72)","(356.36, 61.91)",,,,,,,
290,"(242.07, 189.28)",,"(178.57, 23.72)","(66.93, 31.75)",,"(158.71, 20.55)","(389.44, 30.56)","(65.04, 21.84)",,,,,,,,"(353.92, 118.26)",,"(149.02, 33.06)","(33.12, 33.32)","(297.43, 71.66)","(393.26, 411.39)","(22.30, 387.03)",,"(13.31, 22.83)","(130.22, 23.26)",,,"(245.00, 296.66)",,"(121.61, 105.34)","(122.32, 24.43)","(121.79, 111.30)",,,,"(293.05, 31.74)","(356.28, 59.59)",,,,,,,
291,"(242.40, 187.68)",,"(178.64, 23.77)","(67.10, 31.61)",,"(158.72, 20.55)","(390.20, 29.84)","(63.81, 19.99)",,,,,,,,"(353.92, 118.28)",,"(150.25, 32.50)","(33.26, 32.72)","(297.39, 71.67)","(393.26, 411.39)","(22.18, 386.37)",,"(14.74, 22.51)","(129.75, 23.05)",,,"(244.81, 296.66)",,"(121.62, 105.20)","(122.00, 24.81)","(121.77, 111.32)",,,,"(293.01, 31.78)","(356.04, 57.65)",,,,,,,
292,"(242.85, 186.45)",,"(178.70, 23.81)","(67.17, 31.35)",,"(158.59, 19.80)","(391.32, 29.17)","(63.49, 19.13)",,,,,,"(13.18, 72.46)",,"(353.94, 118.27)",,"(151.42, 32.16)","(33.70, 31.20)","(297.42, 71.66)","(393.26, 411.39)","(22.06, 386.14)",,"(14.49, 22.42)","(129.30, 23.09)",,,"(244.80, 296.66)",,"(121.63, 105.32)","(121.81, 25.22)","(121.81, 111.25)",,,,"(293.05, 31.80)","(356.01, 55.69)",,,,,,,
293,"(243.22, 185.09)",,"(178.70, 23.81)","(67.26, 31.13)",,"(158.51, 18.98)","(392.13, 29.35)",,,,,,,"(12.94, 71.85)",,"(353.97, 118.23)",,"(152.27, 31.84)","(33.61, 29.51)","(297.50, 71.76)","(393.28, 411.40)","(21.75, 385.76)",,"(13.77, 22.63)","(128.95, 22.97)",,,"(244.67, 296.66)",,"(121.61, 105.24)","(121.75, 25.40)","(121.79, 111.30)",,,,"(293.02, 31.78)","(355.90, 53.76)",,,,,,,
294,"(243.59, 183.72)",,"(178.67, 23.82)","(67.02, 31.15)",,"(158.46, 17.74)","(393.48, 29.62)",,,,,,,"(12.43, 70.69)",,"(353.94, 118.23)",,"(152.18, 31.69)","(33.23, 28.39)","(297.52, 71.81)","(393.29, 411.40)","(21.74, 385.75)",,"(12.99, 22.82)","(128.15, 23.17)",,,"(244.71, 295.87)",,"(121.59, 105.42)","(121.80, 25.61)","(121.80, 111.20)",,,,"(292.98, 31.78)","(355.54, 51.45)",,,,,,,
295,"(243.75, 182.44)",,"(178.64, 23.80)","(66.68, 30.99)",,"(157.40, 16.34)","(394.47, 29.56)",,,,,,,"(12.07, 69.90)",,"(353.93, 118.30)",,"(152.46, 31.41)","(32.20, 26.61)","(297.57, 71.84)","(393.28, 411.39)","(21.73, 385.74)",,"(12.85, 22.79)","(128.27, 22.89)",,,"(244.71, 295.56)",,"(121.62, 105.19)","(121.79, 25.62)",,,,,"(292.99, 31.77)","(355.29, 49.15)",,,,,,,
296,"(244.13, 180.61)",,"(178.57, 23.76)","(66.15, 31.11)",,"(156.71, 15.45)","(395.34, 29.62)",,,,,,,"(11.73, 68.59)",,"(353.94, 118.32)",,"(152.57, 31.18)","(31.15, 24.74)","(297.56, 71.93)","(393.29, 411.40)","(21.70, 385.74)",,"(12.71, 22.84)","(128.17, 23.01)",,,"(244.68, 295.50)",,"(121.65, 105.28)","(121.75, 25.60)",,,,,"(293.01, 31.81)","(355.14, 46.47)",,,,,,,
297,"(244.52, 179.77)",,"(178.60, 23.78)","(65.60, 30.72)",,"(156.01, 14.60)","(395.66, 29.63)",,,,,,,"(11.07, 67.02)",,"(353.94, 118.29)",,"(152.24, 31.59)","(30.36, 22.80)","(297.54, 71.93)","(393.29, 411.40)","(21.66, 385.73)",,"(10.79, 22.57)","(128.32, 22.98)",,,"(244.79, 295.02)",,"(121.62, 105.26)","(121.69, 25.68)",,,,,"(292.99, 31.78)","(354.83, 44.04)",,,,,,,
298,"(244.60, 179.60)",,"(178.62, 23.82)","(64.63, 30.79)",,"(154.82, 13.03)","(396.34, 29.71)",,,,,,,"(10.73, 65.95)",,"(353.94, 118.27)",,"(152.40, 31.44)","(29.90, 21.31)","(297.47, 71.93)","(393.28, 411.39)","(21.66, 385.72)",,"(8.96, 22.47)","(127.43, 21.82)",,,"(244.66, 294.23)",,"(121.62, 105.13)","(121.67, 25.52)",,,,,"(293.01, 31.76)","(354.50, 41.68)",,,,,,,
299,"(244.72, 179.64)",,"(178.62, 23.82)","(63.96, 30.53)",,,"(397.29, 29.44)",,,,,,,"(10.29, 64.57)",,"(353.94, 118.28)",,"(152.16, 31.69)","(29.62, 21.50)","(297.47, 71.92)","(393.29, 411.40)","(21.66, 385.73)",,"(8.47, 22.33)","(126.96, 21.43)",,,"(244.39, 293.23)",,"(121.64, 105.16)","(122.08, 26.19)",,,,,"(293.01, 31.73)","(354.40, 39.80)",,,,,,,
300,"(244.85, 179.08)",,"(178.69, 23.91)","(62.83, 29.92)",,,"(398.93, 28.75)",,,,,,,"(9.96, 63.51)",,"(353.97, 118.28)",,"(152.63, 31.68)","(28.37, 21.79)","(297.42, 71.86)","(393.31, 411.37)","(21.63, 385.73)",,"(8.26, 22.54)","(126.35, 21.62)",,,"(244.53, 292.19)",,"(121.62, 105.20)","(122.48, 26.54)",,,,,"(292.98, 31.69)","(354.29, 39.53)",,,,,,,
301,"(245.08, 177.92)",,"(178.84, 24.35)","(62.06, 29.85)",,,"(400.45, 28.30)",,,,,,,"(9.51, 62.11)",,"(353.97, 118.27)",,"(152.69, 31.62)","(27.23, 22.43)","(297.41, 71.87)","(393.32, 411.35)","(21.64, 385.75)",,"(8.32, 22.66)",,,,"(244.55, 290.96)",,"(121.60, 105.26)","(123.53, 26.30)",,,,,"(292.97, 31.71)","(354.30, 39.53)",,,,,,,
302,"(245.30, 176.48)",,"(178.30, 24.40)","(61.02, 29.81)",,,"(401.45, 28.30)",,,,,,,"(9.01, 61.23)",,"(353.99, 118.32)",,"(152.81, 31.56)",,"(297.40, 71.86)","(393.30, 411.35)","(21.64, 385.73)",,"(8.40, 22.39)",,,,"(244.39, 289.43)",,"(121.60, 105.32)","(123.68, 26.49)","(121.58, 110.50)",,,,"(292.95, 31.68)","(354.29, 39.52)",,,,,,,
303,"(245.74, 175.41)",,"(178.00, 24.82)","(59.98, 29.36)",,,"(401.96, 28.41)",,,,,,,"(8.36, 59.75)",,"(353.98, 118.33)",,"(152.85, 31.52)",,"(297.41, 71.86)","(393.31, 411.34)","(21.64, 385.75)",,"(8.50, 21.94)",,,,"(244.24, 288.39)",,,"(123.47, 26.19)","(121.52, 109.65)",,,,"(293.01, 31.69)","(354.27, 39.43)",,,,,,,
304,"(246.02, 173.96)",,"(178.23, 25.13)","(58.92, 29.24)",,,"(402.48, 28.48)",,,,,,,"(7.79, 58.99)",,"(353.99, 118.34)",,"(152.81, 31.51)",,"(297.46, 71.58)","(393.31, 411.37)","(21.65, 385.75)",,"(8.49, 21.43)",,,,"(244.10, 286.77)",,,"(123.76, 26.52)","(121.55, 110.02)",,,,"(293.03, 31.68)","(354.16, 38.80)",,,,,,,
305,"(246.52, 171.92)",,"(178.20, 25.17)","(57.70, 28.33)",,,"(402.79, 28.50)",,,,,,,"(7.43, 57.95)",,"(353.99, 118.38)",,"(152.84, 31.47)",,"(297.38, 71.41)","(393.31, 411.37)","(21.65, 385.74)",,"(8.56, 21.07)",,,,"(244.00, 285.30)",,,"(123.87, 26.04)","(121.58, 109.26)",,,,"(293.13, 31.60)","(353.74, 36.57)",,,,,,,
306,"(246.91, 170.39)",,"(178.20, 25.25)","(56.38, 27.60)",,,"(403.44, 28.55)",,,,,,,"(7.04, 57.14)",,"(353.97, 118.39)",,"(152.80, 31.46)","(23.44, 21.51)","(297.18, 71.08)","(393.32, 411.39)","(21.64, 385.74)",,"(8.77, 20.72)",,,,"(243.87, 284.18)",,,"(121.79, 24.39)",,,,,"(293.11, 31.63)","(353.47, 33.82)",,,,,,,
307,"(247.41, 168.63)",,"(178.13, 25.29)","(54.50, 27.07)",,,"(404.30, 28.86)",,,,,,,"(6.56, 56.43)",,"(353.93, 118.36)",,"(152.82, 31.46)","(23.21, 21.34)","(297.01, 70.80)","(393.32, 411.37)","(21.64, 385.73)",,"(9.04, 20.40)",,,,"(243.62, 282.95)",,,"(121.88, 24.38)",,,,,"(293.05, 31.61)","(353.38, 31.32)",,,,,,,
308,"(247.59, 166.79)",,"(178.10, 25.32)","(53.22, 27.01)",,,"(404.56, 29.50)",,,,,,,"(6.28, 55.55)",,"(353.92, 118.35)",,"(152.78, 31.41)","(22.20, 21.60)","(296.86, 70.68)","(393.32, 411.36)","(21.64, 385.74)",,"(9.07, 20.17)",,,,"(243.62, 281.73)",,,"(121.90, 24.42)",,,,"(129.02, 26.93)","(293.08, 31.60)","(353.52, 29.75)",,,,,,,
309,"(247.85, 165.06)",,"(178.14, 25.32)","(51.47, 27.38)",,,"(404.49, 29.72)",,,,,,,"(5.88, 54.05)",,"(353.93, 118.34)",,"(152.81, 31.43)","(23.75, 23.40)","(296.83, 70.57)","(393.32, 411.35)","(21.63, 385.72)",,"(9.33, 20.02)",,,,"(243.56, 280.66)",,,"(122.22, 23.79)",,,,"(129.07, 26.91)","(293.14, 31.59)","(353.44, 29.30)",,,,,,,
310,"(247.99, 163.23)",,"(178.25, 25.33)","(49.93, 28.61)",,,"(404.47, 29.71)",,,,,,,"(5.46, 53.10)",,"(353.97, 118.34)",,"(152.83, 31.47)","(24.13, 23.90)","(296.83, 70.31)","(393.33, 411.37)","(21.57, 385.60)",,"(9.80, 19.48)",,,,"(243.40, 279.20)",,,"(123.05, 23.06)",,,,"(129.52, 26.70)","(293.20, 31.55)","(353.30, 28.29)",,,,,,,
311,"(248.13, 161.43)",,"(178.27, 25.28)","(48.50, 29.52)",,,"(404.07, 30.52)",,,,,,,"(5.23, 52.43)",,"(353.98, 118.31)",,"(152.85, 31.50)","(24.62, 25.02)","(296.73, 70.28)","(393.31, 411.35)","(21.51, 385.56)",,"(10.10, 19.12)",,,,"(243.20, 277.62)",,,"(123.48, 22.30)",,,,"(129.53, 26.75)","(293.32, 31.53)","(352.91, 28.35)",,,,,,,
312,"(248.25, 159.88)",,"(178.24, 24.90)","(46.60, 30.01)",,,"(403.56, 31.27)",,,,,,,"(5.21, 51.83)",,"(353.97, 118.38)","(19.95, 18.20)","(152.87, 31.47)","(24.85, 25.71)","(296.60, 70.32)","(393.31, 411.39)","(21.41, 385.46)",,,,,,"(243.00, 276.17)",,"(121.46, 105.02)","(123.85, 21.46)",,,,"(129.36, 27.05)","(293.35, 31.51)","(352.69, 28.79)",,,,,,,
313,"(248.51, 158.42)",,"(177.02, 23.63)","(45.27, 30.42)",,,"(403.51, 31.26)",,,,,,,"(5.05, 51.20)",,"(353.96, 118.35)","(19.25, 18.24)","(152.82, 31.42)","(24.87, 25.84)","(296.61, 70.32)","(393.31, 411.40)","(21.22, 385.18)",,,,,,"(242.68, 274.56)",,"(121.46, 104.97)","(124.47, 21.18)","(121.51, 111.24)",,,"(129.70, 27.00)","(293.38, 31.51)","(352.72, 28.81)",,,,,,,
314,"(248.54, 157.22)",,"(175.35, 22.44)","(43.40, 31.28)",,,"(403.30, 30.55)",,,,,,,"(4.53, 50.09)",,"(353.95, 118.31)","(18.40, 18.24)","(152.82, 31.48)","(24.91, 26.05)","(296.61, 70.32)","(393.32, 411.41)","(21.22, 385.18)",,,,,,"(242.41, 272.68)",,"(121.47, 105.05)",,"(121.62, 111.11)",,,"(130.17, 27.77)","(293.40, 31.53)","(352.49, 28.42)",,,,,,,
315,"(248.95, 156.27)",,"(174.52, 22.26)","(42.18, 31.99)",,,"(402.90, 30.02)",,,,,,,"(4.51, 49.19)",,"(353.91, 118.29)","(17.26, 18.17)","(152.83, 31.48)","(24.27, 25.77)","(296.61, 70.34)","(393.31, 411.32)","(21.23, 385.18)",,,,,,"(242.35, 270.81)",,"(121.47, 105.13)",,"(121.63, 111.06)",,,"(131.32, 28.45)","(293.38, 31.51)","(352.23, 27.81)",,,,,,,
316,"(248.96, 155.79)",,"(173.98, 20.98)","(41.80, 32.26)",,,"(403.17, 29.87)",,,,,,,"(4.34, 48.02)",,"(353.95, 118.17)","(16.36, 18.09)","(152.86, 31.46)","(24.70, 26.47)","(296.62, 70.34)","(393.31, 411.41)","(21.23, 385.16)",,,,,,"(241.88, 268.77)",,"(121.34, 105.18)",,,,,"(132.50, 28.60)","(293.35, 31.47)","(352.19, 27.22)",,,,,,,
