frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96
472,,"(255.82, 20.70)",,,"(131.10, 240.26)",,"(390.98, 447.05)","(643.24, 22.90)","(273.97, 231.65)",,,,,,,,,,"(624.55, 38.10)","(265.01, 215.66)","(145.76, 32.44)","(550.24, 199.73)","(377.58, 21.03)",,"(44.93, 27.02)",,,,"(39.93, 20.51)","(287.79, 219.55)",,,,,"(34.15, 36.31)",,"(563.46, 52.49)",,,"(147.00, 18.79)",,,,,,,,,,"(177.04, 57.93)",,,,,"(252.74, 399.66)","(30.76, 26.60)",,,,,,,"(584.01, 63.56)",,,"(540.69, 24.99)",,,,"(689.56, 32.14)","(542.10, 118.90)",,,,,,,,,,,"(564.05, 26.03)","(392.95, 29.14)",,,"(639.46, 18.12)",,,,,"(644.83, 286.18)",,,"(425.72, 388.86)","(416.14, 156.76)","(175.40, 27.14)"
473,,"(255.58, 20.75)",,,"(131.10, 240.24)",,"(391.03, 447.06)","(643.23, 22.77)","(273.91, 231.03)",,,,,,,,,,"(624.61, 38.09)","(265.58, 213.60)","(145.81, 32.32)","(550.25, 199.77)","(377.92, 20.67)",,"(45.14, 26.20)",,,,"(39.68, 20.95)","(287.82, 219.59)",,,,,"(34.75, 36.18)",,"(564.12, 51.32)",,,"(149.81, 19.02)",,,,,,,,,,"(176.86, 55.87)",,,,,"(252.62, 398.04)","(29.31, 26.66)",,,,,,,"(584.10, 63.52)",,,"(539.67, 26.49)",,,,"(689.85, 29.73)","(539.07, 118.08)",,,,,,,,,,,"(564.31, 26.00)","(390.85, 28.59)",,,"(640.72, 17.54)",,,,,"(644.89, 286.17)",,,"(426.17, 388.72)","(416.11, 156.67)","(173.15, 26.19)"
474,,"(255.33, 20.83)",,,"(131.08, 240.25)",,"(391.02, 447.08)","(644.03, 23.42)","(273.62, 230.48)",,,,,,,,,,"(624.62, 37.94)","(265.53, 212.24)","(145.86, 32.44)","(550.26, 199.86)","(378.30, 20.19)",,"(45.44, 26.31)",,,,"(39.66, 20.89)","(287.94, 219.73)",,,,,"(35.96, 35.46)",,"(564.88, 50.54)",,,"(151.17, 19.33)",,,,,,,,,,"(177.20, 53.94)",,,,,"(252.62, 396.70)","(27.93, 26.80)",,,,,,,"(584.12, 63.34)",,,"(537.75, 27.10)",,,,"(690.68, 27.43)","(536.52, 117.13)",,,,,,,,,,,"(564.21, 25.94)","(389.58, 27.83)",,,"(641.32, 17.79)",,,,,"(644.90, 286.18)",,,"(426.68, 388.43)","(416.15, 156.68)","(170.93, 25.28)"
475,,"(254.87, 20.59)",,,"(131.06, 240.24)",,"(391.07, 447.11)","(643.90, 24.04)","(273.58, 230.01)",,,,,,,,,,"(624.51, 37.89)","(265.77, 210.93)","(145.82, 32.52)","(550.25, 199.84)","(378.89, 19.73)",,"(45.88, 26.33)",,,,"(39.09, 19.67)","(288.03, 219.81)",,,,,"(37.01, 35.25)",,"(565.18, 48.82)",,,"(152.92, 18.93)",,,,,,,,,,"(177.34, 52.37)",,,,,"(252.47, 395.46)",,,,,,,,"(584.30, 63.31)",,,"(537.46, 27.76)",,,,"(690.48, 25.17)","(534.19, 116.14)",,,,,,,,,,,"(564.32, 25.99)","(388.75, 27.24)",,,"(642.41, 17.69)",,,,,"(644.90, 286.30)",,,"(427.03, 388.27)","(416.16, 156.54)","(170.42, 25.26)"
476,,"(254.64, 20.07)",,,"(131.06, 240.25)",,"(391.11, 447.02)","(643.48, 25.62)","(273.54, 229.54)",,,"(416.60, 80.26)",,,,,,,"(624.25, 37.91)","(266.36, 209.15)","(145.85, 32.65)","(550.28, 199.81)","(379.51, 19.10)",,"(45.84, 26.60)",,,,"(38.24, 19.94)","(288.04, 219.81)",,,,,"(38.10, 35.00)",,"(565.47, 46.08)",,,"(153.56, 17.94)",,,,,,,,,,"(177.08, 50.44)",,,,,"(252.37, 393.82)","(22.93, 25.65)",,,,,,,"(583.99, 63.43)",,,"(536.04, 28.04)",,,,"(690.54, 22.36)","(531.84, 114.63)",,,,"(428.84, 8.46)",,,,,,,"(563.95, 25.17)","(386.79, 25.13)",,,"(643.39, 17.68)",,,,,"(644.75, 286.40)","(626.09, 55.38)",,"(427.03, 388.22)","(412.53, 141.11)","(171.24, 25.86)"
477,,"(254.96, 19.06)",,,"(130.96, 240.18)",,"(391.13, 447.03)","(641.51, 26.20)","(273.48, 228.84)",,,,,,,,,,"(624.27, 37.85)","(266.36, 207.25)","(145.86, 32.59)","(550.32, 199.86)","(379.83, 19.24)",,"(45.73, 26.53)",,,,,"(287.97, 219.82)",,,,,"(38.94, 33.98)",,"(566.10, 43.92)",,,"(155.41, 16.95)",,,,,,,,,,"(177.15, 47.89)",,,,,"(252.19, 392.52)","(20.66, 25.90)",,,,,,,,,,"(535.00, 28.39)",,,,"(690.67, 22.13)","(528.59, 113.68)",,,,"(380.10, 26.61)",,,,,,,"(563.81, 25.03)","(386.51, 25.25)",,,"(644.57, 17.44)",,,,,"(644.79, 286.41)","(625.86, 54.60)",,"(426.79, 388.21)",,"(171.69, 26.07)"
478,,"(255.03, 18.07)",,,"(130.88, 240.12)",,"(391.12, 447.02)","(639.01, 27.36)","(273.46, 228.62)",,,"(424.67, 8.87)",,,,,,,"(624.37, 37.78)","(266.71, 205.92)","(145.86, 32.60)","(550.35, 199.80)","(381.13, 19.57)",,"(46.15, 26.08)",,,,,"(287.99, 219.89)",,,,,"(39.60, 33.52)",,"(565.80, 41.52)",,,"(155.67, 17.62)",,,,,,,,,,"(177.06, 45.44)",,,,,"(252.13, 390.82)","(18.85, 24.91)",,,,,,,"(583.67, 63.75)",,,"(534.96, 28.44)",,,,"(690.88, 22.88)","(526.30, 112.24)",,,,"(379.35, 27.01)",,,,,,,"(563.39, 24.33)","(386.24, 25.48)",,,"(646.15, 17.89)",,,,,"(644.80, 286.42)","(625.69, 53.83)",,"(426.79, 388.21)",,"(171.18, 27.13)"
479,,"(255.65, 17.14)",,,"(130.71, 240.04)",,"(391.08, 447.04)","(637.76, 28.16)","(273.42, 228.31)",,,"(422.01, 8.99)",,,,,,,"(624.38, 37.49)","(266.72, 204.12)","(145.80, 32.64)","(550.34, 199.73)","(381.90, 20.01)",,"(46.38, 25.54)",,,,,"(288.08, 220.13)",,,,,"(40.83, 32.37)",,"(565.58, 38.32)",,,"(157.40, 18.15)",,,,,,,,,,"(177.20, 43.39)",,,,,"(252.34, 388.97)","(17.31, 24.76)",,,,,,,,,,"(534.72, 28.82)",,,,"(690.77, 23.55)","(523.80, 111.14)",,,,"(378.81, 27.45)",,,,,,,"(563.43, 24.17)",,,,"(649.30, 18.07)",,,,,"(644.80, 286.45)","(625.72, 52.73)",,"(426.52, 388.12)",,"(170.46, 27.39)"
480,,"(256.03, 16.46)",,,"(130.49, 240.14)",,"(391.04, 447.23)","(637.17, 28.48)","(273.37, 228.55)",,,"(419.08, 9.14)",,,,,,,"(624.26, 37.53)","(267.12, 203.01)","(146.03, 32.56)","(550.03, 199.76)","(382.03, 20.41)",,,,,,,"(288.20, 220.12)",,,,,"(42.83, 30.53)",,"(566.07, 36.15)",,,"(157.85, 18.86)",,,,,,,,,,"(177.06, 41.00)",,,,,"(251.96, 387.12)","(16.47, 24.66)",,,,,,,,,,"(534.79, 29.18)",,,,"(690.63, 24.19)","(521.98, 109.88)",,,,"(377.96, 27.64)",,,,,,,"(563.30, 23.95)",,,,"(650.81, 17.82)",,,,,"(644.87, 286.47)","(625.50, 50.97)","(384.59, 446.16)","(425.97, 388.62)",,
481,,"(256.56, 17.59)",,,"(130.48, 239.85)",,"(390.98, 447.27)","(635.32, 29.80)","(273.32, 228.54)",,,"(415.76, 9.46)",,,,,,,"(624.04, 37.19)","(267.05, 202.22)","(145.99, 32.50)","(550.09, 199.70)","(382.01, 20.27)",,,,,,,"(288.17, 220.16)",,,,,"(45.01, 26.34)",,"(566.11, 33.38)",,,"(158.31, 18.75)",,,,,,,,,,"(176.75, 38.03)",,,,,"(252.02, 385.78)",,,,,,,,,,,"(534.92, 29.34)",,,,"(690.62, 24.26)","(520.20, 107.94)",,,,"(377.56, 27.58)",,,,,,,"(562.30, 23.82)",,,,"(653.10, 17.93)",,,,,"(644.79, 286.58)","(625.31, 49.63)","(384.63, 446.17)","(425.90, 388.77)","(417.08, 80.19)","(165.97, 28.33)"
482,,"(257.35, 18.74)",,,"(130.47, 239.79)",,"(391.01, 447.26)","(633.71, 30.59)","(273.30, 228.54)",,,"(412.84, 8.97)",,,,,,,"(623.91, 36.87)","(267.14, 201.16)","(146.09, 32.56)","(550.14, 199.73)","(381.99, 20.26)",,,,,,"(32.97, 22.30)","(288.14, 220.15)",,,,,"(45.28, 26.10)",,"(566.34, 30.65)",,,"(159.31, 18.67)",,,,,,,,,,"(176.77, 35.88)",,,,,"(252.08, 384.54)",,,,,,,,,,,"(534.79, 29.49)",,,,"(690.55, 24.27)","(518.01, 105.06)",,,,"(377.18, 28.11)",,,,,,,"(561.37, 22.98)",,,,"(655.85, 17.78)",,,,,"(644.75, 286.54)","(625.36, 47.91)","(384.69, 446.21)","(425.86, 389.01)","(417.02, 79.78)","(164.86, 29.07)"
483,,"(258.24, 20.00)",,,"(130.38, 239.56)",,"(391.00, 447.28)","(631.83, 31.70)","(273.34, 228.50)",,,"(412.58, 9.02)",,,,,,,"(624.01, 36.60)","(267.18, 200.46)","(146.06, 32.58)","(550.26, 199.70)","(382.01, 19.92)",,,,,,,"(288.18, 220.12)",,,,,"(45.54, 25.29)",,"(566.88, 28.65)",,,"(161.50, 19.28)",,,,,,,,,,"(176.64, 33.49)",,,,,"(252.11, 383.57)",,,,,,,,,,,"(534.93, 29.44)",,,,"(690.41, 24.28)","(517.56, 104.03)",,,,"(376.83, 28.57)",,,,,,,"(560.41, 22.22)",,,,"(658.70, 17.70)",,,,,"(644.71, 286.55)","(625.22, 46.46)","(384.56, 446.32)","(425.83, 388.81)","(417.22, 79.96)","(163.89, 29.72)"
484,,"(258.91, 20.99)",,,"(130.29, 239.42)",,"(391.01, 447.27)","(630.73, 32.17)","(273.35, 228.53)",,,"(412.52, 9.01)",,,,,,,"(624.50, 35.67)","(267.02, 199.62)","(146.18, 32.68)","(550.23, 199.69)","(381.64, 19.64)","(254.84, 55.45)","(49.12, 21.35)",,,,,"(288.19, 220.08)",,,,,"(44.76, 27.39)",,"(566.46, 25.76)",,,"(162.63, 16.89)",,,,,,,,,,"(176.81, 31.48)",,,,,"(252.00, 382.61)",,,,,,,,,,,"(535.03, 29.42)",,,,"(690.37, 24.17)","(515.90, 103.93)",,,,"(376.69, 29.48)",,,,,,,"(560.08, 21.44)",,,,"(661.67, 18.39)",,,,,"(644.92, 286.48)","(624.66, 44.47)","(384.43, 446.51)","(425.83, 387.91)",,"(162.66, 31.14)"
485,,"(259.82, 21.73)",,,"(130.37, 239.16)",,"(391.06, 447.10)","(629.01, 32.89)","(273.37, 228.53)",,,"(412.39, 8.93)",,,,,,,,"(266.99, 199.13)","(146.12, 32.64)","(550.26, 199.67)","(381.87, 19.50)","(254.60, 53.51)","(50.35, 20.76)",,,,,"(288.18, 219.97)",,,,,"(45.28, 26.03)",,"(566.51, 23.84)",,,"(162.24, 16.93)",,,,,,,,,,"(177.02, 29.51)",,,,,"(252.07, 381.70)",,,,,,,,,,,"(535.11, 29.44)",,,,"(690.36, 24.91)",,,,,"(376.71, 30.39)",,,,,,,"(559.58, 20.96)",,,,"(664.42, 18.80)",,,,,"(644.93, 286.48)","(624.59, 43.87)","(384.37, 446.48)","(425.52, 386.78)","(416.81, 81.14)","(160.90, 31.97)"
486,,"(260.53, 22.20)",,,"(130.50, 238.98)",,"(391.15, 447.04)","(627.67, 33.48)","(273.39, 228.55)",,,"(412.18, 8.97)",,,,,,,,"(267.06, 198.59)","(146.06, 32.60)","(550.23, 199.80)","(382.49, 19.22)","(254.60, 51.67)",,,,,,"(288.26, 219.93)",,,,,"(45.85, 25.16)",,"(566.64, 23.40)",,,"(162.19, 16.96)",,,,,,,,,,"(176.63, 27.28)",,,,,"(252.28, 380.80)",,,,,,,,,,,"(535.13, 29.45)",,,,"(690.24, 25.45)",,,,,"(376.77, 31.24)",,,,,,,"(558.29, 19.46)",,,,"(666.59, 19.42)",,,,,"(644.86, 286.53)","(624.64, 43.25)","(384.43, 446.38)","(425.40, 384.64)","(416.66, 81.01)","(158.94, 32.48)"
487,,"(260.88, 22.71)",,,"(130.31, 238.55)",,"(391.13, 447.06)",,"(273.35, 228.55)",,,"(411.20, 8.03)",,,,,,,,"(267.14, 198.11)","(146.04, 32.59)","(550.22, 199.66)","(383.00, 19.03)","(254.76, 49.07)",,,,,,"(288.24, 220.11)",,,,,"(47.82, 21.95)",,"(566.60, 23.44)",,,"(161.97, 16.65)",,,,,,,,,,"(177.02, 24.31)",,,,,"(252.15, 379.32)",,,,,,,,,,,"(535.11, 29.51)",,,,"(690.50, 26.09)",,,,,"(376.81, 31.25)",,,,,,,"(557.74, 18.79)",,,,"(669.63, 19.66)",,,,,"(644.81, 286.61)",,"(384.51, 446.32)","(424.22, 382.86)",,"(156.99, 32.95)"
488,,"(262.27, 23.67)",,,"(130.19, 238.41)",,"(391.12, 447.07)",,"(273.36, 228.55)",,,"(409.98, 6.74)",,,,,,,"(624.84, 37.79)","(267.29, 197.69)","(146.23, 32.72)","(550.23, 199.75)","(383.89, 18.74)","(254.79, 45.53)",,,,,"(28.12, 22.68)","(288.25, 220.08)",,,,,"(49.00, 18.55)",,"(566.65, 23.51)",,,"(162.35, 17.14)",,,,,,,,,,"(177.05, 22.57)",,,,,"(251.92, 378.07)",,,,,,,,"(583.04, 64.17)",,,"(535.06, 29.51)",,,,"(689.92, 26.71)",,,,,"(376.94, 31.23)",,,,,,,"(557.09, 18.07)",,,,"(672.31, 20.13)",,,,,"(644.81, 286.65)",,"(384.58, 446.33)","(423.19, 381.04)",,"(155.18, 33.24)"
489,,"(263.01, 24.46)",,,"(130.22, 237.99)",,"(391.14, 447.00)",,"(273.36, 228.55)",,,,,,,,,,"(626.09, 36.73)","(267.34, 197.35)","(146.56, 32.63)","(550.23, 199.75)","(384.86, 18.13)","(255.08, 42.36)",,,,,"(28.17, 22.45)","(288.29, 220.08)",,,,,,,"(566.67, 23.54)",,,"(162.20, 17.39)",,,,,,,,,,"(177.47, 21.28)",,,,,"(251.95, 376.63)",,,,,,,,"(583.04, 63.98)",,,"(535.20, 29.58)",,,,"(689.72, 26.68)",,,,,"(376.94, 31.19)",,,,,,,"(557.09, 17.28)",,,,"(674.62, 20.69)","(529.02, 67.28)",,,,"(644.82, 286.69)",,"(384.63, 446.22)","(422.05, 379.39)",,"(152.37, 33.32)"
490,,"(263.83, 24.70)",,,"(130.33, 237.59)",,"(391.16, 447.00)",,"(273.37, 228.56)",,,,,,,,,,"(626.15, 36.35)","(267.30, 197.21)","(146.29, 33.09)","(550.23, 199.77)","(385.36, 17.57)","(255.27, 39.67)",,,,,"(28.16, 22.31)","(288.30, 220.10)",,,,,,,"(566.62, 23.59)",,,"(162.20, 17.40)",,,,,,,,,,"(177.46, 21.32)",,,,,"(252.09, 374.87)",,,,,,,,"(583.05, 64.11)",,,"(535.17, 29.59)",,,,"(689.36, 26.67)",,,,,"(377.04, 31.24)",,,,,,,"(557.26, 16.68)",,,,"(677.12, 21.90)","(529.67, 66.60)",,,,"(644.79, 286.75)",,,"(421.01, 377.66)",,"(151.26, 33.32)"
491,,"(265.33, 24.86)",,,"(130.27, 237.14)",,"(391.22, 446.99)","(626.30, 33.29)","(273.39, 228.57)",,,,,,,,,,"(624.68, 38.36)","(267.22, 197.21)",,"(550.21, 199.78)","(385.87, 17.03)","(254.97, 36.53)",,,,,"(28.08, 22.26)","(288.31, 220.13)",,,,,,,"(566.64, 23.46)",,,"(162.21, 17.48)",,,,,,,,,,"(177.40, 21.27)",,,,,"(252.11, 373.62)",,,,,,,,"(583.11, 63.94)",,,"(534.77, 29.55)",,,,"(689.16, 27.00)",,,,,"(377.36, 31.11)",,,,,,,,,,,"(678.25, 21.68)","(530.81, 64.73)",,,,"(644.88, 286.78)",,"(384.62, 446.30)","(419.78, 375.23)",,"(148.62, 33.03)"
492,,"(266.61, 25.01)",,,"(130.26, 236.75)",,"(391.27, 447.06)","(624.17, 30.96)","(273.42, 228.61)",,,,,,,,,,"(627.33, 38.00)","(267.14, 197.30)",,"(550.26, 199.94)","(386.87, 14.74)","(255.06, 34.64)",,,,,"(28.29, 22.13)","(288.34, 220.15)",,,,,,,"(566.52, 23.43)",,,"(163.04, 17.01)",,,,,,,,,,"(177.33, 21.09)",,,,,"(252.23, 372.63)",,,,,,,,"(583.35, 63.91)",,,"(534.27, 29.43)",,,,"(687.19, 27.80)",,,,,"(377.48, 31.03)",,,,,,,,,,,"(679.50, 21.12)","(531.76, 64.00)",,,,"(644.83, 286.74)",,,"(418.99, 373.78)",,"(146.54, 32.39)"
493,,"(269.01, 24.68)",,,"(130.20, 236.28)",,"(391.27, 447.08)","(623.96, 28.21)","(273.45, 228.52)",,,,,,,,,,"(627.01, 36.95)","(266.88, 197.32)",,"(550.27, 199.90)","(386.80, 13.94)","(255.55, 32.40)",,,,,"(28.41, 22.06)","(288.30, 220.16)",,,,,,,"(566.56, 22.89)",,,"(163.44, 17.26)",,,,,,,,,,"(177.28, 21.07)",,,,,"(252.10, 371.86)",,,,,,,,"(583.01, 63.35)",,,"(533.65, 29.39)",,,,"(685.62, 28.15)",,,,,"(377.65, 29.13)",,,,,,,,,,,"(680.61, 20.07)","(532.17, 62.92)",,,,"(644.57, 286.62)",,"(384.61, 446.27)","(417.95, 371.77)",,"(145.33, 31.99)"
494,,"(270.70, 23.94)",,,"(130.23, 235.08)",,"(391.27, 447.04)","(623.96, 25.76)","(273.49, 228.41)",,,,,,,,,,"(626.52, 37.47)","(266.89, 197.35)",,"(550.26, 199.87)","(387.02, 12.86)","(255.89, 30.34)",,,,,"(28.72, 22.19)","(288.29, 220.17)",,,,,,,"(566.41, 21.64)",,,"(163.83, 17.53)",,,,,,,,,,"(177.26, 21.09)",,,,,"(252.02, 371.38)",,,,,,,,"(583.14, 64.55)",,,"(533.37, 29.38)",,,,"(685.07, 27.08)",,,,,"(377.57, 29.22)",,,,,,,,"(377.33, 34.07)",,,"(680.49, 19.57)",,,,,"(644.94, 286.66)",,"(384.48, 446.36)","(416.46, 369.60)",,"(143.86, 31.69)"
495,,"(273.08, 22.94)",,,"(130.16, 233.91)",,"(391.29, 447.03)","(623.94, 23.15)","(273.56, 228.05)",,,,,,,,,,"(626.24, 37.83)","(266.85, 197.26)",,"(550.26, 199.81)",,"(256.36, 27.77)",,,,,"(28.37, 22.29)","(288.32, 220.14)",,,,,,,"(566.42, 21.57)",,,"(164.11, 17.94)",,,,,,,,,,"(177.40, 21.11)",,,,,"(251.96, 370.91)",,,,,,,,,,,"(533.37, 29.55)",,,,"(682.47, 26.88)",,,,,"(377.42, 28.49)",,,,,,,,"(377.39, 33.93)",,,"(680.76, 19.86)","(537.16, 55.93)",,,,"(644.83, 286.77)",,"(384.42, 446.44)","(415.45, 367.44)",,"(142.67, 31.22)"
496,,"(274.99, 22.07)",,,"(130.27, 232.86)",,"(391.32, 447.02)",,"(273.60, 227.49)",,,,,,,,,,"(626.48, 38.30)","(266.86, 197.07)",,"(550.17, 199.74)",,"(256.31, 25.38)",,,,,"(18.38, 24.24)","(288.31, 220.17)",,,,,,,"(566.56, 21.84)",,,"(163.78, 18.40)",,,,,,,,,,"(177.94, 19.86)",,,,,"(251.96, 370.31)",,,,,,,,"(583.11, 64.28)",,,"(533.45, 29.83)",,,,"(681.80, 26.34)",,,,,"(377.34, 28.00)",,,,,,,,"(377.58, 34.83)",,,"(682.22, 20.15)","(537.64, 54.75)",,,,"(644.72, 286.91)",,"(384.45, 446.45)","(414.70, 364.93)",,"(141.63, 30.84)"
497,,"(276.72, 21.11)",,,"(130.20, 231.89)",,"(391.40, 446.94)",,"(273.74, 226.87)",,,"(426.59, 15.40)",,,,,,,"(626.40, 38.67)","(266.84, 196.93)",,"(550.14, 199.74)",,"(256.74, 22.34)",,,,,"(19.27, 24.38)","(288.30, 220.16)",,,,,,,"(566.05, 21.34)",,,"(163.91, 18.41)",,,,,,,,,,"(173.19, 22.86)",,,,,"(251.92, 369.96)",,,,,,,,"(583.19, 64.20)",,,"(532.51, 29.84)",,,,"(681.37, 26.57)",,,,,"(377.14, 26.64)",,,,,,,,"(377.92, 36.05)",,,"(683.45, 20.70)","(538.47, 53.81)",,,,"(644.77, 286.89)",,"(384.43, 446.31)","(413.66, 362.35)",,"(140.52, 29.88)"
498,,"(278.82, 19.62)",,,"(130.89, 230.18)",,"(391.37, 447.07)",,"(273.73, 226.26)",,,"(427.36, 16.25)",,,,,,,"(627.63, 41.54)","(266.78, 196.89)","(140.76, 32.12)","(550.13, 199.67)",,"(256.73, 18.80)",,,,,"(20.74, 24.98)","(288.27, 220.18)",,,,,,,"(565.33, 20.75)",,,"(163.68, 18.43)",,,,,,,,,,"(157.45, 30.57)",,,,,"(251.78, 369.96)",,,,,,,,"(583.20, 63.73)",,,"(531.65, 29.72)",,,,"(681.25, 26.56)",,,,,"(376.87, 25.07)",,,,,,,,"(377.96, 36.88)",,,"(684.06, 20.58)","(539.68, 52.56)",,,,"(645.00, 286.96)",,"(384.38, 446.41)","(412.47, 358.80)",,"(138.80, 26.53)"
499,,"(280.12, 19.79)",,,"(131.07, 228.71)",,"(391.32, 447.10)",,"(273.73, 226.04)",,,"(429.38, 16.68)",,,,,,,"(626.98, 41.74)","(266.97, 196.90)","(140.65, 32.25)","(550.12, 199.75)",,"(256.38, 16.74)",,,,,,"(288.23, 220.23)",,,,,,,"(564.64, 20.43)",,,"(163.91, 18.40)",,,,,,,,,,"(157.43, 30.91)",,,,,"(251.70, 369.88)",,,,,,,,"(583.28, 63.12)",,,"(530.54, 29.90)",,,,"(681.34, 26.59)","(513.08, 66.04)",,,,"(376.94, 23.40)",,,,,,,,"(378.82, 38.02)",,,"(684.19, 20.30)","(540.93, 51.05)",,,,"(644.99, 286.75)","(625.45, 36.12)","(384.40, 446.37)","(411.21, 355.98)",,"(138.52, 26.17)"
500,,"(281.01, 20.60)",,,"(131.06, 226.77)",,"(391.33, 447.07)",,"(273.71, 225.73)",,,"(430.88, 17.67)",,,,"(200.61, 2.43)",,,"(626.84, 42.68)","(266.94, 196.90)","(140.35, 32.48)","(550.14, 199.86)",,"(256.50, 16.57)",,,,,"(21.25, 25.29)","(288.18, 220.39)",,,,,,,"(564.66, 19.48)",,,"(164.02, 18.51)",,,,,,,,,,"(157.58, 30.85)",,,,,"(251.68, 369.79)","(25.44, 71.52)",,,,,,,"(583.31, 63.28)",,,"(529.00, 29.69)",,,,"(681.22, 26.40)","(513.73, 65.23)",,,,"(376.62, 21.46)",,,,,,,,"(379.36, 38.82)",,,"(685.25, 20.48)","(541.75, 49.66)",,,,"(644.94, 286.59)","(625.49, 36.00)","(384.43, 446.40)","(411.01, 353.01)",,"(138.17, 24.84)"
501,,"(282.38, 20.11)",,,"(131.62, 224.97)",,"(391.26, 447.11)",,"(273.70, 225.38)",,,"(433.22, 19.28)",,,,"(200.61, 2.36)",,,"(626.61, 44.01)","(266.93, 196.91)","(139.74, 32.38)","(550.13, 199.85)",,"(256.55, 16.58)",,,,,"(21.21, 25.87)","(288.13, 220.47)",,,,,,,"(564.02, 18.55)",,,"(163.50, 18.34)",,,,,,,,,,"(157.35, 30.57)",,,,,"(251.74, 369.68)","(25.11, 69.95)",,,,,,,"(583.19, 63.46)",,,"(527.51, 29.53)",,,,"(680.36, 26.07)",,,,,"(376.36, 21.60)",,,,,,,,"(380.29, 39.76)",,,"(686.04, 20.90)","(542.05, 47.61)",,,,"(644.92, 286.78)","(625.30, 36.01)","(384.30, 446.42)","(410.16, 349.97)",,"(137.38, 23.35)"
502,,"(283.50, 19.89)",,,"(132.12, 223.22)",,"(391.16, 447.22)",,"(273.68, 225.31)",,,"(434.64, 21.14)",,,,"(200.59, 2.34)",,,"(626.44, 45.31)","(266.94, 196.95)","(139.06, 32.35)","(550.14, 199.86)",,"(256.56, 16.53)",,,,,"(21.08, 25.98)","(288.14, 220.52)",,,,,,,"(562.44, 17.68)",,,"(163.49, 18.33)",,,,,,,,,,"(157.42, 30.43)",,,,,"(251.81, 369.65)","(24.43, 67.98)",,,,,,,"(583.25, 64.21)",,,"(526.57, 29.49)",,,,"(678.79, 25.37)","(517.64, 55.77)",,,,"(376.51, 21.88)",,,,,,,,"(380.94, 40.50)",,,"(687.11, 20.76)","(542.51, 44.98)",,,,"(644.90, 287.03)","(625.04, 36.24)","(384.36, 446.55)","(410.09, 346.46)",,"(136.84, 22.53)"
503,,"(286.31, 19.25)",,,"(132.00, 221.59)",,"(391.19, 447.23)",,"(273.78, 225.31)",,,"(435.31, 21.70)",,,,"(200.62, 2.34)",,,"(625.98, 47.04)","(266.93, 196.98)","(138.56, 32.43)","(550.08, 199.92)",,"(256.72, 16.72)",,,,,"(20.74, 25.89)","(288.10, 220.58)",,,,,,,"(562.08, 17.18)",,,"(164.07, 18.26)",,,,,,,,,,"(157.67, 29.89)",,,,,"(251.75, 369.64)","(23.94, 65.27)",,,,,,,,,,"(525.61, 29.18)",,,,"(677.38, 24.44)","(518.34, 54.46)",,,,"(376.49, 21.36)",,,,,,,,"(381.34, 41.51)",,,"(687.57, 20.14)","(542.81, 42.99)",,,,"(644.90, 287.09)","(625.01, 36.65)","(384.34, 446.57)","(409.75, 343.09)",,"(136.34, 23.08)"
504,,"(286.81, 19.05)",,,"(132.41, 220.03)",,"(391.27, 447.24)",,"(273.76, 225.22)",,,"(435.67, 21.92)","(28.65, 19.84)",,,"(200.84, 2.39)",,,"(625.70, 47.65)","(266.90, 197.03)","(137.82, 32.41)","(550.14, 200.03)",,"(257.06, 16.67)",,,,,"(21.18, 26.63)","(288.07, 220.70)",,,,,,,,,,"(164.95, 18.44)",,,,,,,,,,"(158.16, 29.24)",,,,,"(251.60, 369.68)","(23.73, 62.19)",,,,,,,"(583.25, 64.04)",,,"(525.27, 29.07)",,,,"(676.10, 23.50)","(520.05, 51.90)",,,,"(376.40, 21.36)",,,,,,,,"(382.07, 42.15)",,,"(687.09, 21.50)","(543.12, 40.87)",,,,"(644.96, 287.36)","(624.88, 36.71)","(384.36, 446.51)","(410.82, 339.56)",,"(135.50, 23.41)"
505,,"(288.23, 18.66)",,,"(132.96, 217.94)",,"(391.27, 447.16)",,"(273.75, 225.23)",,,"(436.06, 22.11)","(28.37, 19.96)",,,,,,"(625.66, 47.64)","(266.88, 197.02)","(136.64, 32.57)","(550.12, 200.01)",,"(257.74, 16.15)",,,,,"(22.69, 27.18)","(288.06, 220.74)",,,,,,,,,,"(165.68, 18.60)",,,,,,,,,,"(158.51, 28.60)",,,,,"(251.64, 369.73)","(23.71, 59.62)",,,,,,,"(583.34, 64.17)",,,"(525.47, 29.24)",,,,"(674.97, 21.43)","(521.82, 49.51)",,,,"(376.25, 21.33)",,,,,,,,"(382.74, 42.91)",,,"(686.97, 21.36)","(542.99, 38.68)",,,,"(644.28, 286.73)","(624.87, 36.74)","(384.35, 446.48)","(411.32, 337.02)",,"(134.53, 23.46)"
