frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id64,id65,id66,id67,id68,id69,id70,id71,id72,id73,id74,id75,id76,id77,id78,id79,id80,id81,id82,id83,id84,id85,id86,id87,id88,id89,id90,id91,id92,id93,id94,id95,id96
31,"(628.33, 206.99)","(304.98, 23.91)","(643.01, 159.22)","(426.49, 150.27)","(151.14, 133.50)","(164.90, 189.06)","(279.99, 169.07)","(305.16, 147.89)","(39.29, 195.84)","(558.56, 125.52)","(70.58, 43.90)","(260.64, 213.24)","(27.07, 149.37)","(560.64, 32.05)","(23.31, 29.19)","(541.45, 24.72)","(234.70, 67.44)",,"(439.09, 447.60)","(410.73, 444.16)","(438.66, 22.88)",,"(386.50, 446.64)","(433.94, 33.63)",,"(549.68, 52.03)","(669.62, 22.32)",,"(381.58, 21.38)","(187.56, 19.96)","(16.89, 122.72)","(511.00, 55.69)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"(627.56, 208.37)","(305.29, 24.58)","(642.96, 159.19)","(427.63, 148.68)","(151.14, 133.54)","(164.78, 190.11)","(280.01, 169.14)","(305.05, 147.90)","(39.28, 195.84)","(558.00, 123.36)","(69.02, 42.90)","(260.26, 211.49)","(27.06, 149.39)","(560.49, 30.53)","(23.26, 29.15)","(540.97, 24.69)","(234.69, 67.44)",,"(439.06, 447.57)","(410.63, 443.85)","(438.73, 23.07)","(479.81, 66.64)","(386.62, 446.58)","(432.83, 32.58)","(255.38, 11.66)","(550.59, 49.85)","(669.42, 22.16)",,"(382.05, 21.73)","(185.97, 19.17)","(16.83, 122.76)","(510.58, 54.77)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"(626.74, 210.47)","(305.84, 25.19)","(642.96, 159.20)","(429.10, 146.90)","(151.16, 133.54)","(164.85, 190.33)","(279.95, 169.07)","(305.09, 147.88)","(39.29, 195.85)","(557.57, 121.22)","(67.61, 41.67)","(259.53, 209.80)","(27.05, 149.38)","(560.63, 28.93)","(23.23, 29.12)","(540.05, 24.60)","(234.61, 67.35)",,"(439.11, 447.55)","(410.70, 443.76)","(438.70, 22.98)","(479.76, 66.67)","(386.63, 446.53)","(431.70, 31.77)",,"(551.12, 48.07)","(669.06, 22.05)",,"(382.29, 21.86)","(185.26, 18.77)","(16.77, 122.73)","(510.16, 53.44)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"(625.81, 212.24)","(306.17, 26.36)","(643.04, 159.27)","(430.33, 144.62)","(151.17, 133.51)","(165.08, 190.41)","(279.93, 169.09)","(305.11, 147.86)","(39.19, 195.90)","(557.19, 119.17)","(65.94, 39.86)","(259.21, 207.47)","(27.05, 149.40)","(560.88, 26.51)","(23.26, 29.09)","(539.01, 24.74)","(234.59, 67.41)",,"(439.12, 447.54)","(410.69, 443.73)",,"(479.75, 66.63)","(386.62, 446.53)","(430.71, 31.21)",,"(551.40, 45.84)","(668.58, 22.08)",,"(382.70, 21.93)","(181.38, 17.62)","(16.78, 122.75)","(509.38, 51.67)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"(625.50, 213.10)","(306.40, 26.91)","(643.46, 159.25)","(431.06, 142.56)","(151.17, 133.55)","(165.15, 190.39)","(279.96, 169.11)","(305.15, 147.89)","(39.19, 195.88)","(556.84, 117.41)","(64.59, 38.31)","(258.65, 205.20)","(27.05, 149.38)","(561.09, 25.35)","(23.37, 29.07)","(538.41, 24.52)","(234.52, 67.42)",,"(439.13, 447.55)","(410.72, 443.71)","(438.54, 23.31)","(479.80, 66.62)","(386.62, 446.51)","(429.60, 30.38)",,"(551.90, 43.89)","(667.93, 21.45)",,"(384.12, 22.36)",,"(16.71, 122.72)","(508.37, 50.09)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"(624.99, 214.03)","(306.97, 28.06)","(643.71, 159.48)","(431.78, 140.52)","(151.15, 133.64)","(165.36, 190.26)","(279.92, 169.17)","(305.09, 147.95)","(39.15, 195.97)","(556.54, 115.45)","(63.19, 36.02)","(258.07, 202.80)","(27.06, 149.42)","(560.77, 24.45)","(23.53, 29.21)","(537.11, 24.87)","(234.57, 67.44)",,"(439.23, 447.55)","(410.72, 443.58)","(438.57, 24.11)","(479.59, 66.58)","(386.57, 446.62)","(427.57, 29.76)","(304.27, 64.98)","(552.36, 41.52)","(666.91, 21.33)",,"(385.38, 22.84)","(176.74, 14.31)","(16.64, 122.83)","(507.59, 47.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,"(624.60, 214.93)","(307.42, 28.59)","(643.87, 159.32)","(433.16, 138.37)","(151.13, 133.62)","(165.71, 190.36)","(279.91, 169.15)","(305.00, 147.95)","(39.04, 196.17)","(556.15, 112.82)","(62.29, 34.64)","(258.06, 200.60)","(27.06, 149.38)","(561.03, 23.25)","(23.56, 29.25)","(536.46, 25.08)","(234.52, 67.43)",,"(439.21, 447.55)","(410.76, 443.58)","(438.64, 24.34)","(479.79, 66.62)","(386.57, 446.64)","(426.40, 28.95)","(304.18, 64.98)","(552.99, 39.15)","(665.97, 20.68)",,"(385.91, 23.29)",,"(16.66, 122.83)","(506.92, 45.82)","(603.75, 67.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"(623.61, 216.33)","(308.38, 29.23)","(644.18, 159.03)","(433.65, 136.79)","(151.10, 133.68)","(165.71, 190.35)","(279.90, 169.17)","(304.89, 148.01)","(38.91, 196.27)","(556.19, 111.23)","(61.24, 32.85)","(257.72, 198.41)","(27.05, 149.42)","(560.98, 23.20)","(23.57, 29.28)","(536.01, 25.32)","(234.64, 67.45)",,"(439.21, 447.53)","(410.82, 443.57)","(438.68, 24.85)","(479.72, 66.60)","(386.57, 446.64)","(424.47, 27.69)","(304.19, 64.99)","(553.50, 37.42)","(665.24, 19.70)",,"(386.98, 23.69)",,"(16.58, 122.93)","(506.45, 43.77)","(603.81, 67.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,"(622.35, 218.78)","(308.71, 29.70)","(644.37, 158.73)","(434.68, 135.50)","(151.15, 133.71)","(165.76, 190.44)","(279.87, 169.26)","(304.92, 147.96)","(38.58, 196.75)","(556.35, 110.53)","(60.05, 31.63)","(257.71, 196.48)","(27.03, 149.40)","(560.97, 23.24)","(23.58, 29.35)","(534.99, 25.59)","(234.67, 67.53)",,"(439.25, 447.54)","(410.81, 443.57)","(438.62, 25.25)","(479.83, 66.67)","(386.56, 446.63)","(421.73, 26.88)","(304.15, 65.03)","(554.07, 35.66)","(664.60, 18.87)",,"(388.02, 23.80)","(255.22, 11.98)","(16.59, 122.93)","(505.71, 42.34)","(603.98, 67.48)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"(621.41, 219.88)","(308.91, 30.01)","(644.17, 158.18)","(435.40, 134.14)","(151.13, 133.85)","(166.04, 190.59)","(279.88, 169.28)","(304.95, 147.99)","(38.64, 196.47)","(556.43, 109.70)","(58.59, 30.43)","(257.48, 195.01)","(27.05, 149.43)","(560.83, 23.70)","(23.58, 29.36)","(534.27, 25.87)","(234.64, 67.46)",,"(439.25, 447.54)","(410.82, 443.56)","(438.31, 25.55)","(479.78, 66.66)","(386.57, 446.64)","(420.67, 27.12)","(304.22, 65.07)","(554.97, 33.91)","(663.24, 17.79)",,"(389.34, 23.72)","(255.16, 11.88)","(16.58, 122.95)","(505.39, 40.18)","(603.97, 67.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"(620.51, 221.41)","(309.56, 30.43)","(643.66, 157.82)","(435.79, 133.21)","(151.14, 133.84)","(166.53, 190.48)","(279.86, 169.27)","(304.95, 148.01)","(38.31, 196.80)",,"(57.13, 29.79)","(257.50, 193.63)","(27.04, 149.46)","(560.92, 23.89)","(23.56, 29.35)","(533.58, 25.91)","(234.60, 67.42)",,"(439.22, 447.57)","(410.81, 443.58)","(437.84, 25.59)","(479.79, 66.69)","(386.59, 446.64)","(418.64, 27.43)","(304.28, 65.05)","(555.44, 31.23)","(662.44, 17.40)",,"(389.53, 23.85)","(255.20, 11.86)","(16.59, 122.94)","(504.84, 38.06)","(603.92, 67.44)","(378.05, 19.85)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"(619.74, 222.94)","(310.21, 30.93)","(648.33, 145.00)","(436.40, 132.19)","(151.16, 133.80)","(166.92, 190.26)","(279.88, 169.23)","(304.89, 148.08)","(38.23, 196.74)",,"(55.19, 29.08)","(257.46, 191.31)","(27.01, 148.97)",,"(23.62, 29.33)","(533.74, 25.48)","(234.59, 67.39)",,"(439.23, 447.56)","(410.75, 443.53)","(437.37, 25.68)","(479.76, 66.70)","(386.58, 446.62)","(417.22, 28.03)","(304.36, 65.04)","(556.23, 29.42)","(661.82, 17.02)",,"(389.68, 23.96)","(255.22, 11.87)","(16.55, 122.96)","(504.36, 36.32)",,"(378.08, 19.87)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"(618.95, 224.81)","(310.71, 31.37)","(653.96, 129.95)","(436.72, 131.69)","(151.14, 133.80)","(167.68, 190.38)","(279.90, 169.22)","(304.82, 148.16)","(38.25, 196.72)",,"(52.68, 28.89)","(257.36, 189.47)","(27.31, 148.47)",,"(23.67, 29.37)","(533.73, 25.38)","(234.59, 67.35)",,"(439.23, 447.55)","(410.68, 443.43)","(436.82, 25.68)","(479.83, 66.68)","(386.57, 446.64)","(414.57, 28.53)","(304.44, 65.06)","(556.25, 27.61)","(669.54, 17.08)",,"(389.72, 24.18)","(255.38, 12.03)","(16.54, 122.97)","(503.67, 34.45)",,"(378.20, 20.03)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"(618.60, 226.52)","(311.37, 31.73)","(654.77, 125.08)","(437.16, 131.12)","(151.11, 133.82)","(168.21, 190.35)","(279.95, 169.21)","(304.79, 148.15)","(38.21, 196.73)",,"(50.08, 29.21)","(257.92, 187.53)","(27.47, 148.09)",,"(23.76, 29.50)","(533.58, 25.63)","(234.68, 67.42)",,"(439.26, 447.54)","(410.56, 443.20)","(436.30, 25.50)","(479.81, 66.73)","(386.53, 446.64)","(412.88, 29.03)","(304.40, 65.11)","(556.45, 25.77)","(669.74, 16.99)",,"(389.49, 24.15)","(255.40, 12.08)","(16.48, 122.93)","(502.76, 32.17)","(603.92, 67.31)","(378.35, 20.30)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,"(618.38, 228.12)","(311.69, 31.92)","(656.65, 133.51)","(437.31, 130.66)","(151.09, 133.85)","(169.18, 190.18)","(279.96, 169.19)","(304.79, 148.20)","(38.58, 196.22)",,"(48.11, 29.12)","(258.05, 186.08)","(27.54, 147.11)",,"(23.91, 29.58)","(533.57, 25.80)","(234.74, 67.44)",,"(439.27, 447.52)","(410.60, 443.23)","(435.60, 25.23)","(479.82, 66.67)","(386.55, 446.63)","(410.57, 29.20)",,,"(670.37, 17.17)",,"(389.42, 24.10)","(255.24, 12.08)",,"(502.17, 29.89)",,"(378.53, 20.49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"(617.98, 230.13)","(311.59, 31.78)","(656.71, 133.11)","(437.62, 130.89)","(151.08, 133.84)","(169.77, 190.17)","(279.95, 169.29)","(304.90, 148.25)","(39.05, 195.98)",,"(45.86, 28.19)","(258.51, 184.84)","(27.62, 146.25)",,"(23.94, 29.40)","(533.01, 25.61)","(234.65, 67.42)",,"(439.29, 447.54)","(410.61, 443.25)","(435.32, 24.94)","(479.90, 66.68)","(386.56, 446.66)","(408.77, 29.22)",,"(557.84, 24.00)","(670.63, 17.63)",,"(389.16, 24.34)",,,"(501.69, 28.00)","(603.98, 67.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"(617.94, 231.80)","(311.24, 31.67)","(656.69, 133.11)","(438.19, 131.08)","(151.07, 133.84)","(170.77, 190.23)","(279.99, 169.22)","(304.83, 148.59)","(39.12, 195.92)",,"(44.32, 27.92)","(258.45, 182.84)","(27.82, 145.33)",,"(23.87, 29.37)","(531.80, 25.93)","(234.72, 67.50)",,"(439.27, 447.55)","(410.62, 443.25)","(434.67, 24.65)","(479.94, 66.65)","(386.55, 446.68)","(406.97, 28.74)",,,"(670.72, 17.77)",,"(389.32, 24.48)",,,"(501.62, 27.53)","(603.96, 67.32)","(378.68, 20.53)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"(617.87, 233.77)","(311.02, 31.75)","(656.72, 133.09)","(438.52, 130.96)","(151.01, 133.97)","(171.56, 190.17)","(279.85, 169.42)","(304.86, 148.54)","(39.14, 195.85)",,"(42.09, 27.11)","(259.08, 181.47)","(28.85, 144.04)",,"(23.57, 29.33)","(531.20, 26.00)","(234.75, 67.53)",,"(439.28, 447.53)","(410.62, 443.26)","(433.54, 23.92)","(479.81, 66.66)","(386.55, 446.68)","(403.29, 28.19)",,,"(670.97, 18.30)",,"(389.45, 24.82)",,,"(501.62, 27.52)","(603.96, 67.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"(617.99, 236.04)","(311.01, 31.82)","(656.71, 133.10)","(438.62, 130.96)","(151.09, 134.07)","(172.95, 190.15)","(279.83, 169.46)","(304.86, 148.61)","(39.08, 195.97)",,"(41.26, 26.86)","(258.87, 179.97)","(29.88, 143.28)",,"(23.32, 29.12)","(531.06, 25.95)","(234.77, 67.56)",,"(439.27, 447.55)","(410.63, 443.22)","(432.36, 23.20)","(479.94, 66.77)","(386.55, 446.64)","(401.08, 27.67)",,"(645.26, 17.60)","(671.08, 18.65)",,"(389.68, 25.04)",,,"(501.63, 27.51)","(604.03, 67.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"(617.89, 237.98)","(310.98, 31.76)","(656.70, 133.08)","(438.68, 130.39)","(151.10, 134.14)","(174.23, 189.78)","(279.81, 169.39)","(304.86, 148.62)","(39.07, 196.00)",,"(39.65, 26.67)","(258.72, 178.70)","(31.32, 142.24)",,"(23.27, 28.94)","(530.81, 25.59)","(234.78, 67.56)",,"(439.27, 447.54)","(410.65, 443.22)","(431.98, 22.57)","(479.92, 66.77)","(386.54, 446.65)","(398.74, 27.39)",,"(643.71, 17.25)","(671.07, 18.80)",,,,,"(501.65, 27.62)","(604.00, 67.36)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"(618.06, 239.87)","(310.89, 31.73)","(656.65, 133.10)","(438.48, 130.34)","(151.08, 134.13)","(175.17, 189.44)","(279.64, 169.40)","(304.76, 148.63)","(39.04, 196.03)",,"(37.42, 26.50)","(258.61, 177.35)","(33.08, 141.36)","(557.77, 23.01)","(23.08, 28.96)","(529.98, 25.47)","(234.77, 67.50)",,"(439.26, 447.56)","(410.64, 443.24)","(431.39, 21.58)","(479.87, 66.73)","(386.54, 446.63)","(396.59, 26.18)",,"(642.38, 17.71)","(671.08, 18.61)",,,,,"(501.60, 27.69)","(604.10, 67.34)","(378.51, 20.23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"(618.16, 240.87)","(310.81, 31.84)","(656.58, 132.76)","(438.00, 130.12)","(151.10, 134.04)","(176.02, 189.06)","(279.70, 169.46)","(304.76, 148.54)","(39.07, 196.03)",,"(36.28, 26.13)","(257.74, 175.86)","(34.50, 140.51)","(557.70, 22.97)","(22.91, 29.03)","(528.79, 24.97)","(234.78, 67.50)",,"(439.28, 447.55)","(410.64, 443.25)","(430.12, 19.87)","(479.90, 66.73)","(386.55, 446.64)","(396.78, 27.06)",,"(641.20, 18.57)","(670.25, 18.37)",,,,,"(501.53, 27.80)",,"(378.35, 19.94)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"(618.30, 242.37)","(310.77, 31.86)","(656.96, 131.48)","(437.22, 130.27)","(151.03, 134.06)","(177.69, 188.52)","(279.62, 169.48)","(304.69, 148.71)","(38.76, 196.07)",,"(34.31, 25.72)","(256.78, 174.37)","(36.27, 139.85)","(557.34, 22.91)","(22.83, 28.98)","(527.23, 24.57)","(234.73, 67.49)",,"(439.28, 447.54)","(410.61, 443.25)","(430.51, 20.37)","(479.99, 66.84)","(386.54, 446.65)","(395.33, 27.49)",,"(639.89, 19.51)","(669.35, 18.16)",,"(390.07, 22.29)",,,"(501.04, 27.95)",,"(378.05, 19.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"(618.43, 243.56)","(310.70, 31.89)","(657.37, 130.29)","(436.47, 130.24)","(151.02, 134.14)","(178.69, 188.04)","(279.61, 169.41)","(304.66, 148.68)","(38.74, 196.09)",,"(33.06, 25.31)","(256.12, 173.05)","(37.90, 139.12)",,"(22.77, 28.93)","(525.11, 24.26)","(234.75, 67.50)",,"(439.31, 447.55)","(410.62, 443.24)","(430.29, 21.18)","(480.08, 66.89)","(386.53, 446.63)","(393.65, 28.44)",,"(637.98, 21.18)","(669.18, 18.09)",,"(391.43, 21.24)",,,"(500.68, 28.03)",,"(377.98, 19.91)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"(618.17, 245.27)","(310.75, 31.93)","(658.35, 128.60)","(435.20, 129.69)","(151.04, 134.18)","(180.07, 187.49)","(279.63, 169.39)","(304.67, 148.69)","(38.66, 196.12)",,"(31.94, 25.08)","(255.42, 171.86)","(39.53, 138.57)",,"(22.68, 28.75)","(522.48, 23.55)","(234.75, 67.56)",,"(439.30, 447.59)","(410.65, 443.30)","(429.96, 21.36)","(479.91, 66.81)","(386.54, 446.64)","(392.72, 28.99)",,"(636.06, 23.00)","(668.31, 18.17)",,"(392.25, 20.38)",,,"(500.36, 27.67)",,"(377.87, 19.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,"(618.65, 247.40)","(310.69, 31.92)","(659.07, 126.51)","(433.30, 128.93)","(151.08, 134.25)","(181.14, 186.56)","(279.70, 169.42)","(304.70, 148.77)","(38.76, 196.13)",,"(31.15, 24.73)","(255.21, 170.49)","(40.84, 138.44)",,"(22.69, 28.61)","(521.08, 22.62)","(234.63, 67.36)",,"(439.28, 447.58)","(410.68, 443.27)","(428.95, 21.67)","(479.85, 66.79)","(386.51, 446.65)","(391.53, 29.67)",,"(635.35, 24.12)","(667.63, 18.18)",,"(393.32, 20.13)","(277.22, 16.28)",,"(500.06, 27.82)","(603.92, 67.40)","(377.70, 19.95)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,"(618.59, 248.79)","(310.70, 31.92)","(660.08, 124.69)","(430.98, 128.74)","(151.08, 134.40)","(182.05, 185.32)","(279.82, 169.53)","(304.73, 148.78)","(38.78, 196.15)",,,"(254.70, 169.40)","(41.90, 138.13)",,"(23.18, 29.07)","(519.96, 21.54)","(234.63, 67.46)",,"(439.30, 447.54)","(410.66, 443.26)","(428.11, 22.11)","(479.84, 66.80)","(386.45, 446.68)","(390.06, 30.21)",,"(634.54, 25.02)","(667.07, 17.90)",,"(393.21, 20.49)","(276.53, 16.46)",,"(500.09, 27.31)",,"(377.68, 20.03)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,"(618.45, 250.73)","(310.50, 31.93)","(660.93, 122.20)","(428.92, 127.92)","(151.04, 134.43)","(182.53, 183.91)","(279.78, 169.51)","(304.75, 148.68)","(38.74, 196.14)",,,"(254.09, 168.01)","(42.96, 137.70)",,,"(517.86, 20.50)","(234.59, 67.55)",,"(439.28, 447.50)","(410.61, 443.28)","(427.29, 22.92)","(479.78, 66.75)","(386.48, 446.65)","(388.52, 30.22)",,"(633.59, 25.35)","(665.65, 17.76)",,"(393.37, 20.81)","(275.90, 16.59)",,"(499.80, 27.18)","(603.98, 67.42)","(377.52, 20.14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,"(618.21, 253.22)",,"(662.37, 120.35)","(426.86, 127.38)","(151.05, 134.38)","(183.11, 182.77)","(279.84, 169.57)","(304.55, 148.47)","(38.73, 196.17)",,"(27.81, 21.00)","(253.75, 166.55)","(44.24, 137.29)",,"(21.95, 28.60)","(516.20, 19.31)",,,"(439.29, 447.50)","(410.67, 443.31)","(426.13, 23.72)","(479.85, 66.79)","(386.59, 446.62)","(386.90, 29.61)",,"(633.61, 25.39)","(664.66, 17.50)",,"(393.83, 21.26)",,,"(499.53, 27.03)",,"(377.54, 20.17)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"(618.21, 255.65)",,"(663.25, 119.09)","(424.80, 126.48)","(151.02, 134.58)","(183.69, 181.20)","(279.78, 169.78)","(304.69, 148.56)","(38.74, 196.18)",,,"(253.32, 165.26)","(45.20, 136.75)",,"(21.95, 28.18)","(514.20, 18.68)",,,"(439.29, 447.47)","(410.62, 443.27)",,,"(386.60, 446.60)",,,"(634.02, 25.32)","(664.37, 17.56)",,,,,"(499.23, 27.00)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"(617.97, 257.82)","(310.29, 31.69)","(663.62, 118.88)","(423.68, 125.88)","(151.08, 134.60)","(184.16, 179.50)","(279.82, 169.79)","(304.67, 148.62)","(38.76, 196.19)",,,"(252.92, 163.54)","(46.16, 136.57)","(557.13, 23.48)","(22.10, 28.24)",,"(234.73, 67.25)",,"(439.27, 447.46)","(410.61, 443.26)",,,"(386.53, 446.60)",,,"(633.77, 25.30)","(663.35, 17.44)",,,"(276.50, 17.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"(617.82, 260.84)","(310.20, 31.63)","(663.95, 118.93)","(422.32, 125.48)","(151.06, 134.59)","(184.55, 178.19)","(279.89, 169.79)","(304.72, 148.61)","(38.77, 196.17)",,,"(252.54, 162.06)","(47.50, 135.79)",,"(22.20, 28.16)",,"(234.63, 67.38)",,"(439.32, 447.55)","(410.46, 443.44)","(422.76, 25.81)",,"(386.58, 446.66)","(383.44, 26.89)",,,"(662.57, 17.49)",,"(397.71, 21.67)","(277.01, 17.32)",,,,"(377.57, 19.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"(617.89, 263.43)","(310.23, 31.61)",,"(421.06, 125.12)","(150.98, 134.59)","(185.06, 176.40)","(279.85, 169.81)","(304.70, 148.75)","(38.68, 196.19)",,,"(252.14, 160.75)","(48.46, 135.44)",,,,"(234.50, 67.26)",,"(439.25, 447.53)","(410.34, 443.39)","(421.82, 26.33)","(479.55, 66.73)","(386.51, 446.67)","(382.83, 26.48)",,,,,"(399.21, 21.58)","(276.58, 18.27)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"(617.88, 265.95)","(310.29, 31.57)",,"(420.51, 124.89)","(150.99, 134.59)","(185.14, 174.90)","(279.93, 169.77)","(304.72, 148.73)","(38.72, 196.24)",,,"(251.86, 159.35)","(48.82, 135.10)",,,,"(234.40, 67.24)",,"(439.24, 447.51)","(410.33, 443.36)","(421.03, 26.76)","(479.62, 66.80)","(386.51, 446.65)","(382.40, 26.34)",,,,,"(400.49, 21.72)","(276.64, 19.57)",,"(496.92, 25.41)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,"(617.71, 268.43)","(310.32, 31.53)",,"(419.67, 124.76)","(150.99, 134.58)","(185.21, 173.10)","(280.01, 169.77)","(304.75, 148.79)","(38.70, 196.28)",,,"(251.82, 157.96)","(49.60, 135.10)",,,"(509.06, 19.82)","(234.59, 67.30)",,"(439.28, 447.51)","(410.32, 443.40)","(418.76, 27.95)","(479.50, 66.56)","(386.51, 446.63)","(381.33, 25.67)",,,,,"(401.52, 21.63)","(276.67, 19.60)",,"(496.62, 24.55)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"(618.02, 270.19)","(310.36, 31.53)",,"(418.90, 124.55)","(150.97, 134.60)","(185.27, 171.41)","(279.99, 169.72)","(304.72, 148.83)","(38.76, 196.31)",,,"(251.76, 156.45)","(49.83, 134.78)",,"(27.97, 21.65)","(508.03, 20.08)","(234.55, 67.26)",,"(439.25, 447.49)","(410.29, 443.31)","(418.17, 28.64)","(479.43, 66.56)","(386.49, 446.61)","(379.73, 25.16)",,,,,"(402.23, 21.47)","(276.07, 19.79)",,"(496.35, 24.47)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"(617.95, 270.99)","(310.40, 31.54)",,"(418.77, 124.52)","(150.98, 134.64)","(185.19, 169.71)","(280.00, 169.71)","(304.75, 148.83)","(38.81, 196.30)",,,"(251.42, 154.78)","(49.83, 134.85)","(555.79, 25.35)","(27.89, 21.62)","(507.19, 21.83)","(234.57, 67.28)",,"(439.27, 447.50)","(410.38, 443.37)","(417.03, 29.43)","(479.42, 66.53)","(386.53, 446.64)","(378.91, 25.05)",,,,,"(403.02, 21.52)","(275.68, 19.87)",,"(496.28, 24.74)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
