frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id50,id51,id53,id57,id61,id71,id72,id78,id79,id82,id83,id84,id89,id92,id95,id97,id99,id104,id109,id110,id113,id119,id121,id122,id123,id129,id130,id132,id135,id140,id145,id154,id155,id163,id164,id166,id167,id183,id185,id195,id200,id201,id204,id209,id210,id214
160,"(521.66, 348.56)","(492.79, 272.50)",,,,,,"(511.66, 343.93)","(147.99, 26.87)",,,"(127.07, 339.26)",,,,,,,"(171.00, 348.08)",,"(260.82, 74.74)",,"(62.57, 260.93)",,,,"(402.55, 348.61)",,"(395.36, 196.00)","(147.84, 349.16)","(54.56, 348.51)",,"(671.32, 309.46)","(657.38, 350.48)",,,,"(379.56, 207.53)",,"(619.73, 352.29)",,,,"(550.64, 226.23)",,,,"(270.99, 346.28)",,,,,,,,"(54.77, 62.81)","(666.78, 351.82)",,,"(375.34, 56.46)","(503.39, 350.87)",,,,,,"(26.83, 258.99)","(261.26, 348.46)",,,"(414.43, 351.57)",,"(427.90, 350.66)",,,"(55.07, 85.94)","(32.41, 34.25)",,,,,,,,,,,,,,,,
161,"(521.88, 348.59)","(492.97, 271.95)",,,,,,"(511.55, 343.46)","(148.00, 26.85)",,,"(127.11, 339.27)",,,,,,,"(171.58, 348.11)",,"(260.74, 71.80)",,"(61.89, 258.18)",,,,"(402.28, 348.53)",,"(395.00, 193.35)","(148.34, 349.20)","(55.32, 348.55)",,"(671.20, 309.11)","(657.30, 350.44)",,,,"(379.47, 207.50)",,"(619.87, 352.15)",,,,"(550.58, 226.26)",,,,"(272.68, 341.21)",,,,,,,,"(55.23, 60.36)","(666.68, 351.90)",,,"(375.50, 56.45)","(503.23, 350.62)",,,,,,"(26.29, 258.39)","(262.08, 348.55)",,,"(414.44, 351.59)",,"(427.84, 350.68)",,,"(56.48, 85.57)","(33.94, 32.46)",,"(283.56, 143.73)","(492.80, 75.98)",,,,,,,,,,,,,
162,"(522.85, 348.55)","(492.94, 271.87)",,,,,,"(511.87, 342.60)","(148.01, 26.91)",,,"(127.05, 339.18)",,,,,,,"(171.51, 348.12)",,"(260.77, 69.23)",,"(61.55, 255.16)",,,,"(402.04, 348.55)",,"(395.07, 191.03)","(149.01, 349.21)","(55.47, 348.57)",,"(671.14, 308.40)","(657.86, 350.49)",,,,"(379.42, 207.52)",,"(619.94, 352.00)",,,,"(550.61, 226.27)","(403.22, 353.20)",,,,,,"(289.09, 247.42)",,,,,"(56.19, 57.90)","(666.66, 351.98)",,,"(375.50, 56.43)","(503.29, 350.06)",,,,,,"(24.98, 256.66)","(262.21, 348.74)",,,"(414.42, 351.38)",,"(427.77, 350.55)",,,"(57.72, 84.50)","(34.70, 30.42)",,"(284.05, 142.89)","(492.61, 73.74)",,,,,,,,,,,,,
163,"(523.63, 348.47)","(492.98, 271.50)",,,,,,"(511.93, 342.32)","(148.05, 26.92)",,,"(127.15, 339.22)",,,,,,,"(171.58, 348.28)",,"(260.53, 66.53)",,"(61.44, 252.43)",,,,"(402.45, 348.97)",,"(394.74, 188.65)","(149.45, 349.45)","(55.56, 348.59)",,"(671.04, 308.03)","(657.71, 350.47)",,,,"(379.47, 207.51)",,"(620.06, 351.80)",,,,"(550.59, 226.27)","(403.18, 353.31)",,,,,,"(289.46, 247.18)",,,,,"(56.98, 55.08)","(666.67, 351.86)",,,"(376.39, 55.88)","(503.42, 349.30)",,,,,,"(24.95, 254.63)","(262.25, 349.00)",,,"(414.28, 351.33)",,"(428.00, 350.62)",,,"(59.39, 83.51)","(35.64, 28.69)",,"(284.21, 142.23)","(492.91, 71.75)",,,,,,,,,,,,,
164,"(523.96, 348.47)","(493.39, 270.61)",,,,,,"(511.94, 342.30)","(148.03, 26.91)",,,"(127.03, 339.08)",,,,,,,"(171.86, 348.38)",,"(260.44, 63.91)",,"(61.52, 249.48)",,,,"(402.78, 349.42)",,"(394.85, 186.02)","(149.53, 349.81)","(56.15, 348.37)",,"(670.99, 307.46)","(657.85, 350.67)",,,,"(379.53, 207.49)",,"(620.05, 351.62)",,,,"(550.60, 226.26)","(402.98, 353.00)",,,,,,"(289.93, 246.40)",,,,,"(57.91, 52.58)","(667.18, 352.34)",,,"(377.29, 55.34)","(503.46, 349.60)",,,,,,"(24.39, 252.29)","(261.96, 349.66)",,,"(413.19, 351.86)",,"(427.83, 350.51)",,,"(60.67, 82.32)","(37.04, 26.84)",,"(284.44, 140.79)","(493.09, 69.36)",,,,,,,,,,,,,
165,"(523.95, 348.64)","(493.39, 269.88)",,,,,,"(511.87, 341.95)","(148.03, 26.90)",,,"(127.00, 339.16)",,,,,,,"(172.10, 348.13)",,"(260.21, 61.67)",,"(61.43, 246.79)",,,,"(401.84, 349.31)",,"(394.67, 183.97)","(149.65, 349.74)","(58.03, 348.21)",,"(671.01, 306.87)","(657.86, 350.74)",,,,"(379.60, 207.51)",,"(619.69, 351.90)",,,,"(550.63, 226.28)","(403.06, 352.79)",,,,,,"(290.22, 245.66)",,,,,"(58.76, 50.17)","(667.08, 352.37)",,"(503.77, 352.59)","(377.93, 55.11)","(503.50, 349.48)",,,,,,"(23.73, 249.94)","(262.24, 349.42)",,,"(411.67, 352.03)",,"(427.58, 350.58)",,,"(61.54, 81.52)","(37.64, 25.07)",,"(284.59, 139.01)","(492.74, 67.45)",,,,,,,,,,,,,
166,"(523.82, 348.67)","(494.09, 268.71)",,,,,,"(511.74, 341.73)","(147.96, 26.91)",,,"(127.03, 339.21)",,,,,,,"(172.00, 348.54)",,"(260.25, 58.22)",,"(61.57, 243.25)",,,,"(401.83, 349.40)",,"(394.53, 181.61)","(150.52, 348.82)","(60.21, 348.11)",,"(670.97, 306.79)","(657.88, 350.53)",,,,"(379.58, 207.50)",,"(619.57, 352.22)",,,,"(550.62, 226.26)","(402.62, 352.83)",,,,,,"(290.41, 244.67)",,,,,"(59.54, 47.53)","(667.07, 352.35)",,,"(378.33, 54.91)","(503.41, 349.64)",,,,,,"(23.05, 247.93)","(261.97, 349.86)",,,"(409.93, 351.79)",,"(427.62, 350.51)",,,"(63.21, 80.58)","(38.78, 22.93)",,"(284.46, 136.69)","(492.65, 65.95)",,,,,,,,,,,,,
167,"(523.92, 348.48)","(494.07, 268.72)",,,,,,"(511.62, 341.65)","(147.97, 26.90)",,,"(127.05, 339.20)",,,,,,,"(172.13, 348.49)",,"(260.52, 55.12)",,"(61.76, 240.16)",,,,"(402.06, 349.52)",,"(394.30, 178.89)","(150.69, 348.78)","(61.96, 348.02)",,"(671.04, 306.59)","(658.04, 350.31)",,,,"(379.58, 207.54)",,"(620.60, 352.19)",,,,"(550.61, 226.27)",,,,,,,"(290.55, 244.06)",,,,,"(60.03, 45.22)","(666.70, 352.19)",,,"(379.31, 54.27)","(503.39, 349.76)",,,,,,"(21.72, 245.99)","(262.07, 349.91)",,,"(407.37, 352.07)",,"(427.81, 350.42)",,,"(64.68, 79.03)","(39.62, 21.10)",,"(284.70, 134.97)","(492.72, 65.45)",,,,,,,,,,,,,
168,,"(494.25, 268.69)",,,,,,"(511.27, 341.33)","(147.94, 27.00)",,,"(127.19, 339.24)",,,,,,,"(171.89, 348.83)",,"(260.50, 52.28)",,"(62.49, 237.19)",,,,,,"(393.80, 176.69)","(150.92, 348.65)","(64.26, 347.91)",,"(670.66, 305.83)","(657.80, 349.50)",,,,"(379.59, 207.52)",,"(623.53, 352.45)",,,,"(550.62, 226.16)",,,,,,,"(290.43, 244.70)",,,,,"(60.95, 42.11)","(666.59, 351.94)",,,"(380.11, 53.50)","(503.49, 349.38)",,,,,,"(21.43, 243.82)","(262.09, 349.90)",,,"(405.16, 351.20)",,"(427.86, 350.37)",,,"(65.97, 77.43)","(40.38, 19.23)",,"(284.70, 132.46)","(492.58, 64.30)","(154.19, 347.99)",,,,,,,,,,,,
169,,"(494.35, 267.71)",,,,,,"(511.29, 341.41)","(147.93, 27.02)",,,"(127.29, 339.29)",,,,,,,"(172.13, 348.77)",,"(260.46, 49.69)",,"(62.35, 233.99)",,,,,,"(393.62, 174.33)","(150.86, 348.87)","(65.37, 347.93)",,"(670.66, 304.91)","(657.79, 349.52)",,,,"(379.58, 207.53)",,"(624.66, 352.63)",,,,"(550.68, 226.15)",,,,,,,"(290.79, 243.95)",,,,,"(61.85, 39.25)","(666.79, 351.43)",,,"(380.33, 52.92)","(503.49, 349.40)",,,,,,"(20.76, 242.04)","(262.02, 350.13)",,,"(404.07, 351.20)",,"(427.96, 350.34)",,,"(67.15, 76.20)","(41.93, 17.63)",,"(284.80, 130.33)","(492.49, 62.90)","(154.37, 348.09)",,,,,,,,,,,,
170,,"(494.70, 267.04)",,,,,,"(511.29, 341.41)","(147.96, 27.09)",,,"(127.29, 339.21)",,,,,,,"(172.13, 348.77)",,"(260.17, 46.89)",,"(62.76, 231.32)",,,,,,"(392.78, 171.96)","(151.04, 349.18)","(66.97, 347.92)",,"(670.44, 304.50)","(657.49, 349.26)","(619.57, 351.22)",,,"(379.63, 207.53)",,"(625.94, 352.37)",,,,"(550.85, 226.22)",,,,,,,"(291.04, 242.88)",,,,,"(62.09, 36.56)","(666.80, 351.62)","(281.70, 346.81)",,"(380.58, 51.53)","(503.61, 349.54)",,,,,,"(20.19, 239.70)","(262.04, 350.22)",,,"(403.10, 351.15)",,"(427.98, 350.40)",,,"(68.31, 74.62)","(42.94, 15.78)",,"(284.07, 127.76)","(492.58, 61.81)",,,,,,,,,,,,,
171,,"(495.06, 266.12)",,,,,,"(511.32, 341.35)","(147.95, 27.07)",,,"(127.91, 339.23)",,,,,,,"(172.02, 348.81)",,"(259.99, 44.21)",,"(62.22, 228.81)",,,,,,"(392.54, 169.58)","(150.89, 349.15)","(68.01, 348.49)",,"(670.34, 303.21)","(657.54, 348.91)","(619.58, 351.30)",,,"(379.61, 207.52)",,"(626.43, 352.06)",,,,"(550.74, 226.25)",,,,,,,"(291.09, 242.51)",,,,,"(63.19, 34.15)","(666.90, 351.64)","(281.48, 346.83)",,"(381.05, 49.83)","(503.53, 349.52)",,,,,,"(19.70, 237.31)","(262.07, 350.38)",,,"(401.72, 351.29)",,"(427.93, 350.41)",,,"(69.81, 73.20)","(44.82, 12.83)",,"(283.28, 125.65)","(492.87, 60.32)",,,,,,,,,,,,,
172,,"(495.30, 265.40)",,,,,,"(511.31, 341.32)","(147.91, 27.09)",,,"(128.01, 338.98)",,,,,,,"(172.31, 348.78)",,"(259.71, 41.11)",,"(62.15, 225.66)",,,,,,"(391.41, 166.87)","(151.06, 349.24)","(67.72, 348.33)",,"(670.30, 302.86)","(657.42, 348.91)","(619.54, 351.34)",,,"(379.50, 207.49)",,"(626.86, 352.44)",,,,"(534.85, 221.69)",,,,,,,"(291.05, 242.52)",,,,,"(63.80, 31.22)","(666.33, 351.52)","(281.22, 346.84)",,"(381.07, 47.68)","(503.41, 349.62)",,,,,,"(18.73, 235.08)","(262.53, 349.75)",,,"(397.77, 350.86)",,"(427.40, 350.39)",,,"(70.80, 71.87)","(46.02, 11.72)",,"(282.58, 123.44)","(493.28, 58.63)",,,,,,,,,,,,,
173,,"(495.51, 265.18)",,,,,,"(511.31, 341.46)","(147.94, 27.12)",,,"(128.45, 338.66)",,,,,,,"(172.97, 348.75)",,"(259.39, 37.96)",,"(61.94, 222.79)",,,,,,"(390.57, 165.04)","(150.85, 348.97)","(67.54, 348.21)",,"(670.41, 302.85)","(657.74, 348.93)","(618.10, 338.73)",,,"(379.45, 207.48)",,"(628.28, 352.34)",,,,,,,,,,,"(291.10, 242.29)",,,,,"(64.61, 29.50)","(665.92, 351.51)","(281.03, 346.95)",,"(381.44, 45.83)","(503.41, 349.50)",,,,,,"(18.06, 232.27)","(262.21, 349.27)",,,"(395.79, 350.36)",,"(426.86, 350.40)",,,"(71.58, 70.66)","(47.25, 11.20)",,"(281.30, 121.47)","(493.24, 57.50)",,,,,,,,,,,,,
174,,"(495.58, 264.82)",,,,,,"(511.21, 341.42)","(147.95, 27.09)",,,"(128.73, 338.71)",,,,,,,"(173.46, 348.66)",,"(259.12, 35.66)",,"(61.83, 219.61)",,,,"(401.80, 350.42)",,"(390.47, 162.52)","(151.12, 348.94)","(67.60, 347.95)",,"(670.49, 302.85)","(657.68, 348.81)",,,,"(379.43, 207.50)",,"(628.31, 352.46)",,,,,,,,,,,"(291.26, 241.36)",,,,,"(65.33, 26.83)","(665.88, 351.35)","(280.99, 346.96)",,"(381.73, 43.55)","(503.34, 349.09)",,,,,,"(17.53, 230.07)","(262.05, 348.68)",,,"(393.36, 350.58)",,"(426.64, 350.47)",,,"(72.42, 69.52)","(48.41, 10.53)",,"(280.81, 119.31)","(493.29, 56.48)",,,,,,,,,,,,,
175,,"(495.64, 264.66)",,,,,,"(511.22, 341.49)","(147.93, 27.11)",,,"(129.08, 338.64)",,,,,,,"(175.40, 348.62)",,"(258.23, 32.85)",,"(61.29, 216.52)",,,,"(402.34, 350.59)",,"(389.36, 160.40)","(151.32, 348.88)","(67.79, 347.93)",,"(670.40, 302.93)","(657.69, 348.71)",,,,"(379.45, 207.49)",,"(628.24, 352.41)",,,,,,,,,,,"(291.19, 240.70)",,,,,"(66.51, 24.31)","(665.92, 351.29)","(281.01, 347.03)",,"(381.86, 41.64)","(503.42, 349.13)",,"(495.68, 196.77)",,,,"(17.27, 227.57)","(261.47, 347.74)",,,"(391.90, 350.61)",,"(426.71, 350.49)",,,"(72.65, 68.65)",,,"(279.73, 117.32)","(493.65, 55.33)",,,,,,,,,,,,,
176,,"(495.60, 264.62)",,,,,,"(511.23, 341.52)","(147.98, 27.14)",,,"(129.06, 338.52)",,,,,,,"(177.02, 348.41)",,"(257.98, 32.22)",,"(60.67, 214.29)",,,,"(402.23, 350.51)",,"(389.07, 158.34)","(151.40, 348.76)","(67.98, 347.97)",,"(670.36, 302.91)","(657.75, 348.75)",,,,"(379.46, 207.49)",,"(628.09, 352.42)",,,,,,,,,,,"(291.19, 240.03)",,,,,"(67.22, 21.63)","(666.01, 351.44)","(280.96, 346.97)",,"(382.23, 39.62)","(503.40, 349.45)",,"(495.84, 195.55)",,,,"(17.11, 225.23)","(264.27, 346.82)",,,"(390.80, 350.83)",,"(426.74, 350.54)",,,"(72.83, 67.44)",,,"(278.53, 115.25)","(493.58, 54.42)",,,,"(556.06, 176.99)",,,,,,,,,
177,,"(495.65, 264.30)",,,,,,"(511.24, 341.45)","(147.99, 27.12)",,,"(129.27, 338.08)",,,,,,,"(178.73, 347.98)",,"(256.91, 30.97)",,"(59.29, 212.17)",,,,"(403.87, 350.68)",,"(388.47, 156.06)","(151.19, 348.48)","(68.37, 347.99)",,"(670.34, 302.97)","(657.72, 348.73)",,,,"(379.47, 207.47)",,"(628.74, 352.61)",,,,,,,,,,,"(291.31, 239.72)",,,,,"(68.02, 19.66)","(666.23, 351.52)","(280.48, 346.84)",,"(383.30, 39.36)","(503.38, 349.57)",,"(496.20, 194.53)",,,,"(16.53, 222.53)","(264.22, 346.72)",,,"(390.56, 351.39)",,"(426.96, 350.60)",,,"(72.59, 66.66)",,,"(277.37, 113.46)","(493.79, 54.14)",,,,"(556.08, 176.97)",,,,,,,,,
178,,"(495.87, 264.01)",,,,,,"(511.23, 341.39)","(148.00, 27.16)",,,"(129.89, 338.09)",,,,,,,"(179.96, 347.66)",,"(256.26, 29.72)",,"(58.02, 209.50)",,,,"(402.59, 350.09)",,"(388.14, 153.64)","(151.26, 348.35)","(68.98, 347.65)",,"(670.27, 302.98)","(657.88, 348.74)","(619.42, 352.88)",,,"(379.49, 207.49)",,"(628.09, 352.74)",,,,,,,,,"(257.97, 348.06)",,"(291.65, 239.21)",,,,,"(69.05, 17.53)","(666.35, 351.37)","(279.93, 346.69)",,"(382.68, 38.27)","(503.37, 349.47)",,"(496.33, 193.60)",,,,"(16.20, 220.23)","(264.35, 346.71)",,,"(388.76, 350.83)",,"(426.96, 350.50)",,,"(72.15, 65.55)",,,"(276.04, 112.04)","(494.06, 53.46)",,,,"(556.12, 176.96)",,,,,,,,,
179,,"(495.78, 263.78)",,,,,,"(511.17, 341.52)","(147.99, 27.18)",,,"(129.96, 338.09)",,,,,,,"(181.20, 347.62)",,"(255.64, 27.61)",,"(56.13, 207.21)",,,,"(404.51, 350.43)",,"(387.80, 151.38)","(151.21, 348.34)","(69.51, 347.68)",,"(670.24, 302.84)","(657.66, 348.01)","(621.67, 352.38)",,,"(379.48, 207.51)",,"(628.26, 352.67)",,,,,,,,,"(257.94, 348.07)",,"(292.22, 238.55)",,,,,"(70.33, 14.59)","(666.44, 351.16)","(279.24, 346.65)",,"(382.64, 37.24)","(503.27, 349.52)",,"(496.65, 192.37)",,,,"(15.90, 217.56)","(264.58, 346.67)",,,"(387.22, 350.83)",,"(427.02, 350.41)",,,"(71.86, 64.27)",,,"(275.09, 110.19)","(494.06, 53.24)",,,,"(556.58, 176.91)",,,,,,,,,
180,,"(495.85, 263.09)",,,,,,"(511.20, 341.70)","(148.01, 27.22)",,,"(129.91, 338.29)",,,,,,,"(181.47, 347.53)",,"(254.92, 26.27)",,"(54.95, 204.53)",,,,"(404.96, 350.37)",,"(387.27, 148.89)","(150.95, 348.33)","(69.76, 347.63)",,"(670.29, 302.97)","(658.12, 346.94)","(621.32, 352.41)",,,"(379.46, 207.50)",,"(628.23, 352.57)",,,,,,,,,"(257.93, 348.12)",,"(292.98, 237.60)",,,,,"(71.16, 12.51)","(666.38, 351.16)","(278.18, 346.63)",,"(382.84, 36.11)","(503.43, 349.75)",,"(497.24, 191.03)",,,,"(15.83, 215.34)","(264.63, 346.68)",,,"(386.11, 350.41)",,"(427.14, 350.27)",,,"(71.59, 63.07)",,,"(274.31, 108.76)","(494.03, 53.24)",,,,"(556.63, 176.84)",,,,,,,,,
181,,"(515.23, 253.28)",,,,,,"(511.34, 341.85)","(147.97, 27.24)",,,"(130.06, 338.59)",,,,,,,"(181.55, 347.51)",,"(253.81, 24.35)",,"(54.07, 201.84)",,,,"(404.68, 350.02)",,"(387.36, 146.00)","(152.99, 347.39)","(70.63, 347.75)",,"(670.27, 302.85)","(657.54, 346.31)","(621.46, 352.29)",,,"(379.48, 207.48)",,"(628.59, 352.41)",,,,,,,,,"(258.02, 348.13)",,"(293.29, 236.74)",,,,,"(70.98, 11.93)","(666.04, 350.98)","(277.48, 346.46)",,"(382.88, 34.93)","(503.49, 349.54)",,"(497.31, 189.55)",,,,"(15.58, 213.17)","(264.73, 346.53)",,,"(384.93, 350.13)",,,,,"(71.13, 61.38)",,,"(273.14, 107.79)","(494.00, 53.24)",,,,"(557.31, 176.41)",,,,,,,,,
182,,,,,,,,"(511.39, 341.77)","(147.96, 27.26)",,,"(130.03, 338.76)",,,,,,,"(181.51, 347.52)",,"(253.45, 22.10)",,"(53.42, 199.25)",,,,"(405.26, 350.50)",,"(387.36, 143.59)","(152.93, 347.19)","(70.81, 347.72)",,"(670.23, 302.80)","(656.91, 346.15)","(621.28, 352.33)",,,"(379.44, 207.51)",,"(628.64, 352.44)",,,,,,,,,"(258.20, 348.16)",,"(291.81, 240.68)",,,,,,"(666.07, 351.17)","(276.55, 346.20)",,"(383.13, 33.73)","(503.42, 349.62)",,"(497.35, 187.76)",,,,"(15.10, 210.91)","(264.98, 346.57)",,,"(383.86, 350.31)",,,,,"(70.57, 59.54)",,,"(272.22, 106.53)","(494.04, 53.25)",,,,"(557.94, 176.39)",,,,,,,,,
183,,,,,,,,"(511.35, 341.56)","(148.04, 27.21)",,,"(130.16, 338.63)",,,,,,,"(181.35, 347.46)",,"(252.68, 20.17)",,"(52.52, 196.76)",,,,"(405.48, 350.80)",,"(387.07, 140.71)","(152.92, 347.43)","(70.75, 347.88)",,"(670.24, 302.76)","(657.10, 346.15)","(621.51, 352.20)",,,"(379.44, 207.49)",,"(628.84, 352.27)",,,,,,,,,"(258.27, 348.18)",,"(285.95, 251.55)",,,,,,"(666.20, 351.08)","(275.56, 345.66)",,"(383.23, 31.89)","(503.52, 349.85)",,"(497.02, 185.64)",,,,"(14.85, 208.30)","(265.89, 346.61)",,,"(383.01, 350.20)",,,,,"(69.82, 57.15)",,,"(271.48, 105.46)","(493.94, 52.83)",,,,"(558.40, 176.25)",,,,,,,,,
184,,,,,,,,"(511.35, 341.48)","(147.98, 27.18)",,,"(130.17, 338.84)",,,,,,,"(182.21, 346.36)",,"(251.87, 18.25)",,"(51.57, 194.15)",,,,"(405.44, 350.65)",,"(386.79, 138.85)","(152.66, 347.50)","(70.31, 347.64)",,"(670.14, 302.27)","(657.23, 346.25)","(621.52, 352.17)",,,"(379.40, 207.47)",,"(628.51, 352.32)",,,,"(553.30, 232.27)",,,,,"(258.13, 348.45)",,,,,,,,"(665.01, 350.22)","(274.58, 345.64)",,"(383.45, 30.07)","(503.47, 350.76)",,"(496.79, 183.80)",,,,"(14.46, 205.54)","(265.95, 346.69)",,,"(381.56, 349.94)",,,,,"(68.72, 55.49)",,,"(270.52, 104.48)","(493.64, 52.34)",,,,"(558.65, 175.87)",,,,,,,,,
185,,,,,,,,"(511.36, 341.21)","(147.96, 27.22)",,,"(130.43, 339.60)",,,,,,,"(181.51, 346.44)",,"(251.63, 16.88)",,"(51.26, 191.63)",,,,"(405.43, 350.62)",,"(386.72, 136.01)","(152.73, 347.34)","(69.72, 347.53)",,"(661.89, 295.14)","(657.79, 345.87)","(622.41, 352.11)",,,"(379.44, 207.47)",,"(629.32, 351.98)",,,,"(553.51, 231.11)",,,,,"(258.31, 348.38)",,,,,,,,"(664.89, 350.78)","(273.45, 345.78)",,"(383.95, 27.99)","(503.46, 350.23)",,"(496.64, 181.87)",,"(251.88, 8.13)",,"(14.12, 203.31)","(265.96, 346.83)",,,"(380.27, 350.09)",,,,,"(68.05, 53.62)",,,"(269.71, 103.61)","(493.55, 50.80)",,,,"(559.00, 175.71)",,,,,,,,,
186,,,,,,,,"(511.43, 341.26)","(147.93, 27.24)",,,"(130.47, 340.03)",,,,,,,"(184.66, 350.02)",,"(251.04, 15.80)",,"(50.57, 190.08)",,,,,,"(386.61, 133.69)","(152.60, 347.28)","(69.05, 347.55)",,"(649.33, 308.07)",,"(623.04, 352.21)",,,"(379.55, 207.51)",,"(629.96, 352.09)",,,,"(553.35, 229.95)",,,,,"(258.00, 348.64)",,,,,,,,"(663.87, 352.17)","(272.84, 346.14)",,"(383.84, 26.04)","(503.48, 349.88)",,"(495.99, 180.02)",,,,"(13.82, 201.13)","(266.37, 346.98)",,,"(379.52, 349.98)",,,,,"(66.99, 51.81)",,,"(268.85, 102.58)","(493.32, 48.94)","(169.30, 348.56)",,,"(559.13, 175.35)",,,,,,,,,
187,,,,,,,,"(511.33, 341.37)","(147.93, 27.25)",,,"(130.35, 340.05)",,,,,,,"(184.72, 349.86)",,"(250.43, 13.53)",,"(50.50, 188.39)",,,,,,"(386.07, 131.19)","(152.66, 347.36)","(68.62, 347.42)",,,,"(623.13, 352.05)",,,"(379.51, 207.55)",,"(630.38, 352.08)",,,,"(553.23, 229.03)",,,,,"(257.82, 348.93)",,,,,,,,"(662.60, 351.92)","(271.85, 346.27)",,"(384.05, 25.00)","(503.41, 350.39)",,"(495.58, 178.33)",,,,"(13.38, 199.09)","(265.93, 347.13)",,,"(378.95, 349.87)",,,,,"(65.86, 49.89)",,,"(268.27, 101.88)","(493.60, 46.86)","(169.38, 348.63)",,,"(559.14, 175.15)",,,,,,,,,
188,,,,,,,,"(511.16, 341.58)","(147.92, 27.24)",,,"(130.27, 342.15)",,,,,,,"(184.70, 349.78)",,,,"(49.91, 186.15)",,,,,,"(385.53, 129.44)","(152.99, 347.53)","(68.54, 347.38)",,,,"(622.97, 352.00)",,,"(379.50, 207.56)",,"(630.43, 352.16)",,,,"(553.21, 228.03)","(406.67, 352.15)",,,,"(257.61, 348.97)","(403.47, 349.53)",,,,,,,"(662.49, 351.48)","(271.63, 346.32)",,"(384.63, 23.43)","(503.43, 349.93)",,"(495.54, 177.07)",,,,"(13.28, 197.26)","(266.21, 347.25)",,,"(378.80, 349.98)",,,,,"(64.65, 47.32)",,,"(267.88, 101.48)","(493.59, 44.26)","(169.86, 348.88)",,"(654.54, 353.95)","(559.26, 174.95)",,,,,,,,,
189,,,,,,,,"(511.19, 341.75)","(147.91, 27.24)",,,"(130.15, 342.21)",,,,,,,"(184.02, 349.20)",,,,"(49.72, 184.18)",,,,,,"(384.85, 127.46)","(153.51, 347.58)","(68.47, 347.53)",,,,"(623.32, 351.97)",,,"(379.51, 207.51)",,"(636.72, 352.61)",,,,"(552.87, 226.74)","(406.76, 352.19)",,,,"(257.70, 348.91)","(403.93, 349.80)",,,,,,,"(662.14, 351.89)","(271.87, 346.32)",,"(384.33, 21.47)","(503.52, 350.09)",,"(495.53, 176.66)",,,,"(13.21, 195.78)","(266.21, 347.20)",,,"(378.94, 349.93)",,,,,"(63.69, 45.41)",,,"(267.77, 101.71)","(493.14, 41.95)","(170.55, 348.94)",,,"(559.24, 174.75)",,,,,,,,,
190,,,,,,,,"(511.19, 341.67)","(147.88, 27.24)",,,"(130.26, 342.07)",,,,,,,"(183.07, 348.70)",,,,"(49.33, 183.10)",,,,,,"(383.69, 124.61)","(153.39, 347.52)","(68.50, 347.53)",,,,"(623.26, 351.92)",,,"(379.50, 207.53)",,"(633.81, 352.54)",,,,"(552.61, 224.92)","(407.06, 352.31)",,,,"(257.74, 348.90)","(404.81, 350.13)",,,,,,,"(661.65, 352.17)","(271.85, 346.34)",,"(385.10, 19.76)","(503.65, 349.76)",,"(494.97, 176.61)",,,,"(13.27, 193.58)","(266.33, 347.13)",,,"(378.91, 349.92)",,,,,"(62.67, 43.35)",,,"(267.61, 101.72)","(492.91, 39.04)","(170.22, 348.87)",,,"(559.12, 174.74)",,,,,,,,,
191,,,,,,,,"(511.28, 341.59)","(147.49, 27.49)",,,"(130.24, 341.96)",,,,,,,"(181.41, 348.77)",,,,"(49.34, 182.15)",,,,,,"(382.72, 122.63)","(153.00, 347.46)","(67.54, 347.51)",,,,"(623.47, 351.90)",,,"(379.47, 207.51)",,"(634.08, 352.61)",,,,"(552.42, 223.70)","(406.96, 352.27)",,,,"(257.76, 348.85)","(404.81, 350.12)",,,,,,,"(661.76, 352.01)","(271.81, 346.44)",,"(385.62, 17.98)","(504.19, 349.77)",,"(495.08, 176.44)",,,,"(13.51, 191.31)","(266.49, 347.20)",,,"(378.92, 349.88)",,,,,"(61.27, 41.55)",,,"(267.98, 87.60)","(492.74, 36.45)","(169.77, 348.56)",,,"(558.95, 174.86)",,,,,,,,,
192,,,,,,,,"(511.48, 341.66)","(147.53, 27.66)",,,"(130.41, 341.73)",,,,,,,"(179.86, 348.88)",,,,"(48.92, 180.95)",,,,,,"(381.70, 120.54)","(151.33, 347.38)","(66.63, 347.66)",,,,"(623.40, 351.78)",,,"(379.61, 207.64)",,"(634.61, 352.59)",,,,"(552.11, 222.50)","(406.87, 352.26)",,,,"(257.42, 349.08)","(402.95, 349.45)",,,,,,,"(661.99, 352.08)","(271.96, 346.52)",,"(385.66, 16.39)","(504.56, 349.77)",,"(494.96, 175.66)",,,,"(13.47, 189.03)","(266.71, 347.40)",,,,,,,,"(60.22, 39.54)",,,,"(492.75, 34.33)","(169.47, 348.42)",,"(649.50, 353.83)","(558.58, 175.85)",,,,,,,,,
