frame,id1,id2,id3,id4,id5,id6,id7,id8,id9,id10,id11,id12,id13,id14,id15,id16,id17,id18,id19,id20,id21,id22,id23,id24,id25,id26,id27,id28,id29,id30,id31,id32,id33,id34,id35,id36,id37,id38,id39,id40,id41,id42,id43,id44,id45,id46,id47,id48,id49,id50,id51,id52,id53,id54,id55,id56,id57,id58,id59,id60,id61,id62,id63,id66,id67,id68,id69,id70,id71,id75,id77,id98,id105,id110,id111,id113,id116,id119,id122,id123,id124,id132,id133,id134,id135,id136,id142,id154,id155,id157,id158,id159,id161,id162,id163,id164,id165,id166,id168,id171,id172,id173,id175,id177,id182,id183,id184,id188,id189,id190,id191,id194,id195,id196,id197,id212,id217,id223,id225,id226,id227,id229,id235,id236,id237,id246,id247,id248,id249,id253,id254,id259,id262,id266,id267,id269,id271,id272,id278,id280,id281,id282,id283,id288,id292,id294,id296,id297,id298,id309,id318,id324,id328,id343,id346,id349,id354,id356,id376,id379,id383,id394,id395,id402,id405,id407,id411,id413,id414,id415,id417,id420,id431,id438,id441,id443,id445,id448,id450,id453,id454,id458,id463,id464,id466,id467,id471,id475,id476,id489,id490,id499,id507,id509,id510,id513,id525,id526,id528,id530,id532,id534,id538,id544,id545,id549,id552,id559
179,,,,,,,,,"(667.58, 220.36)",,,,,,,,,,,,,,,,,,,"(161.27, 346.19)",,,,,,,,,,,,,,,,,,"(303.21, 262.20)",,,,,,"(650.56, 221.41)",,,,"(122.48, 320.39)",,,,,,,,,,,,,,,"(375.11, 348.74)",,,,,,,,,,,,,"(16.09, 184.24)",,,,,,,,,,,,,,,,"(180.99, 264.93)",,,"(506.65, 351.74)",,,,,,,,,,,,,,,,,,,,,,"(40.42, 126.19)",,,,,,,,,,"(546.93, 350.31)","(634.73, 349.65)","(633.59, 355.75)",,,,,,,,,,,,,"(9.91, 189.99)","(384.71, 350.93)","(301.00, 348.20)","(17.71, 193.36)",,"(612.76, 191.54)","(142.94, 83.74)",,"(618.09, 322.42)","(129.22, 134.20)","(4.69, 190.05)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,,,,,,,,,"(667.36, 220.50)",,,,,,,,,,,,,,,,,,"(391.65, 351.32)","(161.36, 346.23)",,,,,,,,"(163.83, 327.19)",,,,,,,,,,"(302.96, 262.37)",,,,,,"(650.45, 221.44)",,,,"(122.50, 320.33)",,,,,,,,,,,,,,,"(375.28, 348.99)",,,,,,,,,,,,,"(16.35, 181.86)",,,,,,,,,,,,,,,,"(181.28, 262.32)",,,"(506.97, 351.67)",,,,,,,,,,,,,,,,,,,,,,"(40.53, 125.84)",,,,,,,,,,"(546.24, 350.03)","(634.87, 349.59)","(634.07, 355.79)",,,,,,,,,,,,,"(8.98, 189.30)","(384.47, 351.68)","(300.93, 348.16)","(18.94, 191.55)",,"(611.84, 189.37)","(142.98, 83.68)",,"(618.01, 321.63)","(129.50, 133.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,,,,,,,,,"(667.05, 219.96)",,,,,,,,,,,,,,,,,,"(392.00, 351.41)","(161.39, 346.08)",,,,,,,,,,,,,,,,,,"(303.02, 262.34)",,,,,,"(650.51, 221.50)",,,,"(122.52, 320.52)",,,,,,,,,,,,,,,"(375.12, 349.09)",,,,,,,,,,,,,"(16.60, 180.49)",,,,,,,,,,,,,,,"(512.47, 349.49)","(181.59, 259.77)",,,"(507.13, 351.70)",,,,,,,,,,,,,,,,,,,,,,"(40.63, 125.87)",,,,,,,,,,"(546.29, 349.96)","(634.80, 349.57)","(634.17, 355.73)",,,,,,,,,,,,,"(8.47, 189.16)","(384.55, 351.86)","(300.93, 348.13)","(20.60, 190.77)",,"(611.25, 188.19)","(143.08, 83.72)",,"(618.12, 321.13)","(129.75, 131.37)",,"(301.93, 134.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,,,,,,,,,"(666.70, 219.37)",,,,,,,,,,,,,,,,,,"(391.87, 351.48)","(161.45, 346.08)",,,,,,,,,,,,,,,,,,"(303.00, 262.24)",,,,,,"(650.53, 221.54)",,,,"(122.31, 320.25)",,,,,,,,,,,,,,,"(374.81, 349.08)",,,,,,,,,,,,,"(16.51, 179.38)",,,,,,,,,,,,,,,"(513.83, 348.94)","(182.41, 256.13)",,,"(507.29, 351.95)",,,,,,,,,,,,,,,,,,,,,,"(40.63, 125.88)",,,,,,,,,,"(545.32, 349.93)","(634.79, 349.59)","(634.10, 355.59)",,,,,,,,,,,,,"(8.60, 189.12)","(384.63, 351.43)","(300.77, 348.23)","(23.04, 190.12)",,"(610.79, 187.11)","(143.08, 83.73)",,"(618.15, 320.64)","(129.67, 130.77)",,"(301.90, 134.20)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,,,,,,,,,"(666.16, 218.69)",,,,,,,,,,,,,,,,,,"(391.66, 351.19)","(161.44, 346.18)",,,,,,,,,,,,,,,,,,"(303.01, 262.35)",,,,,,"(650.18, 221.53)",,,,"(122.25, 320.29)",,,,,,,,,,,,,,,"(374.91, 349.05)",,,,,,,,,,,,,"(16.86, 178.52)",,,,,,,,,,,,,,,"(516.65, 347.95)","(182.55, 252.82)",,,"(507.46, 351.51)",,,,,,,,,,,,,,,,,,,,,,"(40.67, 125.91)",,,,,,,,,,"(545.24, 349.90)","(634.79, 349.59)","(634.12, 355.82)",,,,,,,,,,,,,"(8.60, 188.92)","(384.41, 351.29)","(300.66, 348.20)","(24.49, 189.20)",,"(610.45, 186.21)","(143.09, 83.36)",,"(618.22, 320.21)","(129.81, 130.25)",,"(302.04, 134.07)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,,,,,,,,,"(665.89, 218.12)",,,,,,,,,,,,,,,,,,"(391.62, 351.29)","(161.43, 346.09)",,,,,,,,"(163.86, 326.66)",,,,,,,,,,"(302.94, 262.31)",,,,,,"(650.28, 221.52)",,,,"(122.34, 320.36)",,,,,,,,,,,,,,,"(375.24, 350.11)",,,,,,,,,,,,,"(16.55, 177.69)",,,,,,,,,,,,,,,"(518.74, 347.37)","(182.58, 249.84)",,,"(507.78, 351.39)",,,,,,"(546.92, 350.06)",,,,,,,,,,,,,,,,"(40.62, 125.88)",,"(382.13, 351.37)",,,,"(540.30, 349.85)",,,,"(541.51, 349.83)","(634.77, 349.61)","(633.97, 355.83)",,,,,,,,,,,,,"(8.45, 188.75)","(383.94, 351.76)","(300.64, 348.14)","(26.91, 188.29)",,"(610.02, 185.18)","(143.02, 82.64)",,"(618.17, 319.58)","(129.74, 129.99)",,"(302.05, 133.50)",,"(283.44, 303.23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,,,,,,,,,"(665.29, 217.55)",,,,,,,,,,,,,,,,,,,"(161.47, 346.12)",,,,,,,,"(163.90, 326.83)",,,,,,,,,,"(303.09, 262.49)",,,,,,"(650.28, 221.57)",,,,"(122.60, 320.37)",,,,,,,,,,,,,,,"(375.22, 348.65)",,,,,,,,,,,,,"(16.55, 176.67)",,,,,,,,,,,,,,,"(520.84, 346.64)","(183.09, 246.94)",,,"(508.07, 351.23)",,,,,,"(547.03, 350.08)",,,,,,,,,,,,,,,,"(40.65, 125.89)",,"(381.83, 350.77)",,,,"(540.95, 350.03)",,,,,"(634.95, 349.37)","(634.46, 355.54)",,,,,,,,,,,,,"(8.49, 188.87)","(384.38, 350.51)","(300.68, 348.14)","(29.15, 187.46)",,"(609.38, 184.39)","(143.19, 80.70)",,"(618.25, 319.02)","(129.67, 129.23)",,"(302.65, 131.49)",,"(282.36, 306.72)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,"(664.64, 216.90)",,,,,,,,,,,,,,,,,,,"(161.33, 346.08)",,,,,,,,"(163.67, 327.78)",,,,,,,,,,"(303.05, 262.48)",,,,,,"(650.30, 221.61)",,,,"(122.21, 320.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.62, 175.92)",,,,,,,,,,,,,,,,"(183.54, 244.03)",,,"(508.53, 351.20)",,,,,,"(547.27, 350.44)",,,,,,,,,,,,,,,,"(40.64, 125.88)",,"(382.96, 351.24)",,"(392.06, 351.46)",,,,,,,,,,,,,,,,,,,,,"(8.44, 189.01)",,"(300.65, 348.14)","(30.81, 186.67)",,"(609.43, 183.40)","(142.70, 78.96)",,"(618.16, 318.43)","(129.27, 128.13)",,"(302.77, 129.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,,,,,,,,,"(664.11, 216.32)",,,,,,,,,,,,,,,,,,,"(161.35, 345.94)",,,,,,,,"(163.78, 327.11)",,,,,,,,,,"(303.10, 262.47)",,,,,,"(650.26, 221.72)",,,,"(122.09, 320.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.61, 175.35)",,,,,,,,,,,,,,,,"(184.26, 241.96)",,,"(508.89, 351.23)",,,,,,"(546.57, 350.73)",,,,,,,,,,,,,,,,"(40.61, 125.85)",,"(379.94, 350.35)",,"(392.17, 351.23)",,,,,,,,,,,,,,,,,,,,,"(8.40, 189.11)",,"(300.65, 348.05)","(32.81, 185.82)",,"(609.26, 182.58)","(142.46, 76.74)","(370.78, 343.45)","(618.35, 318.44)","(128.44, 126.81)",,"(302.84, 127.89)","(378.14, 349.14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,,,,,,,,"(663.40, 215.58)",,,,,,,,"(527.14, 346.24)",,,,,,,,,,,"(161.38, 346.23)",,,,,,,,"(164.08, 326.85)",,,,,,,,,,"(303.07, 262.49)",,,,,,"(650.30, 221.90)",,,,"(122.26, 320.42)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.67, 174.96)",,,,,,,,,,,,,,,,"(184.88, 239.41)",,,"(509.39, 351.20)",,,,,,"(545.08, 350.95)",,,,,,,,,,,,,,,,"(42.93, 121.72)",,"(379.61, 350.47)",,"(392.21, 351.26)",,,,,,"(542.33, 351.86)",,,,,,,,,,,,,,,"(8.45, 189.07)",,"(300.76, 348.06)","(34.23, 185.14)",,"(609.00, 181.38)","(142.03, 74.10)","(370.97, 343.75)","(618.42, 318.38)","(128.39, 125.17)",,"(303.03, 125.43)","(377.54, 349.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,,,,,,,,,"(663.04, 215.00)",,,,,,,,"(527.19, 345.97)",,,,,,,,,,,"(161.41, 345.96)",,,,,,,,"(163.88, 326.75)",,,,,,,,,,"(303.02, 262.51)",,,,,,"(650.09, 221.79)",,,,"(122.21, 320.39)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.60, 175.01)",,,,,,,,,,,,,,"(508.47, 350.21)",,"(185.68, 236.91)",,,"(509.14, 351.33)",,,,,,"(544.42, 350.93)",,,,,,,,,,,,,,,,,,"(379.85, 350.67)",,"(392.29, 351.30)",,,,,,,,,,,,,,,,,,,,,"(8.47, 189.05)",,"(300.78, 348.13)","(35.89, 184.27)",,"(608.89, 180.61)","(141.13, 70.57)","(370.69, 343.85)","(618.35, 318.39)","(127.75, 123.08)",,"(303.11, 123.28)","(376.96, 349.29)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,,,,,,,,,"(662.47, 214.03)",,,,,,,,"(526.79, 346.24)",,,,,,,,,,,"(161.47, 346.06)",,,,,,,,"(163.93, 326.74)",,,,,,,,,,"(303.07, 262.54)",,,,,,"(650.24, 221.91)",,,,"(122.23, 320.38)",,,,,,,,,,,,,,,"(375.69, 348.60)",,,,,,,,,,,,,"(16.68, 175.01)",,,,,,,,,,,,,,"(509.62, 350.09)",,"(185.31, 235.58)",,,"(509.48, 352.49)",,,,,,"(544.02, 350.94)",,,,,,,,,,,,,,,,,,"(380.02, 350.59)",,"(392.38, 351.26)",,,,,,,,,,,,,,,,,,,,,"(8.54, 189.04)","(382.02, 351.17)","(300.74, 348.23)","(38.01, 183.45)",,"(608.80, 179.95)","(140.41, 68.12)","(370.22, 343.87)","(618.38, 318.42)","(127.13, 121.79)",,"(303.49, 120.59)","(376.86, 348.70)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,,,,,,,,,"(662.44, 213.26)",,,,,,,,"(525.69, 346.27)",,,,,,,,,,,"(161.40, 346.06)",,,,,,,,"(163.82, 326.80)",,,,,,,,,,"(303.08, 262.57)",,,,,,"(650.26, 221.87)",,,,"(122.23, 320.36)",,,,,,,,,,,,,,,"(375.01, 348.37)",,,,,,,,,,,,,"(16.67, 174.96)",,,,,,,,,,,,,,,,,,,"(509.48, 351.85)",,,,,,"(543.58, 351.04)",,,,,,,,,,,,,,,,,,"(380.26, 350.53)",,"(392.57, 351.11)",,,,,,,,,,,,,,,,,,,,,"(8.54, 189.07)","(382.10, 351.10)","(300.59, 348.17)","(40.12, 182.62)",,"(609.21, 179.39)","(139.46, 64.64)","(370.46, 343.93)","(618.37, 318.40)","(127.26, 120.29)",,"(303.63, 118.00)","(376.41, 347.82)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,"(662.17, 212.60)",,,,,,,,"(525.16, 346.25)",,,,,,,,,,,"(161.44, 346.12)",,,,,,,,"(163.92, 326.77)",,,,,,,,,,"(303.08, 262.59)",,,,,,"(650.06, 222.08)",,,,"(122.41, 320.67)",,,,,,,,,,,,,,,"(374.52, 348.52)",,,,,,,,,,,,,"(16.84, 175.23)",,,,,,,,,,,,,,,,,,,,,,,,,"(542.11, 350.88)",,,,,,,,,,,,,,"(373.05, 347.64)",,,"(376.59, 348.76)","(380.56, 350.82)",,"(392.79, 350.78)",,,,,,,,,,,,,,,,,,,,,"(8.49, 188.80)","(381.45, 350.48)","(300.70, 348.02)","(42.62, 181.37)",,"(609.60, 178.99)","(138.54, 62.16)","(370.19, 343.48)","(618.43, 318.25)","(126.66, 119.30)",,"(303.81, 115.18)","(375.05, 347.35)",,"(662.23, 253.06)","(184.54, 350.11)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,,,,,,,,,"(662.23, 211.70)",,,,,,,,"(524.76, 346.40)",,,,,,,,,,,"(161.52, 346.06)",,,,,,,,"(163.68, 326.64)",,,,,,,,,,"(303.04, 262.54)",,,,,,"(650.04, 221.82)",,,,"(122.49, 320.70)",,,,,,,,,,,,,,,"(374.33, 348.80)",,,,,,,,,,,,,"(16.81, 175.25)",,,,,,,,"(288.32, 347.37)",,,,,,,,,,,,,,,,,"(541.41, 351.64)",,,,,,,,,,,,,,"(371.57, 345.33)",,,,"(380.67, 350.68)",,"(392.87, 350.66)",,,,,,,,,,,,,,,,,,,,,"(8.49, 188.75)","(381.75, 350.34)","(300.68, 347.90)","(44.90, 181.23)",,"(609.75, 178.30)","(137.66, 59.43)","(370.12, 343.22)","(618.45, 318.25)","(126.28, 118.37)",,"(303.75, 112.75)","(376.57, 346.59)",,"(662.23, 252.22)","(184.50, 350.13)","(55.28, 88.88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,,,,,,,,,"(661.76, 210.97)",,,,,,,,"(524.53, 346.37)",,,,,,,,,,,"(161.47, 346.05)",,,,,,,,"(163.70, 326.68)",,,,,,,,,,"(303.09, 262.33)",,,,,,"(650.05, 221.51)",,,,"(122.52, 320.86)",,,,,,,,,,,,,,,"(374.86, 348.71)",,,,,,,,,,,,,"(16.76, 175.20)",,,,,,,,"(288.23, 347.36)",,,,,,"(509.60, 351.31)",,,,,,,,,,,"(542.07, 351.41)",,,,,,,,,,,,,,,,,,"(380.67, 350.51)",,"(392.77, 350.54)",,,,,,,,,,,,,,,,,,,,,"(8.26, 188.37)",,"(300.66, 347.89)","(47.17, 180.89)",,"(610.19, 177.46)","(136.76, 56.87)","(370.07, 343.30)","(618.37, 317.75)","(126.20, 117.91)",,"(303.77, 110.30)","(375.32, 346.47)",,"(662.36, 251.25)","(184.39, 350.19)","(55.20, 88.33)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,"(661.47, 209.76)",,,,,,,,"(524.58, 346.39)",,,,,,,,,,,"(161.43, 346.05)",,,,,,,,"(163.67, 326.65)",,,,,,,,,,"(303.02, 262.08)",,,,,,"(649.76, 220.55)",,,,"(122.56, 320.92)",,,,,,,,,,,,,,,"(374.82, 348.68)",,,,,,,,,,,,,"(16.77, 175.23)",,,,,,,,"(288.13, 347.34)",,,,,,"(509.31, 352.29)",,,,,"(508.49, 351.19)",,,,,,"(541.43, 351.39)",,,,,,,,,,,,,,,,,,"(380.93, 351.22)",,"(392.98, 350.23)",,,,,,,,,,,,,,,,,,,,,"(7.98, 187.94)",,"(300.64, 347.89)","(48.29, 181.11)",,"(610.67, 176.41)","(135.59, 53.76)","(370.23, 343.31)","(618.29, 317.22)","(126.25, 117.93)",,"(303.86, 107.73)","(375.93, 345.83)",,"(662.22, 250.34)","(184.31, 350.29)","(55.35, 88.36)",,"(377.06, 346.88)","(376.83, 347.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,"(661.20, 209.14)",,,,,,,,"(524.66, 346.32)",,,,,,,,,,,"(161.42, 346.07)",,,,,,,,"(163.62, 326.68)",,,,,,,,,,"(303.15, 262.17)",,,,,,"(649.40, 219.98)",,,,"(122.52, 320.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.88, 175.23)",,,,,,,,"(288.10, 347.35)",,,,,,"(509.32, 351.51)",,,,,,,,,,,"(544.81, 350.31)",,,,,,,,,,,,,,,,,,"(381.19, 351.50)",,"(393.41, 349.74)","(374.22, 343.70)",,,,,,,,,,,,,,,,,,,,"(7.78, 187.31)",,"(300.65, 347.90)","(50.89, 180.95)",,"(611.39, 175.66)","(134.67, 51.33)","(369.81, 342.84)","(618.16, 316.83)","(126.41, 117.49)",,"(303.84, 105.11)","(375.53, 344.82)",,"(661.93, 249.21)","(184.52, 350.06)","(55.41, 88.31)",,,"(376.05, 347.05)","(151.83, 258.46)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,"(660.87, 208.45)",,,,,,,,"(524.66, 346.47)",,,,,,,,,,,"(161.39, 346.08)",,,,,,,,"(163.59, 326.75)",,,,,,,,,,"(303.27, 262.28)",,,,,,"(649.17, 219.67)",,,,"(122.53, 320.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.87, 175.31)",,,,,,,,"(287.79, 347.27)",,,,,,"(509.29, 351.61)",,,,,,,,,,,"(543.86, 350.45)",,,,,,,,,,,,,,,,,"(379.84, 351.99)","(381.07, 351.43)",,"(394.01, 349.01)","(374.66, 343.32)",,,,,,,,,,,,,,,,,,,,"(7.73, 186.57)",,"(300.67, 347.90)","(51.85, 181.96)",,"(612.59, 174.51)","(134.08, 49.15)","(370.00, 342.67)","(618.11, 316.26)",,,"(303.48, 102.34)","(375.28, 343.81)",,"(661.89, 247.53)","(184.68, 349.73)","(55.38, 88.36)",,,,"(152.35, 256.88)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,"(660.51, 207.78)",,,,,,,,"(525.01, 346.60)",,,,,,,,,,,"(161.40, 346.12)",,,,,,,,"(163.60, 326.76)",,,,,,,,,,"(303.25, 262.31)",,,,,,"(649.04, 219.29)",,,,"(122.50, 320.83)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.75, 175.44)",,,,,,,,"(287.63, 347.26)",,,,,,,,,,,,,,,,,"(543.67, 350.25)",,,,,,,,,,,,,,,,,,"(380.98, 351.46)",,"(394.27, 348.46)","(374.73, 343.30)",,,,,,,,,,,,,,,,,,,,"(7.54, 185.70)",,"(300.62, 347.89)","(52.95, 183.09)",,"(613.82, 173.21)","(133.28, 46.63)","(370.11, 342.69)","(618.16, 316.14)",,,"(303.03, 99.87)","(375.50, 343.92)",,"(661.79, 245.94)","(184.48, 349.74)","(55.29, 88.30)",,,,"(152.40, 256.23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,"(660.24, 206.51)",,,,,,,,"(524.88, 346.34)",,,,,,,,,,,"(161.40, 346.13)",,,,,,,,"(163.55, 326.89)",,,,,,,,,,"(303.06, 262.31)",,,,,,"(649.12, 218.77)",,,,"(122.49, 320.80)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.73, 175.47)",,,,,,,,"(287.40, 347.19)",,,,,,,,,,,"(507.60, 350.48)",,,,,,"(543.20, 350.48)",,,,,,,,,,,,,,"(369.45, 342.73)",,,,"(381.12, 351.93)","(545.79, 352.36)","(394.26, 348.13)","(374.91, 343.05)",,,,,,,,,,,,,,,,,,,,"(7.26, 184.73)",,"(300.61, 347.87)","(54.30, 184.06)",,"(614.91, 171.97)","(132.23, 43.86)","(370.16, 342.55)","(618.24, 315.89)",,,"(303.15, 97.40)",,,"(661.68, 245.17)","(184.06, 349.68)","(55.40, 88.32)","(375.66, 343.75)",,,"(152.79, 254.62)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,"(659.33, 205.00)",,,,,,,,"(524.60, 346.60)",,,,,,,,,,,"(161.49, 346.12)",,,,,,,,"(163.57, 326.83)",,,,,,,,,,"(303.32, 261.97)",,,,,,"(649.12, 218.03)",,,,"(122.54, 320.75)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.84, 175.44)",,,,,,,,"(287.08, 347.05)",,,,,,,,,,,"(508.42, 350.26)",,,,,,"(543.33, 350.84)",,,,,,,,,,,,,,,,,,"(381.17, 351.99)","(546.19, 352.57)","(394.16, 348.21)","(375.15, 342.39)",,,,,,,,,,,,,,,,,,,,"(7.28, 183.97)",,"(300.48, 347.87)","(55.39, 184.87)","(147.48, 99.16)","(616.48, 170.65)","(131.59, 41.54)","(369.93, 342.72)","(618.23, 315.79)",,,"(302.82, 95.01)",,,"(661.62, 244.09)","(183.54, 349.51)","(55.48, 88.32)",,,,"(153.24, 253.19)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,"(659.23, 203.43)",,,,,,,,"(524.56, 346.75)",,,,,,,,,,,"(161.47, 346.14)",,,,,,,,"(163.57, 326.82)",,,,,,,,,,"(303.34, 261.98)",,,,,,"(648.73, 217.52)",,,,"(122.43, 320.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.82, 175.43)",,,,,,,,"(286.76, 346.85)",,,,,,,,,,,"(507.57, 350.35)",,,,,,"(544.25, 351.09)",,,,,,,,,,,,,,,,,,"(381.27, 352.07)",,"(394.00, 348.28)","(375.05, 341.83)",,,,,,,,,,,,,,,,,,,,"(7.52, 183.79)",,"(300.55, 347.87)","(57.00, 185.87)","(146.87, 98.39)","(617.71, 169.42)","(131.39, 39.49)","(369.80, 342.62)","(618.19, 315.80)",,,"(302.78, 92.70)",,,"(661.54, 242.85)","(183.17, 349.49)","(55.48, 88.34)",,,,"(153.28, 250.86)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,,,,,,,,"(658.99, 202.20)",,,,,,,,"(524.75, 346.55)",,,,,,,,,,,"(161.74, 346.32)",,,,,,,,"(163.65, 326.79)",,,,,,,,,,"(303.46, 261.79)",,,,,,"(648.87, 216.79)",,,,"(122.50, 320.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.91, 175.44)",,,,,,,,"(286.80, 346.90)",,,,,,,,,,,"(507.98, 350.73)",,,,,,"(543.74, 351.28)",,,,,,,,,,,,,,,,,,"(381.36, 351.91)",,"(393.82, 347.51)","(375.31, 341.04)",,,,,,,,,,,,,,,,,"(522.37, 352.07)",,,"(7.49, 183.70)",,"(300.48, 347.95)","(58.06, 186.81)","(146.63, 98.16)","(619.19, 168.23)","(130.56, 36.40)","(369.60, 342.89)","(618.23, 315.81)",,,"(302.42, 90.13)",,,"(661.60, 241.79)","(182.85, 349.43)","(55.55, 87.68)",,,,"(153.30, 249.34)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,,,,,,,,"(658.24, 200.62)",,,,,,,,"(524.50, 346.45)",,,,,,,,,,,"(161.73, 346.28)",,,,,,,,"(163.62, 326.81)",,,,,,,,,,"(303.57, 261.65)",,,,,,"(648.81, 215.67)",,,,"(122.59, 320.66)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(17.04, 175.46)",,,,,,,,"(286.82, 346.93)",,,,,,,,,,,"(509.18, 350.67)",,,,,,"(542.72, 351.12)",,,,,,,,,,,,,,,,,,"(381.30, 351.98)",,"(394.02, 347.31)","(375.51, 340.65)",,,,,,,,,,,,,,,,,"(521.59, 352.28)",,,"(7.47, 183.52)",,"(300.46, 348.03)","(59.70, 187.80)","(147.01, 96.77)","(620.22, 166.98)","(130.15, 33.32)","(369.43, 343.00)","(618.26, 315.80)",,,"(302.24, 87.60)",,,"(661.65, 240.76)","(182.38, 349.39)","(55.54, 86.45)",,,,"(152.71, 247.06)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,,,,,,,,,"(657.79, 199.23)",,,,,,,,"(524.37, 346.58)",,,,,,,,,,,"(162.45, 346.64)",,,,,,,,"(163.70, 326.78)",,,,,,,,,,"(303.41, 261.60)",,,,,,"(648.69, 214.60)",,,,"(122.56, 320.64)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.94, 175.52)",,,,,,,,"(287.36, 347.16)",,,,,,,,,,,"(507.61, 350.53)",,,,,,"(544.16, 350.77)",,,,,,,,,,,,,,,,,,"(381.29, 352.05)",,"(394.04, 347.29)","(376.01, 339.71)",,,,,,,,,,,,,,,,,"(521.33, 352.30)",,,"(7.53, 183.15)",,"(300.47, 347.99)","(60.72, 188.68)","(146.57, 95.25)","(621.48, 165.57)","(129.63, 30.79)","(369.17, 342.94)","(618.20, 315.72)",,,"(301.66, 85.35)",,,"(661.46, 239.96)","(181.25, 349.35)","(55.61, 83.95)",,,,"(152.60, 245.63)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,,,,,,,,"(657.31, 197.96)",,,,,,,,"(524.54, 346.42)",,,,,,,,,,,"(162.67, 346.70)",,,,,,,,"(163.64, 326.79)",,,,,,,,,,,,,,,,"(648.63, 213.15)",,,,"(122.55, 320.65)",,,,,,,,,,,,,,,,,,,,,,,,,,,,"(16.97, 175.61)",,,,,,,,"(287.37, 347.18)",,,,,,,,,,,"(507.69, 349.96)",,,,,,"(544.68, 351.11)",,,,,,,,,,,,,,,,,,"(381.27, 352.00)","(547.19, 350.85)","(394.04, 347.34)","(375.96, 339.10)",,,,,"(542.08, 352.24)",,,,,,,,,,,,"(521.32, 352.24)",,,"(7.40, 183.54)",,"(300.44, 348.00)","(61.64, 190.43)","(146.85, 92.77)","(622.84, 163.81)","(129.25, 26.91)","(369.14, 342.48)","(618.18, 315.67)",,,"(301.36, 82.88)",,,"(661.42, 239.65)","(180.99, 349.39)","(56.30, 81.33)",,,,"(152.64, 244.23)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
